label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,1d806736-db72-4c55-8f35-12e088b89b48,static,-6.82168,-9.29131,-1.0576,2.344,5.682,2.0,-0.396698,11.5751,1.5708,-2.2041
car,22df42f7-b499-4225-8e5d-d85d650dcdfa,static,23.5087,-13.9596,-1.02223,1.903,3.762,1.599,-1.96104,27.3601,1.5708,-0.5359
pedestrian,2fd41cfd-d8e1-4548-974e-efe54b4beecf,static,-17.0356,-1.11586,-0.644566,0.786,0.643,1.71,-0.432305,17.0843,1.5708,-3.0762
pedestrian,3019d146-ecd2-48dc-9313-42d8002cb09c,static,-17.4981,-2.17145,-1.21062,0.852,1.186,1.647,-0.410311,17.6738,1.5708,-3.0181
pedestrian,46bbea5c-73d2-4ef4-87c6-db917f776380,static,-3.31948,-9.614,-0.881113,0.773,0.756,1.876,2.60611,10.209,1.5708,-1.9033
pedestrian,54c02ac5-b9bc-49b6-9ce9-350e9a99256e,static,-16.0258,-1.11186,-1.11144,0.864,0.821,1.931,-0.415302,16.1027,1.5708,-3.0723
pedestrian,552bcbb4-c634-422d-a80d-a9b7b593726a,static,5.03117,-10.7821,-0.849932,0.889,0.983,1.78,-2.01909,11.9285,1.5708,-1.1342
pedestrian,759e8afa-52a2-4ace-a148-206bdbf3b2f3,static,-15.8273,-0.256042,-1.21563,0.799,0.872,1.656,-1.90048,15.876,1.5708,-3.1254
car,7a5e467e-3ea5-4b81-bdf5-7f1bff7ada74,static,18.7293,-1.0359,-1.10701,2.264,5.239,1.872,1.1631,18.7906,1.5708,-0.0553
car,7cd4ccdf-c45f-4081-91c1-84855e2d3386,static,10.3499,-7.88307,-0.928362,2.253,4.785,1.978,-1.99594,13.0432,1.5708,-0.6509
pedestrian,8444baa9-5be4-4d1a-b19e-91c68cc64ab7,static,-16.5141,-0.997756,-1.20451,0.738,0.761,1.609,-0.425674,16.588,1.5708,-3.0812
pedestrian,86085e88-12d1-4e09-899c-81f117dd7666,static,33.832,-7.58067,-1.00316,0.759,1.014,1.728,0.0483678,34.6854,1.5708,-0.2204
pedestrian,8937a1d1-1924-4a4d-b354-8a6c1fb6cdee,static,5.72164,-10.4753,-0.899802,0.94,0.914,1.775,-2.18229,11.9699,1.5708,-1.0709
pedestrian,8deaff1c-9a15-4b69-8162-7bc1d4a02fb7,static,-2.88109,-10.0841,-0.853557,0.847,0.828,1.862,2.65202,10.5223,1.5708,-1.8491
truck,90f3a173-22e0-45e8-a7de-98d03935e329,static,-7.15244,-3.93639,-0.425416,3.054,6.685,3.166,-0.635521,8.1752,1.5708,-2.6385
pedestrian,9f269f04-a54e-416b-b65c-9b130235cdb9,static,-6.98125,-18.5831,-0.983442,0.644,0.795,1.752,-0.429165,19.8755,1.5708,-1.9302
pedestrian,a47e2223-c0c5-488c-92ae-6b1d8eb6d7a3,static,5.84658,-11.0709,-0.813753,1.167,0.83,1.725,0.0290607,12.5463,1.5708,-1.0849
pedestrian,b9f2e180-4937-4b76-b771-46d6675251ae,static,-6.42731,-18.894,-0.901533,0.795,0.883,1.807,-0.425674,19.9776,1.5708,-1.8987
car,c60c7646-4c95-40a0-a9a5-23b05e85249b,static,18.9851,-11.9694,-1.08196,2.124,4.659,1.687,-1.99594,22.4693,1.5708,-0.5625
car,d15882c0-0b37-4290-a922-4fc19f1ea37c,static,24.3829,-3.61764,-1.34553,2.001,5.241,1.532,1.1282,24.6865,1.5708,-0.1473
truck,dac57c10-7523-4e89-983a-9b7910b8541f,static,-9.52032,-15.3507,-1.01048,2.41,6.106,2.023,-0.414152,18.0915,1.5708,-2.1259
truck,dbffff17-0df4-4619-ae10-ea8fd03c8d37,static,28.7897,-16.5827,-0.792294,2.391,6.259,1.955,-1.99594,33.2334,1.5708,-0.5226
car,07151071-1ccb-4ac5-822d-8018b85bd17f,static,-19.4911,17.4492,-1.65015,2.006,4.614,2.039,1.13863,26.2126,1.5708,2.4114
pedestrian,072e7135-9244-488f-ba83-387b908d65cc,static,3.29002,12.3375,-1.43368,1.06,1.03,1.412,2.6518,12.8489,1.5708,1.3102
car,0f896c8d-afb9-4247-90f3-e074f8cdcdda,static,-27.6575,14.4906,-1.16106,2.331,4.928,2.105,-2.00816,31.2452,1.5708,2.659
pedestrian,20e75dc2-5d65-49c5-9de9-e540bf9c3232,static,-15.1003,1.39843,-1.24629,0.935,1.009,1.676,-2.02617,15.216,1.5708,3.0492
