label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,026163c5-1fb3-4464-9814-e7479ea6fe3f,dynamic,24.6512,-1.68957,0.315565,0.774,0.772,1.904,1.92058,24.711,1.5708,-0.0684
pedestrian,09e7877c-1f6c-48ae-8fff-fb6b75392138,dynamic,10.6677,-2.67684,-0.385629,0.709,0.789,1.823,-1.1751,11.0052,1.5708,-0.2459
pedestrian,0dfaad4b-e02e-4100-9952-fc54ae05c3bc,dynamic,20.239,-15.6883,0.895625,0.769,0.655,1.78,-2.02377,25.6231,1.5708,-0.6594
truck,312e0bf0-868b-4530-8ced-60ae88aaa54e,dynamic,-11.6693,-5.13336,-0.593943,3.29,8.587,2.72,-1.25417,12.7623,1.5708,-2.7272
pedestrian,329401fc-3183-4bd1-a4fa-d05c7b73af2d,dynamic,24.6017,-1.14062,0.0297074,0.677,0.662,1.212,1.77291,24.6281,1.5708,-0.0463
pedestrian,3d41caef-7042-4b58-b02d-68a507928c72,dynamic,27.4527,-8.53539,0.937357,0.865,0.849,1.963,2.55715,28.7643,1.5708,-0.3014
pedestrian,3daf93d9-4a37-4356-8d86-fd2c0896e9ef,dynamic,-1.87854,-5.18066,-0.80771,0.725,0.964,1.719,-1.38562,5.5696,1.5708,-1.9187
car,55db5f79-4f10-4e6c-9ada-d29083c82512,dynamic,34.3861,-21.4598,1.69234,2.0,4.432,1.559,-2.08346,40.5683,1.5708,-0.5579
animals,5dc5c783-5ea0-4275-9f28-922b8dd56534,dynamic,10.397,-1.60905,-1.02331,0.257,0.803,0.613,-1.24737,10.5704,1.5708,-0.1535
car,894e6a11-2e87-4f20-9890-dbfb30df3bfa,dynamic,-24.13,-3.19136,-1.35476,2.132,4.689,1.508,-1.22206,24.3778,1.5708,-3.0101
pedestrian,934a2562-e9f3-407a-af1b-33079a7b0144,dynamic,26.9614,-8.06157,0.959998,0.834,0.781,1.838,2.33025,28.1572,1.5708,-0.2905
car,a87d956e-8adc-4775-aea7-a8f44dbd69fe,dynamic,-47.8913,-1.91822,-1.76038,1.932,3.935,1.641,1.92913,47.962,1.5708,-3.1016
pedestrian,be1c0c2c-3551-4bd1-bfe7-571c6b12310a,dynamic,10.327,-2.10157,-0.354179,0.723,0.877,1.918,-1.27966,10.5446,1.5708,-0.2008
car,c90623b1-e937-4f96-91ac-3272b681e0d3,dynamic,-8.81968,-0.904691,-1.20087,2.379,5.203,1.664,-1.29555,8.9469,1.5708,-3.0394
truck,cc5f8e23-6092-4432-b69a-da27116c0ea8,dynamic,51.1615,-13.2752,2.82867,2.87,7.163,3.401,0.996701,52.9314,1.5708,-0.2539
