label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,0410f18f-cd64-4d84-a03b-dfc15d95f294,dynamic,24.4502,-15.1708,-0.635072,0.487,0.575,1.945,1.51561,28.7814,1.5708,-0.5553
car,48f4ba05-7b28-46b2-93c3-ecf6327a9993,dynamic,-9.65329,-2.52524,-1.34804,2.109,4.89,1.576,-1.67592,10.0688,1.5708,-2.8857
car,4c5ea231-3fb0-48ed-bdaf-0176b4173ccd,dynamic,37.6574,-2.89708,-0.574141,1.962,4.207,1.711,1.54843,37.773,1.5708,-0.0768
car,51a5e7ef-27b7-4abe-bbca-95327e1b25d5,dynamic,-11.6422,-5.97933,-1.39261,1.863,4.626,1.607,-1.67662,13.1618,1.5708,-2.6671
car,7f210094-d0d5-4cf8-985d-f3e9cf6d496c,dynamic,-1.56418,-6.64508,-0.997061,2.269,5.123,1.81,-1.66178,6.8991,1.5708,-1.802
car,893e7ce9-c7e1-4624-995c-0fafb1aa83d9,dynamic,22.1649,-3.20938,-0.831817,2.006,4.825,1.689,1.75008,22.4115,1.5708,-0.1438
car,89b8bfc7-9e47-440d-bf7e-8f46e97339dc,dynamic,17.3792,-13.5043,-0.552319,2.033,4.721,1.965,-0.00196768,22.0161,1.5708,-0.6606
car,c44998b7-d47c-4d4d-942b-35502b52aafd,dynamic,-18.0552,-1.40929,-1.34574,1.931,4.119,1.466,-1.67924,18.16,1.5708,-3.0637
car,c8fce973-659e-444a-94a6-8e6112078f28,dynamic,-3.24893,-3.34476,-1.26358,1.879,4.644,1.473,-1.64101,4.8311,1.5708,-2.3417
car,dff2a014-8f0c-40e5-a343-afb45214c6cc,dynamic,37.6847,-0.121942,-0.443819,2.184,5.3,1.876,1.48523,37.6875,1.5708,-0.0032
car,01047d79-31d7-4d1e-871b-46754a6090de,dynamic,30.5051,0.518572,-0.561264,1.913,4.252,2.0,1.49322,30.5147,1.5708,0.017
cyclist,028705af-99d8-48dd-b29c-9d6596429fd3,dynamic,-41.051,3.06568,-1.38377,0.855,1.738,1.697,-1.62603,41.1886,1.5708,3.0671
car,0f6e8204-d5db-4d08-8d0f-a32a9946d9a2,dynamic,-40.9546,13.8251,-1.53097,2.051,4.691,1.584,3.10417,43.2522,1.5708,2.816
car,18d56d3e-6d66-45bf-9a47-016bb22351b2,dynamic,12.0032,14.9607,-0.778813,2.163,4.399,1.931,3.02584,19.1965,1.5708,0.8946
car,24e91d79-0497-41c4-b1e4-06c2aa96f6e8,dynamic,31.4567,26.5733,-0.34882,1.983,4.629,2.121,1.49444,41.1799,1.5708,0.7014
car,2e87c6e1-1daf-4297-b461-2890c408a6ee,dynamic,12.8459,22.2905,-0.649599,2.101,4.704,1.81,3.05514,25.7353,1.5708,1.048
car,30aa859f-26f4-4c18-a35d-c4a3ddd4b5ec,dynamic,-30.3632,5.74526,-1.47531,1.802,4.241,1.495,1.51819,30.9372,1.5708,2.9546
car,32cb7213-f5d7-48c1-8405-1382971c5fe0,dynamic,18.9375,16.428,-0.945152,2.286,4.81,1.687,-0.0562652,25.0879,1.5708,0.7146
pedestrian,38239514-1566-4fe5-a531-5b9bd641732d,dynamic,25.9806,8.46038,-1.09696,0.677,0.367,1.752,-2.71666,27.3454,1.5708,0.3148
pedestrian,3ecb2d11-dee6-430a-b24e-443bc1db2646,dynamic,3.72401,10.8001,-1.06017,0.467,0.499,1.689,-1.55672,11.4732,1.5708,1.2388
car,414b3ade-400b-4479-9806-86bf459d6cf2,dynamic,37.3668,6.22018,-0.770355,2.14,4.991,1.815,3.04398,37.8888,1.5708,0.165
car,5df1cbf0-410a-4829-b20f-ea3f8587c0a1,dynamic,15.328,42.7837,-0.651202,2.01,4.587,1.659,3.06788,45.4513,1.5708,1.2268
car,7c548b86-374a-47b2-824e-a5f4b51c31e2,dynamic,32.1616,31.6305,-0.461444,1.866,4.3,1.664,1.48693,45.1117,1.5708,0.7771
car,d354e086-87b3-44fb-aef2-3831405727dc,dynamic,-10.889,4.37911,-1.18197,1.922,4.219,1.625,1.49165,11.7959,1.5708,2.7592
car,dff2a014-8f0c-40e5-a343-afb45214c6cc,dynamic,37.9402,0.144222,-0.453536,2.184,5.3,1.876,1.49322,37.9432,1.5708,0.0038
car,e9f0e44c-2c8c-4bd0-98c0-b8e3c19b8668,dynamic,9.78022,24.1012,-0.980234,1.875,4.353,1.482,3.06893,26.0285,1.5708,1.1853
car,f340a998-0ea3-454c-83bc-071e9aaf9811,dynamic,8.80907,15.9622,-0.927517,1.85,4.231,1.904,3.04345,18.2552,1.5708,1.0665
