label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
truck,049d0b89-0594-4464-a7fa-70081c4eaed6,dynamic,18.8957,-0.382471,-0.185607,3.141,8.7,2.686,-1.58619,18.9005,1.5708,-0.0202
pedestrian,2111af4f-9de9-4bc7-b930-1de38538c9c3,dynamic,8.2652,-9.29729,-0.943247,0.696,0.851,1.451,1.59537,12.4757,1.5708,-0.8441
pedestrian,24070ad2-36f7-404c-87fe-9dc278202505,dynamic,22.5094,-6.18643,-0.323416,0.86,0.778,1.865,-1.57362,23.3463,1.5708,-0.2682
pedestrian,2bc93df4-e0f2-4fa7-b51f-0774d64eebd4,dynamic,17.509,-8.09519,-0.434099,0.799,0.978,1.89,1.55209,19.2947,1.5708,-0.4331
other vehicle,37f632ab-8c1f-42e6-9096-ae4586523d69,dynamic,-6.68408,-5.23218,-1.24945,0.807,2.046,1.19,-1.69108,8.5798,1.5708,-2.4774
car,398ece8e-1d18-4d89-abeb-32fe05584120,dynamic,-28.7896,-2.94451,-1.27343,2.125,4.859,1.832,-1.57903,28.9678,1.5708,-3.0397
pedestrian,43f925fe-e3c6-465b-9305-f3fdfa7747fb,dynamic,1.2906,-5.02993,-1.01575,0.612,0.668,1.797,3.12532,5.2913,1.5708,-1.3196
car,63f2055c-54fa-4a90-ae81-e02a08dfdb9f,dynamic,-20.5542,-3.04476,-1.35073,2.115,4.967,1.746,-1.53994,20.8223,1.5708,-2.9945
car,74604702-44a8-4204-804b-de6111bb7635,dynamic,26.547,-14.8655,-0.336846,1.964,4.969,1.737,0.0263147,30.4276,1.5708,-0.5105
pedestrian,76b5ee96-71ae-4ac4-8867-da4a579f4802,dynamic,-3.46112,-6.55324,-0.843684,0.843,1.07,1.835,1.50496,7.459,1.5708,-2.0567
pedestrian,80673e1e-9e96-4e89-8082-f0226c216a7f,dynamic,17.4084,-6.63374,-0.435803,0.85,0.927,1.721,1.55209,18.6346,1.5708,-0.3641
truck,91f2ae8b-db12-41f9-9300-7ad76511e16b,dynamic,21.0033,-14.5054,-0.106601,2.376,5.855,2.243,-0.018542,25.5256,1.5708,-0.6044
pedestrian,a2e3668f-2eae-48cd-913d-8f30d76da096,dynamic,-17.3521,-7.09695,-0.880648,0.982,1.082,1.876,-1.57903,18.768,1.5708,-2.7534
pedestrian,b7f5310e-6a6b-415d-a52a-880268d78832,dynamic,23.742,-6.10099,-0.302428,0.736,0.932,1.917,-1.56804,24.5152,1.5708,-0.2515
other vehicle,c1be9cbc-dd70-4527-b965-f2339eb09044,dynamic,-0.288749,-5.51399,-1.23444,0.498,1.773,1.168,-1.63262,5.6579,1.5708,-1.6231
car,c78e54a1-9739-4408-be97-dfad37c30d5c,dynamic,-14.4305,-3.21705,-1.3232,2.154,4.82,1.65,-1.55076,14.8438,1.5708,-2.9222
