label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,5196dde4-37f9-45c7-80fa-3e8d99c4518a,static,-21.6107,-5.49818,-1.39663,2.165,4.971,1.736,-1.70583,22.3428,1.5708,-2.8925
car,600a3944-fee9-45f8-b942-24f6b6a069fe,static,-2.88872,-7.5906,-1.27327,1.878,4.822,1.586,-1.63217,8.2209,1.5708,-1.9344
car,7a9a3f4f-6dfc-4687-a1ab-4a3157cc7e49,static,34.1288,-10.2812,-0.512473,2.492,5.858,1.994,-1.67563,35.6474,1.5708,-0.2926
car,8a1036cc-e78a-4f5b-a688-9269d3e5a43e,static,24.5964,-18.1815,-0.454964,2.283,5.399,2.0,-0.0767308,30.5901,1.5708,-0.6365
truck,a98f071b-0bbe-40c9-88bb-57dfa9cd5054,static,77.5023,-3.20606,0.986787,2.995,7.411,3.6,1.45776,77.5749,1.5708,-0.0413
car,df73af9a-2b57-4d39-98ed-f20500b93053,static,-15.7096,-5.89593,-1.35563,2.152,5.182,1.566,-1.70583,16.8342,1.5708,-2.7826
truck,e72cf969-ee0c-4203-b8d9-e61b5c6ed49e,static,5.83932,-8.25785,-0.78411,2.273,4.635,2.216,-1.7477,10.1442,1.5708,-0.9553
car,14b1c103-9c1f-4f20-8161-3face50c47c0,static,-13.8709,7.76367,-1.62222,2.201,4.83,1.839,1.51407,15.9784,1.5708,2.6313
car,3d80a850-5612-4a5c-a2e2-356ebcfa4617,static,-26.0875,9.064,-1.73793,2.191,5.014,1.761,1.46171,27.6719,1.5708,2.8072
truck,40ab306f-793e-4174-9b21-c5eeb2b14afd,static,-34.5449,7.19962,-0.930155,2.848,5.799,3.061,1.48701,35.2994,1.5708,2.9361
car,4b3b734c-5c32-414c-8617-954662a36b04,static,30.5494,22.3792,-1.49688,1.948,4.492,1.575,-0.0956647,37.899,1.5708,0.6322
car,51c43c6c-9dad-4c03-9404-eac2e4cdb518,static,29.291,10.2182,-1.18929,2.363,4.87,1.941,-0.0782099,31.0449,1.5708,0.3357
car,7dc536d4-238e-4e77-9029-8aafb687b74e,static,30.0245,15.9115,-1.4465,2.147,4.485,1.589,-0.0607561,34.0109,1.5708,0.4873
car,856bb045-9a71-481a-a1cf-7cd567d81eb1,static,-32.4309,9.8545,-1.90127,2.003,4.44,1.569,1.57463,33.9483,1.5708,2.8466
car,990047f7-d9f2-4df2-ac7c-7389232b85d5,static,-43.5148,4.31714,-1.60798,2.399,5.064,1.69,1.48737,43.758,1.5708,3.0427
car,a18afb09-e27d-4afd-8521-382340bdeeb7,static,-0.912242,6.83736,-1.60911,2.013,4.909,1.664,1.51407,7.0831,1.5708,1.7034
car,ab7d5c5b-0666-461b-9033-4cbe61a3261b,static,-36.3965,4.35344,-1.58284,1.977,4.54,1.607,1.62699,36.6901,1.5708,3.0225
car,e57b3905-58b7-4ffb-bcb1-826cba029f93,static,-7.11973,7.33619,-1.54722,2.229,5.119,2.051,1.49662,10.3394,1.5708,2.3412
car,fddbb9fb-744a-4c14-a469-0c1ce7f536b6,static,38.7188,1.04249,-0.762396,2.417,5.059,1.909,1.45665,38.7403,1.5708,0.0269
