label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,171fea41-cae9-4077-86c5-fdd7e35a214c,static,7.61471,-3.64939,-0.99902,2.448,5.722,1.798,-1.50412,8.5029,1.5708,-0.4469
car,18592087-2586-4927-8120-e2f2e296a4ad,static,-10.6831,-0.0894053,-1.25309,2.208,4.96,1.614,-1.47514,10.7567,1.5708,-3.1332
car,5564f36a-0813-47a4-a772-3e510f66122f,static,-43.4518,-10.3184,-1.35954,2.355,5.117,2.0,0.840223,44.6808,1.5708,-2.9084
car,55714722-ddca-4ea2-a171-323c45d9ee17,static,-24.2853,-2.11353,-1.07872,2.588,6.221,2.344,-1.51826,24.401,1.5708,-3.0548
pedestrian,60e62a1d-58a6-40dd-86e7-14b211cdb4e2,static,0.146384,-10.2327,-0.796516,0.651,0.548,1.657,0.106013,10.2647,1.5708,-1.5565
car,61c56588-5103-443b-979f-c8c0922744ef,static,18.662,-2.96244,-0.792195,2.17,4.512,1.414,-1.50412,18.9123,1.5708,-0.1574
car,6a3faede-2504-4652-b277-31bc09238aa2,static,-11.8863,-2.93116,-1.19446,2.013,4.535,1.712,-1.52908,12.3005,1.5708,-2.8998
car,6fd93c5c-12f9-444b-9f3e-0b9cec921fea,static,-49.697,-18.4466,-1.58849,1.889,4.687,1.123,-2.38845,53.0339,1.5708,-2.7862
car,7dc6f6f7-cb36-4e4a-b9be-7d76e1952b59,static,1.72343,-4.12061,-0.987524,2.29,4.789,1.895,-1.52158,4.5744,1.5708,-1.1747
car,98113165-4048-4bfb-98e8-4f46bdcbfd97,static,13.0311,-3.16864,-1.0138,2.313,4.625,1.601,-1.45176,13.4491,1.5708,-0.2385
car,9aec294d-2716-473a-9d01-70634c6b95c4,static,-16.0809,-5.91921,-1.36972,2.108,4.97,1.734,-1.52769,17.1904,1.5708,-2.7889
car,b236cbf7-0e07-40b7-aac4-6f613db9caca,static,-10.208,-5.45503,-1.28611,2.136,4.123,1.594,-1.52769,11.6454,1.5708,-2.6508
truck,c0eb8428-e625-4d74-916c-a29bcb62fe9a,static,-71.4312,-11.1374,-1.4433,2.889,6.392,2.605,-1.51826,72.3087,1.5708,-2.9869
car,ead2e09f-f6dd-4756-8f91-f91a0d60171c,static,-4.25426,-4.51804,-1.23148,2.052,4.527,1.469,-1.16376,6.3268,1.5708,-2.3261
car,30aad8c3-df34-4ef5-acd6-6bc88f1336ec,static,30.4794,39.0578,0.219766,2.664,5.595,2.172,-3.08519,49.5435,1.5708,0.9081
car,4bf8b327-96cc-429a-a412-d87ba528f788,static,5.39584,4.273,-0.998894,2.084,4.527,1.941,1.67637,6.955,1.5708,0.6698
pedestrian,4c3a9986-5fae-46c4-b15f-68cf7579c408,static,-30.4736,7.57122,-1.5639,0.705,0.932,1.746,1.65106,31.439,1.5708,2.8981
car,4cca5099-0aef-4f11-a115-578c53de13d5,static,60.9757,0.694532,1.36339,2.615,6.231,2.847,-1.52178,60.9949,1.5708,0.0114
car,52f13edf-4702-45b0-b7ab-dfa6d5775b8d,static,29.7955,45.743,0.202324,2.325,4.904,1.699,-3.09409,54.5915,1.5708,0.9935
truck,5ccc8231-c044-4997-8950-888b8e8eeb7e,static,37.7514,5.66944,0.335744,3.037,7.949,2.987,1.63063,38.1762,1.5708,0.1491
car,667463e8-db26-4d0e-bc06-d8991788bbea,static,19.3651,0.135199,-0.518768,2.04,4.561,1.765,-1.53418,19.3725,1.5708,0.007
pedestrian,735eaff5-9fab-4c12-881d-7057cab652b6,static,-19.8872,8.89153,-1.38711,0.75,0.616,1.739,1.62278,21.8285,1.5708,2.7212
pedestrian,78cc1450-2e12-4e38-a9d6-232d4653027b,static,-33.3809,5.35872,-1.56481,0.672,0.85,1.595,1.82594,33.8445,1.5708,2.9824
pedestrian,796d2f87-74b8-4821-9274-81b6f0b55e9c,static,-31.346,4.30074,-1.53185,0.703,0.58,1.664,-2.1288,31.6767,1.5708,3.0052
car,7cc85581-c9af-45a3-aba8-a0d4b34246e5,static,0.34503,7.6281,-0.872641,3.082,5.996,2.332,1.62592,7.6856,1.5708,1.5256
truck,ab92202b-83ef-47d3-bdb2-93e28ed36d23,static,35.5245,14.7317,-0.329524,2.095,4.722,2.08,3.03997,38.4594,1.5708,0.3931
pedestrian,ad3e9df9-f73e-4440-9e76-6fb71aa9ae3a,static,-28.8739,8.87086,-1.50736,0.657,0.686,1.723,-2.34189,30.2435,1.5708,2.8435
pedestrian,b6d98151-9430-47e0-bd3e-5bb53193f10f,static,-19.0828,8.02204,-1.39005,0.788,0.625,1.628,1.62749,20.747,1.5708,2.7436
car,cb5af553-7fb0-4c28-a2b5-a92821bcb7e4,static,10.1002,0.112611,-1.01184,1.913,4.346,1.641,-1.5169,10.1514,1.5708,0.0111
pedestrian,eb4f2b95-f89a-4229-9029-8808d15c6579,static,17.1285,11.2488,-0.975627,0.757,0.913,1.62,-1.62563,20.5152,1.5708,0.5811
car,ec54b58e-5adc-4bd3-9113-40509fd7efd7,static,39.0743,2.12687,-0.293657,1.827,3.669,1.707,-1.44795,39.1332,1.5708,0.0544
truck,f6eb74ff-f657-44d2-b6cf-ee9d1dc017d7,static,32.5937,19.1035,0.0619703,3.18,6.017,3.352,-3.04679,37.7796,1.5708,0.5301
car,fb42025b-0d4a-4721-a53e-fe624940bb74,static,30.9829,32.3843,-0.219092,2.342,4.994,1.776,-3.04679,44.8189,1.5708,0.8075
