label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,0847eaa8-9eb9-4b45-ac26-c55fcb5fd4d9,dynamic,19.2792,-32.6818,-0.535887,2.195,4.716,2.096,0.00850961,37.9483,1.5708,-1.0378
car,0adb92c6-f641-4e19-8821-8108d1a63bc2,dynamic,-33.6465,-4.75421,-1.15051,2.11,5.347,1.763,-1.60154,34.0002,1.5708,-3.0012
pedestrian,24cb5e6a-80c1-400b-823d-f2106dbbcb9f,dynamic,23.6272,-11.3097,-0.596147,0.7,0.867,1.931,3.11396,26.2013,1.5708,-0.4464
car,449f4d6f-a4c9-4649-891c-cba67454329e,dynamic,-2.69364,-5.05126,-1.08166,2.168,5.116,1.879,-1.53505,5.8259,1.5708,-2.0607
car,8458fd80-74e8-4b4d-bc94-2e6dd399a0e1,dynamic,2.1465,-5.12513,-1.17669,1.942,4.318,1.651,-1.5614,5.6797,1.5708,-1.1742
car,8d1f508b-7743-41ca-b80e-b6427fe01539,dynamic,-22.3267,-5.01751,-1.34715,1.896,4.743,1.514,-1.58409,22.9232,1.5708,-2.9205
car,9e8c4b23-320e-4cf1-8d43-3d3cbfeb8a0e,dynamic,10.9411,-19.7023,-0.779202,2.175,5.31,1.957,3.10646,22.5498,1.5708,-1.0639
car,a388d30d-2dab-41b2-a13c-e8839fcbc33a,dynamic,-16.4764,-5.21621,-1.12483,1.932,4.647,1.802,-1.56663,17.3189,1.5708,-2.835
truck,bc7b2db1-7152-48cc-a775-fe967072ff89,dynamic,19.167,-15.3372,-0.693041,2.115,5.474,1.804,-0.049496,24.5578,1.5708,-0.6749
car,d212d2e0-8ebf-4a29-a2a1-746524fe6b91,dynamic,50.403,-1.43448,0.160493,2.322,5.001,2.0,-1.59437,50.4237,1.5708,-0.0285
truck,ec67db5a-8257-4043-8fb2-9fcba5cbc3c4,dynamic,34.1423,-5.45332,-0.45935,2.135,5.452,1.87,-1.60403,34.5781,1.5708,-0.1584
car,ed8e1b16-e7aa-477f-899a-24e13e897086,dynamic,-28.1586,-4.94433,-1.23175,2.174,4.859,1.716,-1.54919,28.6159,1.5708,-2.9678
car,f5287ba7-00cd-488e-8607-d6543fa8b504,dynamic,10.9377,-14.2261,-0.994378,1.951,4.689,1.634,-3.13361,17.9723,1.5708,-0.9153
car,f9eb3d76-33fa-4d8e-99e2-0fc458ac165d,dynamic,19.3519,-20.5976,-0.832992,2.137,4.72,1.562,0.0783343,28.2746,1.5708,-0.8166
pedestrian,fbd65fcf-2a9b-40c3-b597-6eeec13ea2a1,dynamic,22.832,-11.4509,-0.708945,0.705,0.932,1.601,-3.08891,25.5524,1.5708,-0.4649
car,fd21a255-eb55-4af1-8a95-8287534c3922,dynamic,-11.185,-4.87848,-1.1929,1.958,4.592,1.729,-1.54919,12.2608,1.5708,-2.7303
car,01a6c47b-087d-4842-88cb-583d7b48f752,dynamic,31.6349,3.15685,-0.461066,2.042,4.916,1.74,1.56929,31.7954,1.5708,0.0995
car,0cf60286-2789-4430-9ced-b6fdbe5ae113,dynamic,-36.3145,8.89113,-1.42106,1.7,3.737,1.53,1.55539,37.4141,1.5708,2.9015
car,0f00795d-0b8f-44be-baae-01b77b103ecd,dynamic,-45.1105,9.07121,-1.45417,1.973,5.03,1.528,1.53794,46.0365,1.5708,2.9432
other vehicle,372c7741-dfa4-44b0-b521-4367bc47a5e4,dynamic,-5.49441,8.86839,-1.63371,0.903,2.145,1.114,-3.04757,10.5596,1.5708,2.1255
car,716ada80-0f0b-4c79-99f5-5800d346757f,dynamic,-50.4362,9.15692,-1.47022,1.947,5.025,1.487,1.56831,51.2818,1.5708,2.962
pedestrian,764e66f6-ae95-48aa-8b58-06aaa2e0f11b,dynamic,9.24262,13.2575,-1.07957,0.693,0.929,1.891,-1.38866,16.1973,1.5708,0.962
car,85023d3b-6e1b-4947-8673-6aedddd85558,dynamic,11.2259,28.0281,-0.99649,2.041,5.255,1.683,3.12722,30.2091,1.5708,1.1898
car,9e7eefa5-e673-4bec-9103-2d19860beaa1,dynamic,19.8535,24.2683,-1.00399,1.887,4.642,1.473,-0.0321822,31.3707,1.5708,0.8851
car,a48d582f-f44e-4079-82f3-55f88b2124dd,dynamic,10.9125,18.4248,-0.982318,2.418,5.523,1.89,3.10871,21.4364,1.5708,1.0361
car,b26eb8ce-d2a2-483f-a3f9-d04fb3f02577,dynamic,-20.3332,8.69246,-1.42355,2.019,5.283,1.651,1.57633,22.1591,1.5708,2.7376
car,ba459fa8-da38-4196-9f6f-941cea91e7aa,dynamic,13.7435,2.28978,-0.656785,2.197,5.562,2.088,3.12233,13.9484,1.5708,0.1651
car,bf7cb4e5-88a8-4aa4-afbc-88990b7b9372,dynamic,-30.1046,8.9444,-1.23103,2.134,5.272,2.0,1.59535,31.4294,1.5708,2.8528
car,c4a79ff2-a821-4655-9850-aa5c442fe7f6,dynamic,1.58626,8.66498,-1.45755,1.781,4.032,1.397,1.59378,8.9287,1.5708,1.3897
car,c9a1582b-c73b-4fdb-bba8-4b2b0c3c7678,dynamic,39.27,2.77336,-0.168671,2.191,4.866,2.016,1.56115,39.3682,1.5708,0.0705
car,cf48fb9e-8524-4085-966d-bfae6fd75997,dynamic,-0.736386,4.07377,-1.18481,2.033,4.11,1.636,1.7566,4.306,1.5708,1.7496
car,d10bbcde-dd54-4d1d-a116-74441e892161,dynamic,19.7962,17.992,-0.997003,1.892,4.632,1.541,-0.0232793,26.7693,1.5708,0.7377
car,fa4e4195-de86-4b1e-a2ad-91e4f240aaf3,dynamic,20.0532,29.4792,-0.924231,1.922,4.604,1.474,-0.0321822,35.6652,1.5708,0.9734
