label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,01d84914-b814-4075-a63a-97d47ddaf2df,dynamic,2.18988,-11.1264,-1.25341,0.651,0.736,1.724,1.48027,11.4089,1.5708,-1.3765
pedestrian,10f57677-d07c-436e-a0f2-e8318e64b02d,dynamic,4.66492,-12.3775,-1.17833,0.604,0.707,1.794,0.976035,13.2798,1.5708,-1.2104
pedestrian,156eca70-99b2-41be-b806-e2b480fb7b55,dynamic,2.75059,-10.7909,-1.30957,0.655,0.743,1.539,1.48027,11.2127,1.5708,-1.3212
pedestrian,17b0e9aa-330c-4ccb-88cf-ec320f73a9b0,dynamic,5.56306,-12.4012,-1.28327,0.647,0.745,1.708,1.05615,13.6523,1.5708,-1.1491
pedestrian,192156cd-0ff4-4e7d-9066-83a51e25a8de,dynamic,1.72521,-11.6433,-1.27063,0.638,0.733,1.587,1.48027,11.8388,1.5708,-1.4237
pedestrian,1abc9607-4d12-40bf-9e11-9f53d2ceb77e,dynamic,-13.2062,-11.2705,-1.44567,0.657,0.751,1.762,2.76532,17.4218,1.5708,-2.4351
pedestrian,1f114735-793e-4a27-98e3-7baa8e873144,dynamic,17.893,-9.73738,-1.20206,0.667,0.876,1.838,1.54153,20.4064,1.5708,-0.4984
pedestrian,1f78a5c0-06e8-4a3c-b03c-cb23a864ea73,dynamic,0.502224,-11.7265,-1.18261,0.647,0.748,1.862,1.48027,11.7967,1.5708,-1.528
car,1fcc538d-50ce-4485-aa4c-736ac6241ba6,dynamic,9.07522,-24.711,-0.90784,2.113,4.476,1.652,-0.03105,26.3404,1.5708,-1.2188
pedestrian,29b1a527-6d5a-47ba-af93-29ee5419f1e3,dynamic,-2.80183,-11.7983,-1.31398,0.648,0.737,1.785,3.10286,12.1974,1.5708,-1.804
pedestrian,2bde3b4d-5a62-4503-b5c1-b0adae415304,dynamic,3.82598,-9.93138,-1.22697,0.988,0.932,1.797,-2.62067,10.7134,1.5708,-1.2031
car,31b7729a-533f-4c24-9065-beef892470ba,dynamic,-25.027,-6.89614,-1.68396,2.003,4.269,1.676,-1.56865,26.0143,1.5708,-2.8727
pedestrian,331dc476-5b45-4017-a319-4d632c59c414,dynamic,-3.58022,-11.7619,-1.34923,0.645,0.716,1.78,3.10286,12.3685,1.5708,-1.8663
truck,339fcaa8-464c-45d7-885a-80acffaf80b6,dynamic,-42.2899,-6.39663,-0.521726,3.253,11.537,3.937,-1.56865,42.7741,1.5708,-2.9915
pedestrian,5924b1bf-be76-4e15-a068-d8c58e05a48a,dynamic,-21.2498,-9.66077,-1.51786,0.7,0.884,1.735,-1.61734,23.3921,1.5708,-2.7149
pedestrian,59c2fbb3-c5e1-4553-a5f0-cca803d2c8e3,dynamic,-5.14372,-11.942,-1.37516,0.652,0.75,1.917,-0.0387295,13.0752,1.5708,-1.9775
car,5d3e0a5c-5eb6-416e-8238-dacef610ae75,dynamic,-32.9353,-6.71444,-1.61964,2.029,4.628,1.689,-1.5861,33.6518,1.5708,-2.9405
pedestrian,5e888d0f-6a33-48d0-bca4-9ffdf928f68c,dynamic,-8.3573,-11.385,-1.49039,0.638,0.726,1.57,1.52076,14.2015,1.5708,-2.204
pedestrian,649be256-f412-4a5b-9325-12d2d6f9d370,dynamic,-0.654912,-11.823,-1.30822,0.651,0.761,1.645,0.999598,11.9132,1.5708,-1.6261
