label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,215eef7b-f1a8-44ac-925c-0e947071e6d0,dynamic,-36.6078,-3.32035,-1.8537,2.033,4.601,1.524,-1.49321,36.8048,1.5708,-3.0511
car,33617420-adea-4553-9dd5-26daf9da804c,dynamic,8.5093,-1.66042,-0.866255,2.415,5.589,2.131,-3.11688,8.713,1.5708,-0.1927
car,49d2bfeb-b1d1-4c60-951c-2d0592b357df,dynamic,12.9751,-39.4612,-1.35032,1.828,4.325,1.454,-3.09471,41.5616,1.5708,-1.2531
car,4ded4087-5141-47c2-ab5c-eae7f69ec3dd,dynamic,-24.9408,-3.037,-1.47853,2.078,4.878,1.833,-1.53807,25.1685,1.5708,-3.0204
car,8b62523f-336a-4ed5-8d0d-695054ceef00,dynamic,-52.3268,-3.60556,-1.97858,2.125,5.689,1.977,-1.50176,52.4882,1.5708,-3.0728
truck,91c5be91-35c1-42e0-b74e-81b3e07c4408,dynamic,23.6122,-28.5857,-0.832678,2.85,7.884,3.277,0.011969,37.086,1.5708,-0.8804
car,c578c870-4c10-476a-aff2-30dacda3b6f2,dynamic,6.08394,-24.5046,-1.21662,1.79,3.932,1.53,-3.08372,25.2779,1.5708,-1.3274
car,d2d1489f-f04f-478c-b7fd-adc7ad5d813f,dynamic,5.52172,-13.3959,-1.0204,2.117,4.494,1.701,-3.11863,14.5252,1.5708,-1.1798
car,e26113ac-2943-44fc-8569-6c4ee99738ba,dynamic,16.798,-3.57551,-1.24851,1.979,4.602,1.72,0.0468751,17.2196,1.5708,-0.2097
car,ed4ad9b1-a40f-4d9d-8099-2860e39119b0,dynamic,12.2619,-20.8381,-1.19593,1.94,4.632,1.536,-3.12962,24.2077,1.5708,-1.0389
car,19766aab-913f-4801-9135-f2abe9dc5ed4,dynamic,11.4848,14.8091,-1.41419,1.953,4.487,1.559,-3.12455,18.7939,1.5708,0.9112
pedestrian,1ef93210-b73d-42ea-9e0f-326f8c4533b0,dynamic,-9.96056,10.6456,-1.29708,0.768,0.767,1.626,1.65468,14.6364,1.5708,2.323
truck,28bb2849-fd66-40f2-bc63-cd92755ea593,dynamic,8.15613,38.3729,-1.38778,2.468,6.0,2.319,-3.13869,39.2547,1.5708,1.3614
car,30b3a22f-9f3e-4ee9-8b67-a3f55541aef6,dynamic,8.20068,18.9897,-1.3473,2.113,4.681,1.757,-3.13083,20.7286,1.5708,1.1631
car,40b0b739-1f11-4a90-a181-adfde4e3ace0,dynamic,-23.2856,5.51623,-1.72197,1.962,4.517,1.523,1.60511,23.9919,1.5708,2.909
car,40d2f6e0-f1e9-4b3f-8c08-abe05496a70f,dynamic,-6.78124,2.73976,-1.21274,2.178,4.287,1.51,1.67882,7.4137,1.5708,2.7576
car,5557215f-c7e2-499b-960f-d2b919c2e9f5,dynamic,-3.01043,6.02396,-1.29131,1.936,3.775,1.656,1.58434,6.857,1.5708,2.0342
car,5a60a242-8307-4984-9931-f64f77775289,dynamic,16.7457,21.0541,-1.59258,1.928,3.783,1.634,0.0138992,26.9487,1.5708,0.8989
car,615e1d4c-977f-413f-98fb-228ba7ee8fab,dynamic,-18.318,5.62432,-1.28779,1.955,4.442,2.174,1.61925,19.2052,1.5708,2.8437
car,755d0cdb-a7f0-4f46-9c4b-97dfc7ea1e23,dynamic,-13.3219,5.79835,-1.5303,1.868,4.319,1.551,1.58434,14.6094,1.5708,2.7311
car,cf5c818b-d700-456b-a64a-5da07c1091f3,dynamic,-36.6302,5.11075,-1.91362,1.761,3.985,1.628,1.56706,37.0345,1.5708,3.003
car,d96cc45e-6187-445e-baa2-f8dc8531ff62,dynamic,-32.0922,5.23011,-1.83192,1.88,4.134,1.788,1.64001,32.5672,1.5708,2.98
pedestrian,e1860e69-e1ab-4372-a00c-24ce41a8e0f6,dynamic,-9.48512,9.8608,-1.32479,0.555,0.852,1.573,1.57212,13.7462,1.5708,2.3368
car,eed27dae-b4c4-4205-9b90-be6b77523186,dynamic,4.81165,23.1368,-1.56848,2.02,4.692,1.402,3.13507,23.6838,1.5708,1.3658
pedestrian,ef030576-2076-4830-af88-1c8cf0b4af56,dynamic,-9.48808,9.11272,-1.32578,0.733,0.792,1.578,1.60825,13.2221,1.5708,2.3764
