label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,04ab0a44-9cd2-403c-aa5d-d361e3836a5c,static,43.048,-0.96252,-0.0727601,1.868,5.065,2.0,-1.58978,43.0588,1.5708,-0.0224
pedestrian,23df3ce6-880b-407b-b871-f930dc91ae18,static,22.6506,-22.5482,0.0364166,0.883,0.77,1.711,0.723994,31.9605,1.5708,-0.7831
car,3a1199fb-0998-4ed4-a583-bd2a16c66e1e,static,43.4434,-18.8141,0.250764,2.07,4.618,1.763,0.719107,47.343,1.5708,-0.4087
car,4e2d6c77-39ed-40ad-895e-b23db59c3811,static,19.0856,-15.5644,-0.133571,3.032,4.465,2.019,-2.40503,24.6278,1.5708,-0.6841
car,53d4e037-b78b-4150-bfae-ce9099741227,static,35.7892,-10.1933,-0.0573867,2.192,4.858,1.86,0.73656,37.2125,1.5708,-0.2775
pedestrian,5edd0461-9b71-4d8a-9b43-2d6432c31744,static,-0.874012,-5.47727,-0.820396,0.72,0.803,1.735,-2.50714,5.6069,1.5708,-1.729
bus,6fc1b9b8-6e6f-4cb2-beac-adcd323d2dae,static,-47.1007,-13.0218,-1.31693,4.049,18.218,3.844,0.170359,48.8854,1.5708,-2.8719
pedestrian,869dee34-86d7-439b-9465-242220224b56,static,11.1669,-10.2583,-0.241914,0.799,0.755,1.872,-2.37675,15.1655,1.5708,-0.743
pedestrian,8e284c20-7f50-432d-9a62-60f9d54d6efc,static,-0.402392,-5.02983,-0.841384,0.664,0.676,1.807,-2.37675,5.1156,1.5708,-1.6506
car,8f5ac20e-afff-4dba-bf45-9ac894c2eaa4,static,48.8898,-25.3912,0.815188,2.33,5.322,2.0,0.73656,55.0962,1.5708,-0.479
car,9095d8bf-6002-4e84-8d79-e2f407b09fa2,static,39.7564,-14.7184,0.229277,1.954,4.562,1.882,0.73656,42.394,1.5708,-0.3546
pedestrian,99a9c87a-b1c6-407b-a357-c5132d191817,static,35.2002,-3.65123,-0.0629396,0.682,0.533,2.0,1.59579,35.3891,1.5708,-0.1034
pedestrian,a039332c-9f97-45b6-8457-68b5ca66f08b,static,37.9435,-4.56852,0.115993,0.777,0.631,1.926,1.23346,38.2177,1.5708,-0.1198
car,b91f9b84-d006-4272-847d-afbf852cd514,static,-20.9321,-2.02207,-1.4927,2.212,4.491,1.576,-1.46604,21.0825,1.5708,-3.0453
pedestrian,b9d48e66-0731-4e06-8f11-57cc62eebc7a,static,-7.79755,-3.79963,-1.19566,0.465,0.454,1.367,-2.01076,8.7561,1.5708,-2.6882
car,f7d03660-38ef-4548-9718-f04d405d3110,static,-27.4634,-2.05359,-1.6572,1.948,4.388,1.586,-1.57076,27.5899,1.5708,-3.067
car,073d2b91-11e9-4498-bc55-eec70bb8105a,static,5.94499,24.1234,-0.75338,2.286,5.098,1.856,0.688355,24.8566,1.5708,1.3292
car,08ee96b7-5e0d-41b7-9666-c1ff814d3eb6,static,-22.1978,4.76564,-1.6745,2.108,4.676,1.522,-1.49976,22.7653,1.5708,2.9301
car,1a9f3626-3f7f-4d79-b9d1-c625ea89d3c0,static,2.33812,28.3622,-0.613976,2.704,5.686,2.0,0.705809,28.465,1.5708,1.4885
car,1b6d965c-1026-4281-86ba-2532a9e34bf0,static,-12.1398,20.6665,-1.35642,1.983,4.402,1.621,-2.40454,24.0066,1.5708,2.1019
car,1ca69e9d-7fa9-47a5-966f-6b869b35c9b5,static,11.5031,4.03288,-0.759377,2.151,4.961,2.0,-2.26613,12.2132,1.5708,0.3372
truck,1f34853e-8594-4c83-b237-8aeb63e7b80b,static,44.2197,5.69057,0.563281,3.548,10.561,3.37,-1.58929,44.5879,1.5708,0.128
