label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,0f155f52-27a0-44e5-b6ea-6884d0a02fc7,static,18.6256,-33.2266,-3.58195,2.249,4.882,1.837,-0.0572083,38.259,1.5708,-1.0599
pedestrian,14350023-ce30-4287-9160-7c3e366ed78c,static,13.7429,-7.62833,-1.53781,0.752,0.573,1.683,1.52221,15.7931,1.5708,-0.5067
bus,1553eae7-c561-4666-b382-3be36dddcefb,static,3.49296,-37.1165,-2.19816,3.034,12.702,4.101,3.09312,37.3452,1.5708,-1.477
pedestrian,4e7407a0-7f09-4fee-bdca-b71e414e41ea,static,0.620015,-7.98839,-0.798798,0.702,0.873,1.71,2.869,8.0521,1.5708,-1.4933
pedestrian,65529a49-f6bd-4de9-bfc2-1798f080f019,static,14.1114,-10.719,-1.54377,0.815,0.9,1.875,1.33616,17.788,1.5708,-0.6496
pedestrian,6599c49f-2042-44f0-bb39-66562a760b6e,static,11.9156,-10.6944,-1.43149,0.69,1.063,1.794,1.59445,16.0749,1.5708,-0.7314
pedestrian,72782a4d-2644-49da-b005-2a16f1d6509e,static,4.79826,-9.69345,-1.13056,0.666,1.002,1.694,-1.61939,10.8749,1.5708,-1.1112
pedestrian,7de9ac39-bef1-45b2-a7bc-9ab7b0c6a117,static,10.479,-9.48512,-1.41303,0.721,0.857,1.624,-1.61939,14.2047,1.5708,-0.7357
pedestrian,91b2f562-6776-41d4-8dbc-b011d712786c,static,11.891,-10.7021,-1.46035,0.704,0.942,1.772,1.52221,16.0644,1.5708,-0.7328
pedestrian,929a2491-fe2a-40ce-a780-dc6faa41e21e,static,21.4719,-22.174,-2.59699,0.742,0.617,1.794,3.0884,30.9754,1.5708,-0.8015
pedestrian,ac5d67a9-38e8-45da-8545-398b7fe2f350,static,13.7136,-7.62242,-1.53489,0.733,0.849,1.695,1.59445,15.7645,1.5708,-0.5073
pedestrian,aeec4bba-c57d-4e55-b903-b4d23ed72527,static,10.6237,-8.62294,-1.36566,0.743,0.854,1.634,-1.61939,13.7507,1.5708,-0.6818
pedestrian,b7d85252-1724-4a06-9f3e-4bbec85c07f0,static,15.1504,-10.0371,-1.62473,0.674,0.745,1.656,1.81892,18.246,1.5708,-0.5851
pedestrian,c8dfc952-2a24-4cf0-960e-89866fa24fd4,static,14.7528,-8.95395,-1.52215,0.675,0.909,1.762,1.50824,17.3244,1.5708,-0.5455
pedestrian,d3c3dbe3-285a-4596-9d67-9bbea962c177,static,7.32363,-7.62229,-1.17874,0.65,1.01,1.81,1.52221,10.636,1.5708,-0.8054
pedestrian,d787f682-bd5f-4c2c-9313-36e36c70a2e3,static,-0.0986216,-7.56925,-0.714472,0.745,0.832,1.862,-0.223383,7.6035,1.5708,-1.5838
pedestrian,f5807355-e358-4634-a038-ed2a7c0cdac5,static,4.8414,-8.53688,-1.19611,0.717,1.022,1.569,-1.70665,9.8868,1.5708,-1.0549
car,ffcd45a7-dee2-4fc5-a312-afc3ee18f217,static,29.501,-6.84355,-2.44654,2.29,5.452,1.738,-1.67018,30.383,1.5708,-0.2279
pedestrian,12ab9bd4-07ec-4dab-b4eb-6e810a4e25aa,static,13.9232,7.82569,-1.53246,0.811,0.876,1.731,-2.05624,16.0451,1.5708,0.5121
car,2ade2cce-6b9b-4c9d-8713-b5dd7643ffc3,static,13.0478,17.2587,-1.0141,2.321,4.578,2.0,3.07176,21.6596,1.5708,0.9235
car,3195e3e1-97cd-4e31-85e0-7f3849d05e06,static,-10.7636,0.409462,-1.43411,2.21,5.179,1.589,-1.61295,10.8664,1.5708,3.1036
pedestrian,33135284-1998-41a8-b1b5-fb1799f32f82,static,21.2044,12.9118,-1.79758,0.656,0.693,1.693,2.04527,24.8912,1.5708,0.547
bus,4f7312fc-7cdf-43f2-9386-63b576070327,static,9.77193,23.3375,-0.021158,3.49,13.239,3.822,3.03406,25.3008,1.5708,1.1743
pedestrian,516a0640-942e-4b2d-890c-361cf7a27c0d,static,10.7828,10.0268,-1.36269,0.788,0.887,1.65,1.52865,14.7872,1.5708,0.7491
car,5d47f715-d901-42f4-b0c0-0e3a2ea8ec21,static,-26.2513,8.5773,-2.22106,1.978,4.194,1.78,1.47559,27.7062,1.5708,2.8258
pedestrian,79d54ca7-5345-40c8-9fc1-f7570dec71cb,static,2.06705,8.35734,-1.17711,0.813,0.445,1.77,3.09952,8.6893,1.5708,1.3283
pedestrian,7a6d17d0-b62c-431e-af59-c05cbbdb2628,static,9.98184,13.2872,-1.31194,0.84,0.865,1.679,1.52865,16.6706,1.5708,0.9265
pedestrian,b9c9fc1c-612b-40e7-8390-1ecba6a757cf,static,1.76061,9.46209,-1.19285,0.653,0.53,1.585,-0.0420756,9.6981,1.5708,1.3868
car,cc88fd4b-56f1-494d-96dc-70024985c439,static,33.1942,4.29808,-2.8489,2.103,4.147,1.99,-1.68834,33.5923,1.5708,0.1288
car,cd094645-2335-4848-a160-1314234baca8,static,13.2953,23.8845,-0.674126,1.99,4.453,1.624,3.06356,27.3439,1.5708,1.0629
pedestrian,d4ac2cf6-f453-4e80-b669-7459c0873cb1,static,-25.7338,10.0669,-2.02977,0.76,0.819,1.536,1.44068,27.7072,1.5708,2.7687
car,ee686f8f-cb05-48af-b2f1-29e14e3ba577,static,-5.99104,7.51169,-1.29095,2.207,5.061,2.0,1.47629,9.6946,1.5708,2.244
car,f76705c3-1495-4e77-9c1f-fcd795cc89e4,static,-21.3007,0.89664,-1.68315,1.858,4.066,1.58,-1.65658,21.3859,1.5708,3.0995
car,fd04824b-bd8f-4a9f-b13e-b23bdb8f100e,static,45.3235,3.42747,-3.88518,1.977,4.186,1.7,-1.6482,45.6187,1.5708,0.0755
