label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,0f155f52-27a0-44e5-b6ea-6884d0a02fc7,dynamic,-17.5931,-32.6794,-3.04195,2.249,4.882,1.837,-0.803477,37.2386,1.5708,-2.0647
pedestrian,12ab9bd4-07ec-4dab-b4eb-6e810a4e25aa,dynamic,8.27856,-1.38687,-0.995655,0.811,0.876,1.731,-2.36559,8.4528,1.5708,-0.166
pedestrian,14350023-ce30-4287-9160-7c3e366ed78c,dynamic,-7.94648,-6.67617,-1.10922,0.752,0.573,1.683,1.22338,10.4378,1.5708,-2.4428
bus,1553eae7-c561-4666-b382-3be36dddcefb,dynamic,-31.5458,-25.4849,-2.33784,3.034,12.702,4.101,2.34686,40.6212,1.5708,-2.4621
pedestrian,4be4c7ff-792d-4ae1-9bcd-c66fbb055090,dynamic,-9.76284,-28.8009,-2.10896,0.592,0.673,1.697,2.36417,30.4836,1.5708,-1.8976
pedestrian,4e7407a0-7f09-4fee-bdca-b71e414e41ea,dynamic,-14.2638,-1.64224,-1.01043,0.702,0.873,1.71,2.15383,14.3935,1.5708,-3.027
pedestrian,65529a49-f6bd-4de9-bfc2-1798f080f019,dynamic,-9.37363,-9.30764,-1.10693,0.815,0.9,1.875,0.747079,13.256,1.5708,-2.3597
pedestrian,6599c49f-2042-44f0-bb39-66562a760b6e,dynamic,-11.1058,-7.48547,-1.1546,0.69,1.063,1.794,0.848126,13.4426,1.5708,-2.5485
pedestrian,72782a4d-2644-49da-b005-2a16f1d6509e,dynamic,-9.18477,-8.47563,-1.12552,0.666,1.002,1.694,-2.36559,12.5484,1.5708,-2.3963
car,77220c56-7b2e-4f23-b414-8e0803c923e5,dynamic,24.3001,-36.289,-1.74529,1.943,4.116,1.617,-2.41629,43.7085,1.5708,-0.9807
pedestrian,7de9ac39-bef1-45b2-a7bc-9ab7b0c6a117,dynamic,-3.99738,-12.7468,-1.10496,0.721,0.857,1.624,-2.36559,13.4045,1.5708,-1.8747
pedestrian,91b2f562-6776-41d4-8dbc-b011d712786c,dynamic,-11.1686,-7.48826,-1.19561,0.704,0.942,1.772,0.636623,13.4997,1.5708,-2.551
pedestrian,929a2491-fe2a-40ce-a780-dc6faa41e21e,dynamic,-10.4614,-28.6524,-2.17053,0.742,0.617,1.794,2.34214,30.5796,1.5708,-1.9209
pedestrian,ac5d67a9-38e8-45da-8545-398b7fe2f350,dynamic,-7.8959,-6.72344,-1.07633,0.733,0.849,1.695,1.00146,10.4263,1.5708,-2.4362
pedestrian,aeec4bba-c57d-4e55-b903-b4d23ed72527,dynamic,-3.65038,-12.4134,-1.0319,0.743,0.854,1.634,-2.36559,12.9801,1.5708,-1.8568
pedestrian,b7d85252-1724-4a06-9f3e-4bbec85c07f0,dynamic,-8.53441,-10.0071,-1.15468,0.674,0.745,1.656,1.01993,13.2027,1.5708,-2.2769
pedestrian,c8dfc952-2a24-4cf0-960e-89866fa24fd4,dynamic,-7.29956,-8.03667,-1.02131,0.675,0.909,1.762,0.741157,10.9048,1.5708,-2.3082
