label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
truck,01c087c0-1314-4737-8776-10b5bbd71ec0,static,38.2697,-15.8202,-0.347432,2.464,8.408,3.557,0.885819,41.4122,1.5708,-0.392
pedestrian,192077fe-15f6-4cfd-9660-e0fa198b7122,static,6.56158,-24.6313,-1.26533,0.455,0.56,1.766,-1.94621,25.5217,1.5708,-1.3105
pedestrian,1f4e0b72-e3b4-42c0-8d66-591321438987,static,12.3943,-12.6676,-0.772698,0.813,0.822,2.0,2.62908,17.7393,1.5708,-0.7963
pedestrian,301c87b4-0bd9-46e2-a690-3ca13b5d6419,static,-6.48623,-16.8262,-1.32757,0.615,0.89,1.904,-2.22836,18.0819,1.5708,-1.9387
pedestrian,371c1ec8-6c47-452f-a5df-59d848fec292,static,7.21583,-24.3356,-1.1578,0.632,0.473,2.0,-2.17337,25.4093,1.5708,-1.2825
pedestrian,461eea8a-d578-4c57-afa0-8a59a98dc2fa,static,4.69806,-23.6331,-1.19785,0.51,0.532,2.0,-2.15451,24.1253,1.5708,-1.3746
car,47c57edc-8b56-4411-aaca-8415dcdb6ddd,static,-18.5256,-35.3205,-1.66311,2.045,4.132,1.679,-0.664487,39.9187,1.5708,-2.0539
pedestrian,4a2dab93-9502-4906-b587-07560a06ab86,static,3.31063,-24.4039,-1.29066,0.741,0.852,2.0,-2.19484,24.6612,1.5708,-1.436
pedestrian,4e89ecdd-d5d3-42cb-a6ba-297a3104bf23,static,4.10097,-23.0222,-1.29082,0.546,0.551,1.945,-2.22836,23.4202,1.5708,-1.3945
car,517208f3-0b1b-485e-a286-5987578e1d72,static,-3.03748,-7.55353,-1.07374,2.421,4.854,1.916,-2.27025,8.2119,1.5708,-1.9531
car,5407ecc7-859d-424e-9b58-68fd1ce7a38e,static,26.7281,-31.6909,-1.044,2.501,5.615,2.0,-2.22836,41.4704,1.5708,-0.8701
pedestrian,7244d482-bff4-48ec-900d-03bda3df946e,static,-8.0925,-18.6525,-1.10703,0.611,0.747,2.0,-2.29033,20.3625,1.5708,-1.9801
car,7b014fa8-3700-4016-a853-eea9acc09707,static,22.7489,-6.66336,-1.11944,2.221,4.499,1.615,1.07961,23.7311,1.5708,-0.2849
car,84583959-5f14-42d4-a767-8ae71544b936,static,-9.25492,-28.9356,-1.42748,2.135,4.757,1.822,-0.672689,30.4132,1.5708,-1.8804
truck,8ce57b16-566f-4752-b77d-5a8f87b7c36c,static,41.7962,-24.1974,-0.954432,2.4,5.716,2.11,0.858945,48.3047,1.5708,-0.5248
pedestrian,9d6a07cc-2eaf-4599-8b99-035ac4813fd6,static,23.8493,-19.3546,0.0390945,0.861,0.957,2.0,-0.998543,30.7147,1.5708,-0.6817
car,b18a319c-e042-4d97-a4e8-0c66023091d3,static,28.6701,-11.07,-1.13304,2.133,4.519,1.664,0.767126,30.7539,1.5708,-0.3685
cyclist,b1e6b48a-8920-4b64-a9a2-9801de310ae8,static,-0.854893,-21.9352,-1.34773,0.716,1.479,2.0,-2.36423,21.9932,1.5708,-1.6098
pedestrian,b6503c03-7cc2-4be9-8544-d12bcbb8b3ea,static,6.04626,-24.2535,-1.19685,0.491,0.435,2.0,-1.34863,25.0244,1.5708,-1.3265
pedestrian,cc3ad0ee-0b2a-4809-b3ad-9ad5a99657be,static,-27.7501,-2.50879,-1.16901,0.697,0.899,2.0,0.911664,27.8878,1.5708,-3.0514
pedestrian,cd2a1ec8-21a2-4177-a511-a4bafcb1efcb,static,4.08745,-24.9058,-1.16895,0.754,0.555,2.0,-0.55962,25.266,1.5708,-1.4081
