label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,02d791b3-3982-4b4d-ab38-578c8e350b7f,dynamic,-17.0479,-9.67818,-0.725305,0.685,0.543,2.0,-0.0858326,19.6169,1.5708,-2.6253
car,177dbb04-782b-4c56-9f95-3c9162fed3ed,dynamic,-19.4825,-1.96023,-0.956866,2.252,4.416,1.958,-1.64601,19.6042,1.5708,-3.0413
pedestrian,1d1edf8a-80c1-4064-8cbc-9a3e237fd0c8,dynamic,10.1758,-12.7214,-0.574552,0.685,0.807,1.82,-1.61111,16.3006,1.5708,-0.8961
pedestrian,27495080-6825-4374-8ced-18d6847f5d69,dynamic,-26.9666,-11.1053,-0.862252,0.734,0.781,1.697,0.988414,29.1765,1.5708,-2.7509
pedestrian,301c87b4-0bd9-46e2-a690-3ca13b5d6419,dynamic,0.936605,-11.933,-0.759908,0.615,0.89,1.904,-1.61111,11.9938,1.5708,-1.4925
pedestrian,3b2ac759-842f-4292-887b-9f6ffdb64c45,dynamic,11.6223,-19.2889,-0.608051,0.757,0.693,2.067,-2.4553,22.528,1.5708,-1.0285
pedestrian,402effe3-f9ca-4ed0-912e-d58d11eadaed,dynamic,-11.6809,-11.0816,-0.841505,0.458,0.457,1.752,0.00841669,16.1231,1.5708,-2.3825
pedestrian,40f148f1-9266-4af0-ab6f-085ad4b13478,dynamic,-1.21625,-14.3395,-0.846125,0.604,0.875,2.0,-1.48754,14.4158,1.5708,-1.6554
pedestrian,4e89ecdd-d5d3-42cb-a6ba-297a3104bf23,dynamic,14.2039,-16.3894,-0.367326,0.546,0.551,1.945,-1.61111,21.691,1.5708,-0.8567
pedestrian,623dd5bf-8ac9-42c6-abc5-5e70e5e2a10a,dynamic,1.90248,-13.865,-0.654034,0.792,1.159,1.862,-1.70064,14.0102,1.5708,-1.4344
pedestrian,7244d482-bff4-48ec-900d-03bda3df946e,dynamic,1.80009,-14.7465,-0.571057,0.611,0.747,2.0,-1.67307,14.8669,1.5708,-1.4493
car,74bb3019-68df-4546-a208-d16e83ecdb8f,dynamic,13.8247,-6.91628,-0.74426,2.107,4.612,1.819,-1.6879,15.4761,1.5708,-0.4639
pedestrian,78d51867-9475-460d-a471-3f9a94eba760,dynamic,-8.84303,-15.061,-0.674681,0.729,0.741,2.0,-0.101541,17.4782,1.5708,-2.1017
