label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,108bde38-5802-4c78-a2ef-6f062b2d118b,dynamic,16.9639,-3.11738,-1.02943,2.078,4.229,1.925,-1.62999,17.2786,1.5708,-0.1817
car,16fae220-96e1-4883-b3ed-65e4320b39e6,dynamic,-25.836,-0.861169,-0.778995,1.641,4.297,2.0,-1.67681,25.8621,1.5708,-3.1083
car,1f1d42ad-f8ed-4c38-807f-a770dad60c5f,dynamic,-10.7435,-20.4884,-0.686915,2.277,5.072,2.062,-2.71216,23.1445,1.5708,-2.0537
car,2152874e-f810-489f-9ea6-84ce90496b97,dynamic,-3.22988,-23.8148,-0.934853,1.988,4.51,1.824,-3.14067,24.051,1.5708,-1.7056
car,2e6d9b74-fe9a-4e37-9ec9-d9779c6e11f3,dynamic,-12.796,-9.69153,-0.985748,1.871,4.403,1.551,-0.638242,16.0821,1.5708,-2.4934
pedestrian,3f35d31d-63ec-4cbb-bef8-1bd22f0640c1,dynamic,16.8403,-4.31825,-1.19257,0.688,0.767,1.904,-0.148961,17.426,1.5708,-0.251
car,4a6fc58a-9865-4aa9-a3f8-78e456c6d725,dynamic,-18.6326,-9.2512,-0.858987,1.971,4.476,1.659,-0.603322,20.8206,1.5708,-2.6807
car,55b5bbc9-e7c7-4910-837f-cce4a70def32,dynamic,-14.9226,-2.28132,-1.03405,2.133,4.715,1.72,-1.67681,15.1313,1.5708,-2.9899
truck,5c724726-b34a-4be9-a459-377cd194ceee,dynamic,-10.4358,-11.0683,-0.0961419,2.897,6.676,3.016,-0.678578,15.2126,1.5708,-2.3268
car,7c787a28-b2e3-405d-b562-c999e1416eba,dynamic,19.0766,-5.71865,-1.26631,2.018,5.023,1.614,-1.6672,19.9555,1.5708,-0.2912
car,8228bd94-5f8f-4c70-be3e-bf1eb9e2c682,dynamic,-2.20117,-10.5506,-1.2282,1.75,5.076,1.75,3.03291,10.8475,1.5708,-1.7765
pedestrian,83fdbffd-706a-4195-85a2-645aec43f663,dynamic,8.79827,-8.13919,-1.01071,0.685,0.646,1.876,-1.65695,12.0282,1.5708,-0.7465
other vehicle,8dd554c3-5d71-4cd3-b91b-e7fce68c80fc,dynamic,53.5484,-5.47377,-0.22535,2.876,7.473,3.795,-1.70075,53.8279,1.5708,-0.1019
car,9762081e-f75a-4661-9c01-8956e75b649c,dynamic,25.766,-6.2054,-1.16044,2.227,5.205,2.0,-1.68467,26.5281,1.5708,-0.2363
