label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,00d10237-6648-4b16-a2b3-6cd58b924775,dynamic,4.8695,-22.5765,-0.684279,0.74,0.811,1.794,-3.13163,23.1058,1.5708,-1.3584
car,01b47984-fbbd-4e80-9831-86f3cf7666be,dynamic,-8.07725,-3.17324,-0.961274,2.212,5.01,1.786,-1.56424,8.7313,1.5708,-2.7673
pedestrian,039028ad-5ab2-4b71-9981-8e885a997d6b,dynamic,9.11818,-11.2554,-1.25944,0.786,0.762,1.766,1.50857,14.54,1.5708,-0.8899
pedestrian,13e10cec-8263-4e9e-9339-954e310bd561,dynamic,5.1414,-21.9043,-0.835091,0.66,0.703,1.599,3.10242,22.5151,1.5708,-1.3402
pedestrian,14ddaf70-21c6-4198-ac47-b423813e2b5f,dynamic,3.26006,-21.7656,-0.578406,0.636,0.584,1.865,0.0618208,22.016,1.5708,-1.4221
other vehicle,209438f2-b78b-45c8-9e75-7526fdf9c7db,dynamic,1.72943,-16.2401,-1.03716,0.384,1.699,1.091,2.28412,16.3648,1.5708,-1.4647
car,26dcda1b-842f-4b39-a3b4-deae56441556,dynamic,62.1636,-2.65391,-0.794397,1.965,4.548,2.467,-1.59879,62.2253,1.5708,-0.0427
car,28b8822b-5252-4104-98a1-f28662c7256d,dynamic,23.0557,-26.7173,-2.40174,1.891,4.391,1.48,0.0224449,35.3716,1.5708,-0.8588
car,30f5cec1-426d-46c5-ae6f-3fd09552f780,dynamic,9.88699,-15.1573,-1.09577,2.011,4.186,2.057,-3.09593,18.13,1.5708,-0.9928
car,31bac08f-8bbb-4b27-a4b4-f8ebbf63cb9d,dynamic,9.13256,-2.76253,-1.22477,2.116,4.431,1.788,-2.02084,9.6195,1.5708,-0.2937
car,3aa16f30-022f-4c2d-a29d-9d6f4976e583,dynamic,22.7677,-12.5551,-2.32907,1.939,4.715,1.558,-0.0108921,26.1041,1.5708,-0.504
car,3f09d63a-c253-4903-a9be-7b6661ef43ea,dynamic,32.1172,-2.70234,-2.44589,1.887,4.241,1.541,-1.56424,32.3234,1.5708,-0.0839
other vehicle,4a0b5fe7-d753-4063-bdae-c8d4eb163e9f,dynamic,-7.94062,-17.9568,0.48276,2.747,17.216,3.61,-0.766379,19.6401,1.5708,-1.9872
pedestrian,64eb7934-f955-41a3-b08f-44a29a410f4a,dynamic,-21.5083,-6.85162,-0.795804,0.761,0.505,2.0,1.58521,22.5873,1.5708,-2.8332
pedestrian,6606ac05-4301-4220-973f-6ce8d4d5b013,dynamic,-6.40628,-4.9454,-0.825685,0.693,0.618,1.746,1.83599,8.1351,1.5708,-2.4842
pedestrian,67550685-1f28-4077-b88a-3b428d1ef59e,dynamic,5.70996,-22.4553,-0.759248,0.744,0.757,1.817,0.0791708,23.1823,1.5708,-1.3218
car,6c1f3e43-2a8f-4955-804a-40a21301e7cf,dynamic,-31.1356,-0.189858,-0.880439,2.314,5.328,2.021,-1.56947,31.1486,1.5708,-3.1355
pedestrian,70a5d7e2-6cd7-402b-a7e2-49bb7c0f1bf9,dynamic,11.4546,-10.6871,-1.44434,0.577,0.684,1.649,1.52395,15.7324,1.5708,-0.7507
pedestrian,728b8cd0-80bb-4e47-9d72-8db9a06acccc,dynamic,-4.5376,-6.63736,-0.75472,0.672,0.669,1.669,1.86408,8.0755,1.5708,-2.1705
pedestrian,78ba5cd1-3f89-4974-a5e0-cfe5343ea01c,dynamic,2.28476,-18.3008,-0.746554,0.483,0.35,1.345,0.641414,18.458,1.5708,-1.4466
pedestrian,8423c2d6-3749-419c-a608-e88ae7eb6d61,dynamic,11.9455,-9.68116,-1.54275,0.616,0.578,1.501,1.76502,15.4532,1.5708,-0.6811
pedestrian,851a29ac-1826-43c2-847d-55e6c03dfafe,dynamic,-5.20453,-5.6351,-0.712367,0.713,0.512,1.89,1.52046,7.7038,1.5708,-2.3165
pedestrian,882178e2-7e7d-4047-a675-96a4da3ef892,dynamic,4.15832,-21.866,-0.773131,0.573,0.513,1.716,0.0507944,22.2713,1.5708,-1.3829
pedestrian,89f7098a-1c6a-4048-b45b-f45c02e7b381,dynamic,3.55012,-20.6328,-0.636919,0.759,0.567,1.683,2.7899,20.9457,1.5708,-1.4004
pedestrian,8bd17cd2-588f-4f69-ba17-347ef1f0fe2f,dynamic,-29.5327,-22.5596,0.989962,0.643,0.68,1.848,1.72029,37.1766,1.5708,-2.4893
truck,8fc762e4-524d-474c-9ebf-f9659586893d,dynamic,22.8532,-19.7877,-2.2038,2.267,6.046,1.954,0.00499098,30.3097,1.5708,-0.7136
pedestrian,997016ce-0e38-49ef-bcb6-850de6beeb80,dynamic,14.3663,-10.2573,-1.67171,0.562,0.495,1.397,1.64525,17.7313,1.5708,-0.62
car,a43482a3-4d5f-4e97-9f89-11b30f5f910d,dynamic,-19.7083,-3.41631,-0.944548,1.852,4.864,1.848,-1.54678,20.0245,1.5708,-2.97
pedestrian,afa1d25e-8070-4cfb-b3d0-61fefc41cd8f,dynamic,5.74628,-20.2255,-0.696218,0.748,0.886,1.918,-0.108456,21.0375,1.5708,-1.294
pedestrian,b7d25491-c01c-404f-ba52-490b96dabcad,dynamic,-9.69038,-5.46703,-0.790744,0.619,0.623,1.65,-1.01365,11.1542,1.5708,-2.6279
car,ba5986f3-d19e-4a31-85db-f5ddb8dce0c5,dynamic,9.67254,-20.9986,-1.21566,2.062,4.208,1.811,3.11743,23.1512,1.5708,-1.1391
car,bd4b24ee-fc4e-40ed-9431-235229264632,dynamic,-32.8487,-3.41101,-0.821962,2.203,5.0,2.174,-1.56424,33.0356,1.5708,-3.0381
truck,c5545103-f8d7-423f-8c71-a352cd3786ed,dynamic,41.8335,-2.97351,-2.0074,1.793,4.318,1.656,-1.56424,41.9871,1.5708,-0.071
car,c5f93e56-3a91-4a7e-acd7-db7287ae82e9,dynamic,41.6218,-0.182622,-2.06348,2.149,4.625,1.788,-1.29147,41.6733,1.5708,-0.0044
pedestrian,e71a8a2f-255c-4d44-860e-748c09e6f33b,dynamic,13.8155,-9.24866,-1.44149,0.804,0.747,1.876,1.62787,16.6878,1.5708,-0.5899
car,e76f7f25-49d5-4cb2-b636-974553b940c4,dynamic,-13.4558,-3.22734,-1.11705,1.972,3.801,1.443,-1.58169,13.8824,1.5708,-2.9062
pedestrian,f07d9ba3-b016-4135-b5c0-98901982fe13,dynamic,-8.71989,-2.07358,-0.861344,0.758,0.649,1.986,2.51291,9.0043,1.5708,-2.9081
pedestrian,f19434ca-51d4-4ac7-b8fc-8020012939bf,dynamic,13.8908,-8.68638,-1.49473,0.734,0.819,1.727,1.6744,16.4512,1.5708,-0.5588
car,f5b5fb30-5750-436d-bcfe-8f8c8d70125d,dynamic,-27.151,-3.6129,-0.925942,2.071,4.757,2.0,-1.56424,27.406,1.5708,-3.0093
pedestrian,0c27d243-f87b-4cf3-af25-97ed028e0a66,dynamic,9.31786,10.8366,-1.26153,0.588,0.561,1.711,-1.56403,14.3473,1.5708,0.8606
pedestrian,12b233f2-9bdd-436a-8d1a-d8f8e92ff720,dynamic,-25.8483,9.60349,-0.994948,0.668,0.628,1.657,-1.56088,27.5926,1.5708,2.7859
pedestrian,19b17558-3a6b-4d11-90fa-c7c0989b140d,dynamic,4.72161,11.2048,-0.902486,0.635,0.937,1.725,-1.64779,12.1924,1.5708,1.172
pedestrian,1ad2f7cb-91ed-4a80-95cc-e364f43e6a91,dynamic,5.53535,9.84468,-0.913005,0.579,0.468,1.674,-3.05678,11.331,1.5708,1.0586
pedestrian,1c1b48ae-b433-4d34-90e4-21efc82402bc,dynamic,9.70915,12.6392,-1.39179,0.602,0.479,1.609,-2.71293,15.9986,1.5708,0.9158
car,1cc855a0-381a-4987-9f7a-663b595644ed,dynamic,-44.9485,7.08281,-1.06631,1.996,4.886,1.605,1.56675,45.5156,1.5708,2.9853
pedestrian,1eb8a53e-05b5-48f5-9fad-a20026ea2fa6,dynamic,7.57126,9.13796,-1.1297,0.633,0.574,1.765,2.50055,11.9207,1.5708,0.8789
pedestrian,2a6f99cd-bf2c-43f9-8a0a-37e9c1c70649,dynamic,-25.6266,10.1437,-0.865353,0.757,0.615,1.809,-1.56088,27.5747,1.5708,2.7647
car,2bb234af-164e-4bb8-a64d-ab07b6881697,dynamic,15.6042,17.4538,-2.26864,2.02,4.415,1.615,-3.10496,23.5218,1.5708,0.8413
pedestrian,321b75ec-84d0-40fb-a502-3d040268f425,dynamic,7.08566,12.0878,-1.03524,0.704,0.579,1.76,-2.34169,14.0497,1.5708,1.0406
pedestrian,3db13c66-4238-4225-8c26-764255081118,dynamic,31.9447,8.11651,-2.57945,0.64,0.584,1.528,-0.0417378,33.0605,1.5708,0.2488
