label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,4b756c91-99b7-4d5b-9a61-06f9fc4fd28d,dynamic,25.9551,-7.30378,-0.827758,2.112,4.602,1.598,-0.573803,26.9759,1.5708,-0.2743
car,58627d6e-ffec-4aae-adcf-034889afb017,dynamic,25.8746,-15.5717,-0.675662,2.389,5.198,1.894,-0.0227865,30.2064,1.5708,-0.5418
pedestrian,7fc43d03-2c79-437f-9987-e1afb6bfbf9f,dynamic,9.22615,-10.1344,-0.941363,0.666,0.698,1.811,-2.68547,13.7373,1.5708,-0.8323
car,985851c0-77fb-4bc0-960b-42d54880543e,dynamic,-33.7122,-0.275284,-1.47539,2.062,3.939,1.578,-1.59049,33.7456,1.5708,-3.1334
pedestrian,b09e5e11-9fee-440f-b2c5-733365b84b44,dynamic,19.1562,-9.26114,-0.762176,1.099,1.006,1.688,-1.69573,21.2911,1.5708,-0.4503
pedestrian,b3a899c4-e42d-4907-8af9-69bb9bed1f53,dynamic,11.7618,-10.6801,-1.06943,0.757,0.917,1.73,-1.80778,15.9232,1.5708,-0.7372
car,c05400f8-c549-44bc-9d91-31661fbcf08a,dynamic,89.9767,-6.67605,0.876784,2.817,5.978,2.767,-1.59049,90.2283,1.5708,-0.0741
car,c6f325da-8778-4ffb-b9be-9b9062b81746,dynamic,-46.5675,-4.78612,-1.60749,2.358,4.982,1.895,-1.56064,46.8404,1.5708,-3.0392
pedestrian,c74e53a5-e3d8-4f94-bbc7-bcb5471d44bb,dynamic,11.9141,-9.98351,-1.02285,0.748,0.97,1.742,-1.75577,15.5776,1.5708,-0.6975
car,ce441d5f-cd45-49ca-8ca6-0e982ff054b7,dynamic,31.6125,-1.68604,-0.852784,2.12,4.935,1.553,-1.19761,31.6689,1.5708,-0.0533
car,f088057d-acb7-4771-a875-1ea9167cce94,dynamic,25.375,-27.7826,-0.380946,2.193,4.571,2.017,0.0121202,37.6286,1.5708,-0.8307
car,f5f5702d-e70e-40fa-a834-7f606c817bab,dynamic,25.5122,-21.4138,-0.639225,2.213,4.909,1.858,-0.0227865,33.3141,1.5708,-0.6983
pedestrian,ff022cab-0408-4a8d-b117-0cf0942f721d,dynamic,10.7714,-8.71965,-1.06207,0.702,0.594,1.758,-1.69887,13.899,1.5708,-0.6805
bus,216285f5-2bf4-403a-b6f2-f11bce6c269c,dynamic,-54.0721,3.89056,-0.846464,3.156,10.31,3.314,1.52264,54.2185,1.5708,3.0698
pedestrian,2d55c4b6-32f5-49b7-85bb-fc00f66fd166,dynamic,31.4812,8.36701,-0.700765,0.795,0.639,1.945,1.60606,32.5816,1.5708,0.2598
truck,6782b335-2fc7-47d6-9bf8-83c90a79bda6,dynamic,-19.7539,6.37404,-0.828509,2.793,8.058,3.371,1.56051,20.7733,1.5708,2.8295
pedestrian,75454de5-76a4-49a1-b399-c3c5a5b309a3,dynamic,1.51714,9.54187,-1.31027,0.802,0.944,1.89,-1.51371,9.7502,1.5708,1.4131
pedestrian,9b66b070-6038-400b-a888-ef084113dba8,dynamic,17.7015,9.89299,-1.13555,0.786,0.794,1.953,1.59507,20.3102,1.5708,0.5096
pedestrian,aeb81d0a-b023-4d5a-ad4d-73e3fe934b10,dynamic,10.144,8.48315,-1.27004,0.803,0.666,1.796,2.72644,13.2845,1.5708,0.6965
car,b3246218-8fe0-4889-88bb-4db4c3012b1e,dynamic,14.8156,18.9801,-1.18971,2.12,3.614,1.524,-0.0259434,24.1073,1.5708,0.908
car,c30d5cc8-0e02-44f7-99a8-ddbd3255e24e,dynamic,-49.1733,7.11502,-1.68046,2.18,5.043,2.103,1.57535,49.7138,1.5708,2.9979
pedestrian,f1b1493e-9f9c-4307-aa37-89c1a96acfd7,dynamic,-20.6244,10.2911,-1.63406,0.849,0.832,2.0,-2.3279,23.1072,1.5708,2.6788
