label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
bus,216285f5-2bf4-403a-b6f2-f11bce6c269c,dynamic,-26.6599,-11.775,-0.815045,3.156,10.31,3.314,0.0144107,29.1559,1.5708,-2.7257
car,58627d6e-ffec-4aae-adcf-034889afb017,dynamic,25.9909,-15.5523,-0.633746,2.389,5.198,1.894,-0.0231141,30.2953,1.5708,-0.5392
pedestrian,83d97db0-ac85-47ca-a3e2-370aa5f5360d,dynamic,32.3322,-9.48707,-0.515672,0.849,0.72,2.097,-1.51472,33.6993,1.5708,-0.2854
car,b0858b81-13d4-4f33-a368-ff2f6cbd25e5,dynamic,19.217,-10.7544,-0.839113,2.207,4.795,1.685,0.00516039,22.0376,1.5708,-0.5102
pedestrian,b3a899c4-e42d-4907-8af9-69bb9bed1f53,dynamic,-15.3756,-8.39127,-1.23638,0.757,0.917,1.73,-1.59867,17.5599,1.5708,-2.642
car,c05400f8-c549-44bc-9d91-31661fbcf08a,dynamic,90.1154,-6.67377,0.927467,2.817,5.978,2.767,-1.59082,90.3669,1.5708,-0.0739
car,c6f325da-8778-4ffb-b9be-9b9062b81746,dynamic,-46.5536,-4.75537,-1.59252,2.358,4.982,1.895,-1.56097,46.8229,1.5708,-3.0398
pedestrian,c74e53a5-e3d8-4f94-bbc7-bcb5471d44bb,dynamic,-3.27812,-8.75937,-1.11219,0.748,0.97,1.742,-1.56411,9.4186,1.5708,-1.9289
car,f5f5702d-e70e-40fa-a834-7f606c817bab,dynamic,25.62,-21.3949,-0.592504,2.213,4.909,1.858,-0.0231141,33.3838,1.5708,-0.6958
car,faf4a128-dacb-4717-a99a-d0da0cfb48da,dynamic,22.1332,-22.0012,-0.746465,2.035,4.656,1.692,-0.0173546,31.2168,1.5708,-0.7824
pedestrian,ff022cab-0408-4a8d-b117-0cf0942f721d,dynamic,10.7926,-8.75422,-1.02938,0.702,0.594,1.758,-1.6992,13.9347,1.5708,-0.6815
pedestrian,02390558-8503-446d-be51-690cd839b107,dynamic,29.1802,7.8328,-0.914806,0.822,0.719,2.126,3.08548,30.227,1.5708,0.2622
pedestrian,158082e4-1052-4efa-b3ac-6520dc47781c,dynamic,29.1595,5.85335,-0.747316,0.844,0.903,1.929,3.08548,29.7506,1.5708,0.1981
pedestrian,27e21da2-561f-484d-9818-cf4d89c55c65,dynamic,27.9642,7.90785,-1.00585,0.882,0.787,1.837,3.08548,29.0782,1.5708,0.2756
truck,6782b335-2fc7-47d6-9bf8-83c90a79bda6,dynamic,-19.754,6.39453,-0.8154,2.793,8.058,3.371,1.5602,20.7792,1.5708,2.8285
pedestrian,7fc43d03-2c79-437f-9987-e1afb6bfbf9f,dynamic,9.52291,8.89629,-1.26383,0.666,0.698,1.811,2.51528,13.093,1.5708,0.7514
pedestrian,9b66b070-6038-400b-a888-ef084113dba8,dynamic,27.5456,11.5261,-0.813591,0.786,0.794,1.953,1.64712,29.8709,1.5708,0.3963
pedestrian,aeb81d0a-b023-4d5a-ad4d-73e3fe934b10,dynamic,7.77623,7.58955,-1.27729,0.803,0.666,1.796,1.97211,10.9409,1.5708,0.7732
pedestrian,b09e5e11-9fee-440f-b2c5-733365b84b44,dynamic,14.3483,8.12191,-1.2552,1.099,1.006,1.688,2.76759,16.5353,1.5708,0.5151
car,b3246218-8fe0-4889-88bb-4db4c3012b1e,dynamic,14.7396,18.976,-1.17799,2.12,3.614,1.524,-0.0262586,24.0569,1.5708,0.9104
car,c30d5cc8-0e02-44f7-99a8-ddbd3255e24e,dynamic,-49.1659,7.1451,-1.67495,2.18,5.043,2.103,1.57504,49.7106,1.5708,2.9973
pedestrian,f5320d8b-6474-4e6f-8211-5e2048265e44,dynamic,8.88606,9.11842,-1.27106,0.691,0.764,1.787,2.58945,12.7954,1.5708,0.7983
