label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
truck,019576c2-245a-4ce2-9feb-27dc3b3a8a82,static,-9.05568,-45.107,1.56477,2.356,5.404,1.976,-3.03169,46.0336,1.5708,-1.7689
pedestrian,124c99b4-394b-4029-94b6-56311696f08f,static,1.94112,-5.70089,-0.858148,0.724,0.9,1.887,0.787988,6.0831,1.5708,-1.2426
pedestrian,16fd0ec1-59bb-49a4-90ba-603daf5e55c3,static,-15.4034,-5.56106,-0.0828556,0.861,0.99,1.78,-2.80625,16.3767,1.5708,-2.7951
pedestrian,1f71298b-2695-4f7b-a939-f02bca75edc3,static,8.99544,-4.75192,-0.554676,0.913,0.982,1.797,1.70293,10.1885,1.5708,-0.486
pedestrian,2009d862-f9be-4365-850e-4b9080383984,static,4.95339,-26.661,0.0528222,0.777,0.881,1.73,-3.04392,27.1173,1.5708,-1.3871
pedestrian,24b355af-c4d4-4022-8a2c-598112a306d8,static,23.768,-1.92159,0.0910302,0.869,0.817,1.754,1.72665,23.8457,1.5708,-0.0807
pedestrian,24ec6002-3ced-40e3-aa53-61c733894ff3,static,17.2415,-4.95614,-0.113621,0.813,1.042,1.739,-1.45578,17.9401,1.5708,-0.2799
pedestrian,2ab26d9d-7b3d-4bca-9a81-c47e5104fbc4,static,-18.9953,-10.6511,0.416884,0.771,1.033,1.794,-2.96378,21.7817,1.5708,-2.6306
car,2b9a4791-0150-4a29-a3fa-e89e07555909,static,-0.320343,-25.8826,0.557873,2.822,6.496,3.149,-0.923898,25.8906,1.5708,-1.5832
car,3356a0ad-49e6-4a38-9587-64bb02942152,static,-0.598063,-22.3943,-0.126739,2.534,5.238,2.02,-0.854131,22.4026,1.5708,-1.5975
car,3990ac08-bf44-44de-ac4c-a04cb1ceca76,static,16.3324,-1.14709,-0.780251,2.048,4.486,1.627,-1.40499,16.3912,1.5708,-0.0701
pedestrian,3a96e96a-0570-4911-9502-d2554f0cc914,static,-17.3597,-7.93067,0.113674,0.821,0.946,1.68,-3.05771,19.0858,1.5708,-2.7131
car,3cd61a1f-1319-4501-bc5a-7b3e5f300fcb,static,-11.7125,-26.1302,0.621028,2.057,4.706,1.822,-3.05282,28.6419,1.5708,-1.9922
car,3da2ebbb-46f1-45cc-a090-89075e8aa4a9,static,-11.0065,-32.1581,0.940281,2.23,4.551,1.921,-3.0179,34.0025,1.5708,-1.9006
pedestrian,3e091d50-a0e0-4e7b-9a2f-b45c52d8a3c2,static,2.34677,-6.05387,-0.850217,0.803,0.799,1.8,0.814533,6.5482,1.5708,-1.201
pedestrian,40a773d1-8521-4a20-90d9-64936b348792,static,-15.5975,-4.42366,-0.0242924,0.915,1.016,1.917,-2.7958,16.2127,1.5708,-2.8652
car,4131510d-3bfa-47c7-a995-7b4888c92dee,static,-1.0377,-12.1458,-0.662127,2.196,5.106,1.937,0.101347,12.208,1.5708,-1.656
car,58bf7e6d-f5e0-4949-a2ab-f273f67eab90,static,-10.0542,-38.9723,1.30694,2.545,4.75,2.095,-2.99677,40.2695,1.5708,-1.8233
pedestrian,696de739-3a86-44be-91fe-d87d959013ab,static,18.2482,-4.02632,0.0576238,0.902,1.146,1.959,-1.50358,18.6872,1.5708,-0.2172
pedestrian,6c3f969c-6e07-4aca-b99f-2d07a464a3d7,static,-24.9667,-1.47181,0.301067,0.701,0.95,1.786,1.54083,25.0119,1.5708,-3.0827
pedestrian,7471d226-aad8-4db9-a44a-400830a02538,static,-23.1765,-0.829186,0.155426,0.783,0.716,1.864,-2.49926,23.1918,1.5708,-3.1058
pedestrian,76cbd2e4-f7f4-41b6-8aef-e322a6809cf2,static,-0.137328,-7.90219,-0.995313,0.553,0.913,1.252,-2.13618,7.9658,1.5708,-1.5882
pedestrian,7916a3d9-7b7d-44b3-a31f-8a6f0af055ff,static,-16.1287,-3.82707,-0.078186,0.833,0.922,1.758,-1.88315,16.5767,1.5708,-2.9086
pedestrian,79f659a7-a94b-41c5-a083-e034ab60daa8,static,-18.6378,-9.56775,0.363477,0.806,0.964,1.898,-2.99502,20.9533,1.5708,-2.6673
pedestrian,818974b6-5c4f-49c0-b7b4-55469e07fb12,static,18.6529,-5.06252,-0.0203885,0.783,0.997,1.857,-1.39888,19.3277,1.5708,-0.265
pedestrian,862e65e8-37fa-4803-894b-25177a1c9f0c,static,4.14362,-26.905,0.118315,0.896,1.091,1.917,-3.06032,27.2225,1.5708,-1.418
pedestrian,8f2b3ebf-d790-4c29-a62e-1aad7a1e020a,static,-0.261602,-8.6787,-0.697401,0.802,1.039,1.876,-2.10911,8.7106,1.5708,-1.6009
pedestrian,a10aca31-3a81-4b06-b802-ec3408fc0e39,static,-15.8515,-3.3171,-0.0039066,0.892,1.052,2.0,-1.91109,16.1949,1.5708,-2.9353
car,a4559578-1544-4426-b9c5-7c79841ea943,static,10.9902,-1.82546,-0.938314,2.175,5.108,1.649,1.70171,11.1802,1.5708,-0.1646
pedestrian,a515110f-61e1-4ab6-b7f0-c4ab5644fe63,static,2.64939,-5.56653,-0.773744,0.771,1.09,2.0,0.841952,6.2132,1.5708,-1.1266
pedestrian,b3d66a4a-20a9-4c5f-91f6-73cc1f85323b,static,23.1222,-2.77173,0.134969,0.97,0.733,1.825,1.7127,23.2881,1.5708,-0.1193
pedestrian,c17247f7-5f14-4c4b-b497-75aeee321119,static,-16.8458,-8.52954,0.122729,0.929,1.073,1.724,-3.05771,18.8825,1.5708,-2.6729
pedestrian,d3267543-a500-47bc-bd7c-0d2f610f5dc2,static,-17.0073,-11.5192,0.274831,0.813,0.917,1.724,-3.01616,20.543,1.5708,-2.5463
car,ea78316d-435c-4f45-8245-e6c1739e4909,static,-12.6648,-20.6696,0.243173,1.854,4.712,1.746,-3.0605,24.2423,1.5708,-2.1205
pedestrian,f417e17c-2944-4861-b086-55658f7c1047,static,-0.611045,-6.84438,-0.929874,0.81,0.974,1.629,-2.44514,6.9342,1.5708,-1.6598
car,01fd8ef5-05db-4188-9c16-be96643f1e29,static,33.5,12.1962,-0.0721868,1.967,4.19,1.716,1.68582,35.6511,1.5708,0.3492
pedestrian,060c8eb0-f80c-47d2-a1f7-c7336cbef0e3,static,-1.86828,14.4846,-1.53165,0.694,0.938,1.798,0.130103,14.6847,1.5708,1.6991
pedestrian,083b2115-9202-43c2-bd06-1363f80f6b4f,static,-23.0618,5.30847,0.0188292,0.955,0.761,2.154,-1.62857,23.6649,1.5708,2.9153
pedestrian,0d78f3a8-7978-413f-a983-12af2bba5344,static,31.4333,16.888,-0.0642227,0.898,0.898,1.835,1.70153,35.6828,1.5708,0.493
pedestrian,19796225-cb33-4c75-b2cd-c56bcbec5598,static,0.723165,8.41177,-1.31122,0.825,0.762,1.603,-0.266177,8.544,1.5708,1.485
pedestrian,219c8da2-085c-4b14-8bec-fc33891de5f4,static,9.13091,13.1042,-1.15727,0.855,0.996,1.658,1.7024,16.0135,1.5708,0.9622
pedestrian,2d48fc5b-47fd-43f5-9818-356bba5ccde2,static,-13.8549,12.4095,-0.892127,1.031,0.682,1.864,1.14706,18.6212,1.5708,2.4112
pedestrian,4450c025-b4eb-4958-8066-dbc2ebcc30a3,static,-3.29133,9.52748,-1.35588,0.922,0.944,1.749,-1.43849,10.1707,1.5708,1.9034
pedestrian,4d9ea361-54d2-4cb8-a8df-b992536966d4,static,-25.5985,1.5955,0.0259011,0.715,0.806,1.725,-1.42278,25.6482,1.5708,3.0793
pedestrian,64579e34-9112-46cc-b8ad-264284a00907,static,-21.7991,3.64423,-0.168949,0.571,0.565,1.865,1.72071,22.1023,1.5708,2.976
pedestrian,75054e41-e74a-4ef2-8cd9-411b8c94e12c,static,-7.44175,8.89816,-1.20466,0.761,0.996,1.71,-1.48439,11.6623,1.5708,2.2673
pedestrian,7bbd31d7-eff5-4a7f-b72f-8589a216a411,static,-3.49662,15.0008,-1.40899,0.79,1.037,1.9,0.137784,15.4672,1.5708,1.7998
car,7fc6eefb-631e-409f-a656-728a39f94ab4,static,26.9656,0.625928,0.106335,2.223,4.875,2.079,1.73819,26.9731,1.5708,0.0232
