label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,0ac6a37f-af63-4996-a839-ef1aa290496a,dynamic,-9.13441,-14.4808,-0.720204,2.107,5.19,1.889,-1.10045,17.1362,1.5708,-2.1336
car,1f3ac4b1-3df9-4452-aa14-04373ba796ec,dynamic,2.66595,-3.51982,-1.18568,2.049,4.899,1.614,-1.57618,4.5719,1.5708,-0.9226
truck,1f977f68-2a68-4b7d-93cb-3d5e5bc08e58,dynamic,-37.7275,-24.175,-0.379475,2.146,5.898,2.057,1.95961,44.81,1.5708,-2.5717
truck,202ae9e9-33df-4539-a866-5dde5fe4f2ef,dynamic,70.7298,-5.68937,0.939837,2.605,6.646,2.538,-1.63919,70.9645,1.5708,-0.0803
car,382fa211-30fe-41cd-86ea-9091451552fd,dynamic,-18.1849,-15.2988,-0.883518,1.737,4.34,1.415,0.770371,23.7808,1.5708,-2.4422
car,385a8f7e-f268-441d-af68-928d22b7ae17,dynamic,8.46322,-3.62844,-0.937469,2.16,4.883,1.863,-1.57618,9.2558,1.5708,-0.405
car,ace8d60c-f830-4a6f-8d3d-1497e7d1324d,dynamic,-28.0351,-32.4242,-0.248388,2.378,4.473,1.782,-1.98745,42.8644,1.5708,-2.2837
car,b7ae584e-4b9e-464e-a022-0c86ae1b8e54,dynamic,-25.8829,-4.40714,-1.4964,1.893,4.709,1.39,-2.11712,26.298,1.5708,-2.9729
car,bcdf2978-9250-4f82-afc3-ad3239892d84,dynamic,-22.4263,-28.6013,-0.361448,2.257,5.103,1.836,1.20913,36.347,1.5708,-2.2358
other vehicle,befb81fd-1ac8-42ad-8e3d-5bb0676dbcce,dynamic,37.2386,-4.68969,-0.566145,1.068,2.339,1.306,-0.0331833,37.537,1.5708,-0.1253
car,c52b7ece-9727-475e-b58f-c4d402f40aea,dynamic,15.2894,-3.74802,-0.869193,1.917,5.037,1.603,-1.62942,15.7661,1.5708,-0.2404
other vehicle,ec718388-2b0d-4fb6-920e-898463c376f6,dynamic,32.6666,-4.5328,-0.545475,1.044,2.407,1.366,0.0191645,32.9841,1.5708,-0.1379
car,08634fff-f7b8-4680-b044-1eb7a80421b9,dynamic,-19.0531,0.479276,-1.27633,1.965,4.343,1.781,-1.59727,19.1018,1.5708,3.1164
car,405cc90d-8c91-413c-ba8e-9ab52d20dea5,dynamic,48.4442,2.00203,-0.241441,1.845,4.15,1.516,1.53787,48.4862,1.5708,0.0413
car,40756ebb-5e81-45f9-9ca9-508bff22683b,dynamic,32.8913,10.5767,-0.839141,2.087,4.624,1.739,3.12383,34.5602,1.5708,0.3111
truck,557f4dac-78c1-4974-a95f-739899b83959,dynamic,-49.9394,9.64694,-1.96649,2.317,6.093,2.058,0.77669,50.9006,1.5708,2.9508
car,5ee36651-b64b-45ff-8788-6af0b8807f0d,dynamic,-10.1032,5.11595,-1.3368,1.829,4.057,1.575,1.54572,11.4033,1.5708,2.6729
pedestrian,8a4d631c-e30c-4203-863e-3dbffcf7d3df,dynamic,-3.86236,10.5536,-1.48292,0.685,0.838,1.893,2.74565,11.3356,1.5708,1.9216
car,a5c179e6-9e21-4478-8df8-6193d22dea27,dynamic,-31.16,9.06405,-1.96108,2.228,4.848,1.669,0.86255,32.5107,1.5708,2.8585
animals,ccb17f51-e689-4973-a446-f86fde63ef60,dynamic,-3.02384,10.7008,-2.03974,0.329,1.113,0.663,2.38141,11.3054,1.5708,1.8462
car,d1ed1315-7182-4762-be68-7e383f9d8cf6,dynamic,3.84312,9.36579,-1.36608,2.316,5.339,2.0,1.59774,10.2154,1.5708,1.1814
animals,d8a7f3b7-9847-4468-af81-f54e70fc0e37,dynamic,-4.88087,11.2944,-2.13664,0.424,0.844,0.391,2.38892,12.4881,1.5708,1.9787
