label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,012421f1-6c65-4b10-a9cf-6d2d96d286a4,static,5.37592,-3.54586,-1.07781,2.097,5.306,1.563,-1.98013,6.5296,1.5708,-0.5831
pedestrian,086e4eba-8c8a-4140-b89b-a4ecdf470265,static,15.7932,-12.7212,-0.431494,0.7,0.732,1.653,1.02839,20.284,1.5708,-0.6781
truck,7399c40b-aa6b-4f32-aab4-e4dd3f3ff1af,static,15.2849,-17.8476,0.014899,2.625,6.084,2.171,-0.920386,23.4982,1.5708,-0.8626
truck,76e101de-8195-42e9-9eda-702794360bb3,static,21.3134,-20.4088,0.14768,2.469,6.303,2.386,-0.96966,29.5094,1.5708,-0.7637
pedestrian,a3fa6d3d-9d76-4854-9f47-230dee977b3f,static,16.061,-12.1902,-0.773723,0.563,0.522,1.185,1.08075,20.1781,1.5708,-0.6492
cyclist,c790fd0e-6adb-4641-abed-0dddf3ea4b49,static,18.3236,-13.3141,-0.431582,0.842,2.077,2.0,1.33208,22.654,1.5708,-0.6284
truck,cb5302dc-0bb4-4baf-a656-d903fb397143,static,9.81289,-5.07342,-0.743846,2.146,5.3,2.233,-2.6764,11.0718,1.5708,-0.4772
car,cc073f64-a216-4608-b193-308dfd6a8da0,static,20.7976,-3.4882,-1.12439,2.655,5.353,2.112,1.11164,21.118,1.5708,-0.1662
pedestrian,01b95653-8225-42f5-bd15-4fee44fae379,static,12.5302,8.6427,-2.20501,1.121,0.715,0.866,2.57889,15.3806,1.5708,0.6038
pedestrian,1a2dca02-7ca5-4e45-ab39-646340a23116,static,-1.04958,14.2092,-1.75149,0.656,0.747,1.759,-2.0581,14.3552,1.5708,1.6445
pedestrian,1dd35eb1-9d6c-4987-b9a4-1059e760d0ff,static,6.77076,8.66805,-1.60802,0.693,0.841,1.851,1.11037,11.1159,1.5708,0.9077
car,32b676c3-d4bd-4af4-8f27-c02288622e77,static,-44.7863,20.6529,-1.57769,2.473,5.258,2.065,-2.09193,49.3441,1.5708,2.7095
pedestrian,3c895471-33e6-4bcf-a75b-89d26ac8b6bc,static,-22.9879,3.44213,-0.745305,0.862,1.042,1.339,-2.11604,23.2561,1.5708,2.993
car,3e2136ab-65fb-4a6f-b477-4a10165d9929,static,-15.424,5.886,-1.0837,2.215,4.364,1.841,-1.99056,16.5445,1.5708,2.777
truck,3f00c1f9-a1a4-4880-af46-31b5650590f7,static,-11.2622,51.868,-3.54996,3.198,6.14,3.08,-0.470029,53.1952,1.5708,1.7846
car,53676170-928c-4bad-892b-ff662cad3cbd,static,-15.575,15.1416,-1.74365,1.885,4.595,1.649,1.18943,21.7919,1.5708,2.3703
car,5663eb0c-8881-4153-92fd-9a167c94aa67,static,1.92957,8.87624,-1.76606,2.081,4.277,1.667,1.13267,9.2536,1.5708,1.3567
car,796cde52-487f-4486-b2ca-8b13ced08b63,static,-7.65507,9.52856,-1.2744,2.362,4.907,1.958,1.11561,12.2889,1.5708,2.2476
pedestrian,7fd845de-bd3b-4b9a-9cea-850673d7a4b6,static,13.0295,5.57221,-1.70408,0.821,0.708,1.904,1.12398,14.2731,1.5708,0.4041
car,82f5d29a-2ebe-43a9-b32f-3d05ce5ececc,static,-30.8594,22.6557,-1.97233,1.852,4.323,1.723,1.18647,38.3337,1.5708,2.5083
car,88dd666f-ae9e-4e2d-8e4f-450419caae30,static,10.5616,0.70298,-1.00866,2.595,6.199,2.379,1.14336,10.6329,1.5708,0.0665
pedestrian,90f7ad6e-158d-414f-baa5-4f57e9e9566e,static,14.6969,6.05014,-1.71217,0.785,0.708,1.596,1.19659,15.9854,1.5708,0.3905
pedestrian,929aafe7-0151-4a45-b907-0076cbcae02e,static,13.4909,4.81624,-1.61175,0.768,0.759,1.867,1.12119,14.4152,1.5708,0.3429
car,b18e4649-e22d-4cbf-8dad-cc635167def7,static,-41.7654,22.2173,-1.57052,2.447,5.389,2.065,-1.92512,47.3331,1.5708,2.6527
pedestrian,b76d1587-6349-4c34-8249-766de3549be5,static,17.9453,4.32921,-1.68586,0.806,0.686,2.116,1.14318,18.5369,1.5708,0.2367
car,c872acfd-bd40-42cb-bd33-d577bbf2b2da,static,-8.83346,2.80741,-1.18271,2.056,4.41,1.648,-2.0012,9.344,1.5708,2.8339
pedestrian,e03b8039-d7c5-4f69-9230-6bc461a29506,static,13.9164,7.17912,-1.73548,0.899,0.905,1.807,-2.14538,15.7549,1.5708,0.4763
car,ea0d1776-f9b4-46b7-a1d7-82c5de927342,static,2.80266,5.22466,-1.44545,2.35,4.902,1.698,1.1259,6.1026,1.5708,1.0784
cyclist,ea6bfba7-4179-4534-8b5b-578170e62afa,static,5.70184,17.9289,-1.96311,1.031,2.125,1.806,-0.999332,18.9159,1.5708,1.2629
car,fe848cf9-8323-4ac3-b96d-fb24ea1e7e27,static,-26.2454,16.4815,-1.51279,2.237,4.681,1.902,1.49696,31.0282,1.5708,2.5809
