label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
other vehicle,0b7ae5c6-eabf-4221-8284-8726ac778938,static,20.5619,-14.4604,-0.262027,1.343,2.661,1.667,0.34558,25.1389,1.5708,-0.6129
car,12669612-21d2-4659-895e-46f0f8c76458,static,12.0703,-14.3551,-0.492713,1.947,4.831,1.554,-2.77681,18.7618,1.5708,-0.8716
truck,2d404c9d-8e8b-41cc-b187-ee11a236f300,static,-7.7706,-1.49155,-0.884605,2.559,5.703,2.196,-1.27982,7.9618,1.5708,-2.952
other vehicle,331011b4-5119-4216-a9e3-6743c0a31c06,static,8.1847,-32.8185,0.162498,0.89,2.367,1.277,-2.7064,33.8241,1.5708,-1.3264
car,3346fd1d-f0b1-425c-9886-82fd7d66cedb,static,-7.29183,-4.35261,-0.976476,2.482,5.539,2.0,-1.23602,8.5481,1.5708,-2.6034
car,4038cc0e-9a9f-4fbf-9dfa-eafc9f62173c,static,17.8412,-22.3584,0.00276796,2.295,5.155,1.976,0.307694,28.6043,1.5708,-0.8973
pedestrian,4a61e837-ebbd-4b6e-8056-d1594f8c77aa,static,7.93477,-26.2268,-0.0263653,0.722,0.942,1.807,0.334232,27.4008,1.5708,-1.277
car,4d8af7d7-735a-460c-a7e4-eee239fdd9d0,static,13.7775,-8.21901,-0.884077,1.918,5.064,1.63,0.325153,16.0671,1.5708,-0.5379
other vehicle,50e7c611-5270-4d7a-acf2-0216fa30ca2e,static,6.00419,-13.808,-0.845571,0.394,1.57,1.076,0.311012,15.0807,1.5708,-1.1606
car,78f1c475-b909-4350-878f-2873b7259b7c,static,-21.6954,-8.55743,-0.971517,2.157,5.223,1.708,-1.25346,23.3423,1.5708,-2.7659
car,e950e7e0-c4db-4f22-80d9-6390d36e2cfa,static,8.16161,-14.0529,-0.349311,2.419,6.119,2.269,-2.88243,16.2548,1.5708,-1.0446
car,ededb8fa-c954-451e-aebb-084890b830f2,static,-31.0491,-11.4455,-0.634626,2.38,5.934,2.23,-1.27354,33.0976,1.5708,-2.7884
car,fad4bed2-6375-47f5-8986-56f6a61e63cd,static,-12.3549,-5.91159,-1.08437,1.933,4.647,1.554,-1.23602,13.7392,1.5708,-2.6953
car,098ebf73-7955-4d7d-be09-ee459485483e,static,21.0618,3.60902,-1.15673,2.127,4.777,1.558,-1.32039,21.4001,1.5708,0.1697
car,1b6e0082-b417-452c-b0a6-7e3d96ac476f,static,-1.41662,20.5833,-1.63835,2.134,4.894,1.819,-2.84461,20.6969,1.5708,1.6395
car,1cb18084-e1b5-470d-ab92-6192e6f9324f,static,-0.318391,44.4772,-1.91518,2.356,5.045,2.187,0.297688,44.5196,1.5708,1.578
car,2789116f-9c6d-480d-9247-c5a51b9ab2e3,static,3.98043,28.493,-1.95556,1.771,4.131,1.618,0.262772,28.8361,1.5708,1.432
car,28f81531-f2ee-4f02-a397-deaa7dd08c5d,static,7.20094,5.46879,-1.04775,2.18,4.904,1.817,1.8322,9.1027,1.5708,0.6495
car,311063c6-f595-41c4-b71b-8cbeac5b13c3,static,6.77417,17.7138,-1.70864,1.928,4.801,1.531,0.239204,19.0417,1.5708,1.2055
car,48fdf951-dbf0-4da0-b4d8-3aa556ccf01d,static,-19.22,1.04599,-1.4365,2.272,4.829,1.465,1.8179,19.302,1.5708,3.0872
car,4f575b78-6df8-469b-958c-ddd148927e63,static,43.3931,18.3973,-0.735684,2.408,5.585,2.581,1.85,47.1377,1.5708,0.401
car,53d6c62e-d9b5-45be-8621-22c7e1a7cc65,static,23.2785,12.8066,-1.19781,1.96,4.277,1.771,1.83534,26.5957,1.5708,0.503
car,61465bde-e54c-49c6-895d-df1f82d74e2d,static,17.9259,11.2382,-1.33003,2.054,4.383,1.73,1.83534,21.1992,1.5708,0.56
car,6cfde338-2136-4630-aea5-3935b78d17ad,static,29.3933,14.4847,-1.35036,1.928,4.76,1.558,1.87024,32.7963,1.5708,0.4579
car,9f3120d2-301f-4de9-8bd7-c404dfee41ae,static,37.1231,7.90622,-1.04721,2.136,4.638,1.664,-1.28548,37.9701,1.5708,0.2098
car,b587d1a4-1f0b-4b07-a51e-bf2bc6030573,static,0.122445,15.2871,-1.59394,1.958,4.746,1.573,-2.81283,15.3705,1.5708,1.5628
car,c470dd26-5ad6-4577-9c16-cfcea5ce860e,static,-11.1672,3.33658,-1.20439,1.955,4.761,1.939,1.83534,11.7171,1.5708,2.8513
