label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,01ef4764-9507-4f78-a89b-32d1204ee506,static,21.1008,-20.3394,-0.6116,2.559,6.301,2.646,0.0434766,29.314,1.5708,-0.767
pedestrian,0c15d95c-4f8b-4b4b-8532-ba9518b1b078,static,4.12377,-3.02684,-0.772195,0.585,0.692,1.67,-1.69506,5.1733,1.5708,-0.6332
pedestrian,0ebaf009-d69f-47c8-94ff-86de57932bae,static,23.8668,-1.05085,-2.04444,0.604,0.677,1.678,-2.89391,23.9772,1.5708,-0.044
pedestrian,0eeaab72-c948-40d8-a07c-e50c257ad8bc,static,5.20517,-2.68331,-0.854533,0.575,0.559,1.835,-0.146939,5.9181,1.5708,-0.476
pedestrian,1ab81dc3-bafb-454c-a6e2-f880525aa2c8,static,24.8824,-0.0416272,-2.07697,0.67,0.724,1.827,-2.91712,24.969,1.5708,-0.0017
pedestrian,20654d58-a55e-408e-a135-8b98d2ca17ef,static,0.772412,-3.94915,-0.719834,0.568,0.812,1.766,1.97536,4.0879,1.5708,-1.3776
pedestrian,2241543a-b720-4a86-a317-ca72ba8ffa93,static,-12.6258,-2.92281,-0.961878,0.811,0.676,1.794,1.56713,12.9953,1.5708,-2.9141
pedestrian,2b19be81-23b2-4ac7-86e0-dba8ea02a210,static,6.28732,-2.31571,-1.11477,0.616,0.512,1.632,-1.4313,6.7923,1.5708,-0.3529
pedestrian,2cb69ee4-41d4-4b8f-9e8b-a26d3a16c276,static,5.45483,-5.18946,-0.638285,0.619,0.566,1.763,-2.94383,7.556,1.5708,-0.7605
pedestrian,30f96dc4-3b74-4ab9-bf6f-2049634ffdac,static,3.77576,-3.81143,-0.772548,0.588,0.512,1.656,2.45691,5.4203,1.5708,-0.7901
pedestrian,351ea593-44f3-47ab-b1f2-80fa7d5a96a7,static,3.01085,-2.84934,-0.767509,0.555,0.674,1.727,-1.77535,4.2158,1.5708,-0.7578
pedestrian,39d1a36b-b136-4652-99f0-f1d9ea2307ca,static,1.97227,-2.83918,-0.760646,0.677,0.627,1.78,-1.77605,3.5397,1.5708,-0.9637
pedestrian,3da02a74-f8df-4e22-8660-8d30c2e60ec1,static,4.01944,-2.40507,-0.846348,0.619,0.429,1.67,-0.227304,4.7599,1.5708,-0.5392
pedestrian,417cdfeb-7a32-4d42-b5e7-b0da10b7182f,static,4.22654,-3.53771,-0.629481,0.674,0.563,1.885,0.942136,5.5475,1.5708,-0.6969
pedestrian,4b8a6c8e-6f6a-474a-bb21-a9114f73a469,static,-3.62375,-2.96973,-0.910196,0.825,0.736,1.606,-1.31197,4.7728,1.5708,-2.4551
pedestrian,5698f106-0413-4504-89af-dabb385c615a,static,10.5283,-3.87013,-1.10089,0.721,0.776,1.739,1.71199,11.271,1.5708,-0.3523
pedestrian,58e5acbe-5bcc-4b42-a87d-4ac8b397da96,static,-13.9125,-3.64636,-1.03921,0.72,0.838,1.725,-1.56329,14.4199,1.5708,-2.8853
car,5b7f49e9-9ca3-4b37-8b38-ef08d6ccc5bc,static,18.0723,-10.3927,-1.09304,2.221,4.839,1.977,0.0279431,20.8761,1.5708,-0.5219
pedestrian,5ea92cd4-6d26-4e00-9b83-91f381500a53,static,26.3906,-4.80006,-1.71932,0.625,0.516,1.778,0.00734833,26.8786,1.5708,-0.1799
pedestrian,5fc69f30-c931-4857-88c8-756d9044abfa,static,-4.54386,-3.45942,-0.811817,0.712,0.645,1.782,2.34591,5.7683,1.5708,-2.4909
pedestrian,62406974-845f-46d9-b383-723a4072f188,static,6.46579,-2.99249,-0.959298,0.665,0.499,1.742,0.109624,7.189,1.5708,-0.4335
pedestrian,6b41eecf-2309-4b05-88cd-b1a01d2d3ea0,static,23.0563,-9.87867,-1.44852,0.733,0.64,1.8,-3.12796,25.1253,1.5708,-0.4048
pedestrian,7c22e79e-4b23-4077-b861-4837d445a2fd,static,-4.13261,-3.39347,-0.805453,0.62,0.568,1.876,2.29227,5.4077,1.5708,-2.4541
pedestrian,862225e9-526b-48f0-9d41-6c333e2cb9d7,static,-35.4222,-4.14435,-1.21422,0.864,0.793,1.752,-1.58075,35.6845,1.5708,-3.0251
car,927d5da0-36b5-468c-8c69-19c7d23a6301,static,-10.707,-0.297412,-1.32567,1.973,4.464,1.511,-1.5509,10.7929,1.5708,-3.1138
pedestrian,97142d41-6e10-46ab-8764-1904210b40f0,static,5.62033,-2.79348,-0.861445,0.583,0.554,1.878,0.27508,6.3351,1.5708,-0.4613
pedestrian,9b19d1e0-0fa9-4754-b1ae-466493d793cb,static,3.23096,-3.81548,-0.740489,0.544,0.517,1.652,-2.10521,5.0542,1.5708,-0.8682
car,b0f5092a-053c-4292-a1d2-9d988760e938,static,14.8438,-10.325,-0.954255,2.394,4.89,1.978,0.0124347,18.1068,1.5708,-0.6078
pedestrian,b292e8ff-a0d6-49f3-8eba-1280486bb0de,static,24.5478,-3.74428,-1.96992,0.667,0.584,1.619,-2.52723,24.9097,1.5708,-0.1514
pedestrian,b71ab218-e52c-444e-896e-e98b597b6a72,static,23.3305,-7.28994,-1.66423,0.745,0.605,1.64,-3.07996,24.4995,1.5708,-0.3029
pedestrian,c37b828c-b2fb-45e4-8f74-a48bd1fa02a9,static,8.29613,-4.7311,-1.03393,0.73,0.616,1.801,0.610353,9.6061,1.5708,-0.5183
pedestrian,cb77ace3-1d87-43a1-857e-17ba0ec73046,static,-11.1993,-6.13946,-0.536294,0.418,0.359,1.725,2.09179,12.783,1.5708,-2.6401
pedestrian,db6826c0-ef5b-441d-ad82-cefd2d2a8a34,static,23.9427,-8.65281,-1.54178,0.717,0.681,1.786,0.0248016,25.5049,1.5708,-0.3468
pedestrian,dd0e214c-e7e5-4ac9-a7f8-b6fa15d4ad1c,static,5.86024,-2.5156,-1.04784,0.571,0.455,1.668,1.1219,6.4629,1.5708,-0.4055
pedestrian,e54b8089-8c52-470d-b18f-02d37ef92b49,static,6.19925,-4.87409,-0.69728,0.731,0.727,1.849,-2.68117,7.9167,1.5708,-0.6663
pedestrian,061f2fef-dde4-4901-824a-8a9d86abdb30,static,1.83454,8.33531,-1.22268,0.647,0.818,1.806,-1.56818,8.6219,1.5708,1.3542
pedestrian,0eb4d46b-26e0-4261-886d-3a056a521f14,static,23.2806,12.5646,-2.41674,0.554,0.619,1.56,-0.0289605,26.5649,1.5708,0.4949
car,0fee67b9-d0d1-485d-9721-9a0bf29c5858,static,11.4976,15.3818,-1.69545,2.159,4.697,1.615,-3.09198,19.2787,1.5708,0.9289
truck,1985d933-981f-4041-80cf-159a1e614470,static,37.2995,6.09256,-1.13944,2.98,6.835,3.509,-1.53519,37.811,1.5708,0.1619
pedestrian,1ab81dc3-bafb-454c-a6e2-f880525aa2c8,static,24.8522,0.0118321,-2.07912,0.67,0.724,1.827,-2.91712,24.939,1.5708,0.0005
pedestrian,20a42907-4dc9-4449-b088-88b9d92738af,static,13.9181,8.638,-1.62851,0.63,0.632,1.807,1.52001,16.4615,1.5708,0.5555
pedestrian,27e2bfef-93ed-43b7-9b46-b1119f4090da,static,24.7252,9.52998,-2.38706,0.545,0.478,1.71,0.032475,26.6055,1.5708,0.3679
car,3efeeb0d-226e-49da-bf06-81e54761589f,static,-15.3011,2.5026,-1.34891,2.235,4.944,1.673,-1.5509,15.563,1.5708,2.9795
car,59116297-df42-4cec-8733-24655c484b63,static,-20.8342,5.54901,-1.65023,2.17,4.818,1.884,-1.53816,21.6236,1.5708,2.8813
pedestrian,5b63d9ee-d5ed-41aa-bdd2-15bc3459f4a9,static,6.83143,9.95209,-1.557,0.741,0.646,1.713,1.50255,12.1711,1.5708,0.9692
pedestrian,60c0cd8c-b758-4860-8e47-cf371919a7ee,static,4.1577,8.56909,-1.29946,0.666,0.529,1.62,3.07634,9.6127,1.5708,1.1191
car,62e2e0fd-0957-44df-93d3-0adcdee91285,static,29.6087,6.01456,-2.24356,2.224,4.82,1.934,-1.58755,30.2966,1.5708,0.2004
car,7da6dcdd-0b32-496e-b18c-c3ea823e9194,static,-7.7158,5.83173,-1.3425,2.261,4.807,1.8,-1.60117,9.7645,1.5708,2.4944
truck,7db2d6a7-79fe-4978-a702-97a5912d2390,static,20.5947,35.5562,-1.22467,2.936,7.243,3.695,-0.0383853,41.1082,1.5708,1.0458
pedestrian,821de23e-8c4e-46ee-85a2-09e0322d8dec,static,24.4931,15.4343,-2.31487,0.645,0.54,1.732,-3.10754,29.0429,1.5708,0.5623
car,8682689e-163c-4fc6-9e15-79466903db2d,static,9.01013,17.2767,-1.65774,2.113,4.358,1.679,3.09379,19.5554,1.5708,1.0901
pedestrian,8c97b5f4-eed9-47a8-84b5-55ceac2383ef,static,5.28963,9.13077,-1.27188,0.563,0.625,1.742,0.00140821,10.6287,1.5708,1.0457
car,8d952148-ed87-4bfd-aced-03eea5a1351d,static,-23.3108,2.16801,-1.17401,2.444,5.066,2.162,-1.54305,23.4408,1.5708,3.0489
