label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,01ef4764-9507-4f78-a89b-32d1204ee506,static,21.0072,-20.3345,-0.622268,2.559,6.301,2.646,0.0437108,29.2435,1.5708,-0.7691
pedestrian,0c15d95c-4f8b-4b4b-8532-ba9518b1b078,static,4.499,-3.02179,-0.80103,0.585,0.692,1.67,-1.89378,5.4785,1.5708,-0.5915
pedestrian,0ebaf009-d69f-47c8-94ff-86de57932bae,static,23.7276,-1.44625,-2.00522,0.604,0.677,1.678,-2.89368,23.8561,1.5708,-0.0609
pedestrian,0eeaab72-c948-40d8-a07c-e50c257ad8bc,static,5.14375,-2.66715,-0.853616,0.575,0.559,1.835,-0.146706,5.8567,1.5708,-0.4784
pedestrian,1ab81dc3-bafb-454c-a6e2-f880525aa2c8,static,24.925,-0.505942,-2.05242,0.67,0.724,1.827,-2.91689,25.0145,1.5708,-0.0203
pedestrian,20654d58-a55e-408e-a135-8b98d2ca17ef,static,0.355063,-3.87943,-0.727995,0.568,0.812,1.766,2.13268,3.9631,1.5708,-1.4795
pedestrian,2241543a-b720-4a86-a317-ca72ba8ffa93,static,-13.4491,-2.91597,-0.985429,0.811,0.676,1.794,1.56737,13.7968,1.5708,-2.9281
pedestrian,2b19be81-23b2-4ac7-86e0-dba8ea02a210,static,6.08168,-2.49481,-1.09027,0.616,0.512,1.632,-1.43106,6.6633,1.5708,-0.3893
pedestrian,2cb69ee4-41d4-4b8f-9e8b-a26d3a16c276,static,5.30383,-5.23536,-0.65358,0.619,0.566,1.763,-2.9436,7.4811,1.5708,-0.7789
pedestrian,30f96dc4-3b74-4ab9-bf6f-2049634ffdac,static,3.72509,-3.72026,-0.782268,0.588,0.512,1.656,2.45714,5.3225,1.5708,-0.7847
pedestrian,351ea593-44f3-47ab-b1f2-80fa7d5a96a7,static,3.43577,-2.8214,-0.778914,0.555,0.674,1.727,-1.59709,4.5135,1.5708,-0.6875
pedestrian,39d1a36b-b136-4652-99f0-f1d9ea2307ca,static,2.20663,-2.81943,-0.76216,0.677,0.627,1.78,-1.77581,3.6605,1.5708,-0.9067
pedestrian,3da02a74-f8df-4e22-8660-8d30c2e60ec1,static,3.91997,-2.42624,-0.846414,0.619,0.429,1.67,-0.192165,4.6871,1.5708,-0.5542
pedestrian,417cdfeb-7a32-4d42-b5e7-b0da10b7182f,static,3.5435,-3.40519,-0.657951,0.674,0.563,1.885,1.18323,4.9583,1.5708,-0.7655
pedestrian,4b8a6c8e-6f6a-474a-bb21-a9114f73a469,static,-3.15495,-3.13376,-0.916627,0.825,0.736,1.606,-1.3955,4.5403,1.5708,-2.3596
pedestrian,58e5acbe-5bcc-4b42-a87d-4ac8b397da96,static,-13.2859,-3.64271,-1.03884,0.72,0.838,1.725,-1.56305,13.8153,1.5708,-2.874
car,5b7f49e9-9ca3-4b37-8b38-ef08d6ccc5bc,static,17.9759,-10.3545,-1.02884,2.221,4.839,1.977,0.0281772,20.7703,1.5708,-0.5226
pedestrian,5ea92cd4-6d26-4e00-9b83-91f381500a53,static,26.2698,-4.77937,-1.69824,0.625,0.516,1.778,0.00758217,26.755,1.5708,-0.18
pedestrian,5fc69f30-c931-4857-88c8-756d9044abfa,static,-4.52381,-3.6642,-0.792292,0.712,0.645,1.782,2.34614,5.8753,1.5708,-2.4608
pedestrian,62406974-845f-46d9-b383-723a4072f188,static,6.36533,-2.97828,-0.957661,0.665,0.499,1.742,0.109859,7.0926,1.5708,-0.4376
pedestrian,7c22e79e-4b23-4077-b861-4837d445a2fd,static,-4.20289,-3.37033,-0.803374,0.62,0.568,1.876,2.2925,5.4469,1.5708,-2.4657
pedestrian,862225e9-526b-48f0-9d41-6c333e2cb9d7,static,-34.6308,-4.13099,-1.24305,0.864,0.793,1.752,-1.58051,34.8985,1.5708,-3.0229
pedestrian,89a3f7d0-20e7-490d-b05b-65fc1963007e,static,-15.8392,-3.74933,-1.20855,0.81,0.784,1.573,-1.52815,16.3217,1.5708,-2.9092
car,927d5da0-36b5-468c-8c69-19c7d23a6301,static,-9.7165,-0.258826,-1.30292,1.973,4.464,1.511,-1.55066,9.8069,1.5708,-3.115
pedestrian,97142d41-6e10-46ab-8764-1904210b40f0,static,5.51927,-2.83186,-0.87331,0.583,0.554,1.878,0.205504,6.2645,1.5708,-0.4741
pedestrian,9b19d1e0-0fa9-4754-b1ae-466493d793cb,static,3.18209,-3.78584,-0.717866,0.544,0.517,1.652,-2.10497,4.9974,1.5708,-0.8718
car,b0f5092a-053c-4292-a1d2-9d988760e938,static,14.7548,-10.3081,-0.956307,2.394,4.89,1.978,0.0136659,18.0243,1.5708,-0.6098
pedestrian,b292e8ff-a0d6-49f3-8eba-1280486bb0de,static,24.4216,-4.04573,-1.8424,0.667,0.584,1.619,-2.73293,24.8229,1.5708,-0.1642
pedestrian,b71ab218-e52c-444e-896e-e98b597b6a72,static,23.102,-7.91866,-1.64972,0.745,0.605,1.64,-3.07973,24.4771,1.5708,-0.3302
truck,c4349eb7-8e18-41bd-a5f7-5a9876edb9f5,static,-51.5927,-0.544244,-1.71088,2.293,5.707,2.021,-1.55066,51.6239,1.5708,-3.131
pedestrian,d7832af9-f2fd-4f3b-8470-75ea4ad1d00f,static,31.152,-4.69578,-1.70365,0.591,0.548,1.752,0.00758217,31.55,1.5708,-0.1496
pedestrian,db6826c0-ef5b-441d-ad82-cefd2d2a8a34,static,23.8289,-7.84836,-1.50019,0.717,0.681,1.786,0.112303,25.1329,1.5708,-0.3182
pedestrian,dd0e214c-e7e5-4ac9-a7f8-b6fa15d4ad1c,static,5.77427,-2.5067,-1.03681,0.571,0.455,1.668,1.12215,6.3797,1.5708,-0.4096
pedestrian,e54b8089-8c52-470d-b18f-02d37ef92b49,static,6.4083,-5.61213,-0.665059,0.731,0.727,1.849,-2.76819,8.5443,1.5708,-0.7193
