label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,2b86cf51-bafc-46dd-8a7b-50fc19855d75,static,25.9559,-4.27178,-0.689393,2.21,5.193,1.466,-1.58758,26.3141,1.5708,-0.1631
car,66bb9071-c46f-488e-aefa-ff16e0ef0c99,static,10.4166,-3.28073,-0.965949,2.125,4.409,1.594,-1.60503,10.9637,1.5708,-0.3051
car,7db1e9c2-c03b-4dfe-b809-c25c6bd74b3f,static,-15.0829,-1.6222,-1.18257,2.207,4.619,1.724,-1.60503,15.2159,1.5708,-3.0345
truck,91f3c650-883a-405b-991d-b12fabcdaf93,static,-22.8672,-0.710173,-0.696512,3.209,6.795,2.822,-1.67537,22.8888,1.5708,-3.1105
car,c7dd37e8-c3d1-44b9-9009-b174c866b4e2,static,5.53047,-2.83175,-0.934077,2.25,5.204,1.936,-1.64029,6.2831,1.5708,-0.4732
pedestrian,c8f7f694-e5c2-42fc-89b0-ed9343909c87,static,-13.4263,-5.02224,-1.0093,0.74,0.592,1.573,1.51178,14.3704,1.5708,-2.7836
truck,d7075562-4837-448f-831f-6eeced4d8a56,static,11.477,-0.218411,-0.661086,2.855,7.346,2.241,-1.60503,11.4981,1.5708,-0.019
truck,d923ebe6-5a8d-417b-9565-160c126883e2,static,16.4097,-3.78715,-0.654471,2.224,5.485,1.814,-1.63994,16.8538,1.5708,-0.2268
truck,ddd9d37b-223b-44aa-aab6-cc0932d623ed,static,31.9533,-0.0905214,-0.256836,2.623,5.653,2.29,1.12937,31.9545,1.5708,-0.0028
car,ac9836d8-7d7f-4d36-a76d-7569b7b30bf3,static,20.4612,4.65832,-0.960364,2.223,4.181,1.516,1.53348,21.0067,1.5708,0.2239
car,b0c425b9-093d-42c2-9b6e-3067c10a70b2,static,8.12848,2.78842,-1.03181,2.207,4.697,1.583,1.54866,8.6552,1.5708,0.3305
car,b8e83619-30a1-40ef-bd5b-2d68422ca95d,static,6.7994,5.51422,-1.23638,2.298,5.072,1.517,1.53348,8.8412,1.5708,0.6814
bus,bd396d2b-5d93-468a-b660-41e9ab53744d,static,-7.75302,3.62105,-0.621593,3.308,7.7,2.843,1.58357,8.5795,1.5708,2.7047
car,c444e2d7-2b56-474d-bf5e-4fad225f9684,static,25.5715,4.26567,-0.769418,2.409,5.48,1.931,1.53348,25.9363,1.5708,0.1653
truck,cb1eacb0-90ab-4b62-82ea-885d1695cb8e,static,15.3596,5.16957,-1.06588,2.249,5.056,1.721,1.53348,16.2412,1.5708,0.3247
