label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,07996a11-b274-4a71-9d31-02bf5c3e1a23,dynamic,9.42883,-6.07931,-1.00307,0.62,0.729,1.436,1.53477,11.2635,1.5708,-0.5727
car,2b86cf51-bafc-46dd-8a7b-50fc19855d75,dynamic,0.657495,-2.80844,-1.12827,2.21,5.193,1.466,-1.5269,3.0972,1.5708,-1.3408
car,2e35f153-c008-4295-97dc-85b00a48c52c,dynamic,22.9795,-14.8624,-0.861673,2.602,4.986,2.0,0.00874499,27.3805,1.5708,-0.5741
car,4cb3ed34-f276-4893-9882-3186c8e6805f,dynamic,19.7256,-11.4244,-0.988089,2.222,4.7,1.463,0.00455569,22.8165,1.5708,-0.525
car,631bc362-42f6-4175-af7e-d6ead2f8dbab,dynamic,7.14414,-17.0754,-0.880337,1.911,4.677,1.538,-3.12412,18.5306,1.5708,-1.1745
car,66bb9071-c46f-488e-aefa-ff16e0ef0c99,dynamic,-14.9385,-2.74781,-1.16819,2.125,4.409,1.594,-1.54435,15.234,1.5708,-2.9597
car,7db1e9c2-c03b-4dfe-b809-c25c6bd74b3f,dynamic,-40.4482,-2.62343,-0.993293,2.207,4.619,1.724,-1.54435,40.5454,1.5708,-3.0768
truck,819ae5b4-4a1b-4794-a1ce-98ef013f2d90,dynamic,7.13863,-11.9804,-0.815432,2.284,5.151,1.8,-3.12412,13.9698,1.5708,-1.0334
truck,91f3c650-883a-405b-991d-b12fabcdaf93,dynamic,-48.2639,-2.1811,-0.38585,3.209,6.795,2.822,-1.61468,48.3147,1.5708,-3.0964
car,b57e5d16-b081-4bd9-af8b-6293e5d2730a,dynamic,23.008,-25.7903,-0.776669,2.054,4.527,1.648,0.00455569,34.5704,1.5708,-0.8424
car,be7b84d3-324b-4930-b46d-6c590c778f83,dynamic,35.2201,-2.9456,-1.20371,2.242,4.7,1.643,-1.50246,35.3636,1.5708,-0.0834
car,c7dd37e8-c3d1-44b9-9009-b174c866b4e2,dynamic,-19.8396,-2.59284,-1.06135,2.25,5.204,1.936,-1.57961,20.0364,1.5708,-3.0116
truck,d7075562-4837-448f-831f-6eeced4d8a56,dynamic,9.78626,-2.76315,-0.715998,2.855,7.346,2.241,-2.06439,10.194,1.5708,-0.2752
truck,d923ebe6-5a8d-417b-9565-160c126883e2,dynamic,-8.92109,-2.89477,-0.948543,2.224,5.485,1.814,-1.57926,9.4268,1.5708,-2.8278
car,0ac1fc92-dd80-450c-ab83-138421fe6470,dynamic,13.8591,31.8095,-1.80689,2.158,4.596,1.377,-3.11119,34.7446,1.5708,1.1599
pedestrian,184cbff0-0140-495f-a5dc-4c3d6d081a8a,dynamic,4.93482,17.3891,-1.55251,0.668,0.564,1.642,-0.12279,18.1423,1.5708,1.2943
car,367dd913-7982-4f8a-b6e8-02f5f833d9e5,dynamic,-41.3582,5.82377,-1.18724,2.188,4.845,1.495,1.58782,41.7831,1.5708,3.0017
car,89b19b68-f84d-4f5c-ad3b-43a19dcae913,dynamic,34.5068,5.53706,-1.41949,2.23,5.016,1.603,1.55954,34.977,1.5708,0.1591
car,a8e7817f-9400-4a00-af62-a386c51e1937,dynamic,-43.027,2.9846,-0.97751,2.014,4.48,1.471,1.59602,43.1415,1.5708,3.0723
car,ac9836d8-7d7f-4d36-a76d-7569b7b30bf3,dynamic,-5.30984,5.77278,-1.29527,2.223,4.181,1.516,1.59323,7.9497,1.5708,2.3144
car,b65187b6-9de8-4ce2-8108-5331be70a954,dynamic,20.0449,2.46586,-0.980997,2.246,5.266,1.78,1.74227,20.2198,1.5708,0.1224
car,b8e83619-30a1-40ef-bd5b-2d68422ca95d,dynamic,-18.9993,5.82088,-1.36289,2.298,5.072,1.517,1.59323,19.9177,1.5708,2.8443
car,ba748026-e0b4-433b-88a0-deb3ed47856f,dynamic,7.47398,20.3869,-1.58921,2.419,4.82,1.719,3.13429,21.7718,1.5708,1.2194
truck,bd405f4d-eecf-418e-a331-6ea80b8c8b82,dynamic,13.6844,14.5165,-1.15736,2.48,5.993,1.9,3.14075,19.9833,1.5708,0.8149
car,c444e2d7-2b56-474d-bf5e-4fad225f9684,dynamic,-0.194622,5.68369,-1.18282,2.409,5.48,1.931,1.59323,5.8087,1.5708,1.605
car,c69c9ca5-9591-414e-84a9-8b4997d3e8b7,dynamic,10.4436,13.9759,-1.42271,2.085,4.272,1.502,3.13708,17.5048,1.5708,0.9291
truck,cb1eacb0-90ab-4b62-82ea-885d1695cb8e,dynamic,-10.43,5.98173,-1.3221,2.249,5.056,1.721,1.59323,12.096,1.5708,2.6209
truck,ddd9d37b-223b-44aa-aab6-cc0932d623ed,dynamic,-58.4574,2.71126,-0.523493,2.623,5.653,2.29,1.59375,58.5226,1.5708,3.0952
car,e288c838-309d-472c-abd1-fac46d772f0a,dynamic,28.4077,2.66322,-1.30261,2.157,4.678,1.512,1.53686,28.562,1.5708,0.0935
car,f2783ef2-8051-432c-935e-c4c6a74b155a,dynamic,7.27543,15.2321,-1.72302,2.189,4.537,1.299,3.13429,16.9681,1.5708,1.1252
car,f7a37416-a57f-4415-a656-3dd8ddebf654,dynamic,23.3399,19.2198,-1.87042,2.233,4.606,1.568,-0.0231881,30.2927,1.5708,0.6889
