label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,0ae15502-a04e-4c44-96cd-fbbf52e86401,dynamic,21.6729,-9.17713,-0.937103,0.786,0.587,1.725,1.6373,23.5545,1.5708,-0.4005
car,0f2c28fd-a2cb-47a7-87cb-efc4a1985fcd,dynamic,18.6809,-19.7295,-0.903875,2.301,5.572,1.912,0.0192102,27.1854,1.5708,-0.8127
pedestrian,2057029b-110c-4bfb-9173-57a1dc92af67,dynamic,22.1546,-9.89665,-0.742669,0.69,0.766,2.0,1.66435,24.2759,1.5708,-0.4201
pedestrian,20813ee8-f33c-4f2e-aeb6-873b16dcc625,dynamic,23.842,-9.38445,-0.783752,0.805,0.834,1.849,1.59907,25.6344,1.5708,-0.375
truck,29f66ad1-7e5c-478e-9a7a-2847b388f0f7,dynamic,28.6542,-6.13874,-0.34132,2.893,7.223,2.979,-1.55405,29.3064,1.5708,-0.211
car,37c40dbc-92d1-4a04-9293-5de150f89ca4,dynamic,22.4226,-1.78361,-0.719895,2.282,5.174,1.816,-0.840688,22.5049,1.5708,-0.0794
truck,51ff2811-67a3-4e10-b038-b69e70d321cd,dynamic,2.45473,-6.27057,-1.06999,2.485,5.968,2.0,-1.55807,6.8184,1.5708,-1.1977
pedestrian,64e86547-c11e-4318-bc24-f58bda041448,dynamic,-0.296796,-8.6004,-0.9895,0.761,0.528,2.0,0.571376,8.6622,1.5708,-1.6053
car,7f9e125d-5fc2-492b-9b37-c8a29f9376e4,dynamic,-3.95782,-6.5313,-0.94563,2.153,5.108,2.226,-1.56069,7.6952,1.5708,-2.1156
pedestrian,9e7dbd90-d291-4a43-a8ad-c1c05ca2b61b,dynamic,-2.74371,-23.3253,-1.26016,0.624,0.661,1.788,3.10077,23.5199,1.5708,-1.6879
truck,a3b87dfc-edd1-410e-9e42-5325e3a79827,dynamic,39.8649,-6.08254,-0.290836,3.108,7.533,2.969,-1.60642,40.3273,1.5708,-0.1514
motorcyclist,a779f6c4-e18a-47ab-8554-7abdafd57ca8,dynamic,-9.96687,-1.23489,-1.04156,1.021,2.486,1.869,-1.67136,10.0969,1.5708,-3.0183
truck,b41c8a38-08ca-40b8-90e2-d8c24f956e4f,dynamic,-51.9648,-6.40106,-0.802467,3.173,7.306,3.259,-1.62737,52.3637,1.5708,-3.019
pedestrian,c0825522-294f-4bee-988b-18f2f49ef13c,dynamic,20.7378,-10.5886,-0.809212,0.764,0.703,2.0,1.57445,23.2987,1.5708,-0.4721
pedestrian,c7e2cf4b-9b77-41a0-87ad-488493e409a0,dynamic,-1.30877,-8.59153,-0.982992,0.836,0.732,2.055,-0.555902,8.7461,1.5708,-1.722
other vehicle,cfc4aa8f-aff7-4756-a3ef-22a2f59a989a,dynamic,-27.5163,-5.94499,-1.01273,1.785,5.987,2.379,-1.57151,28.1694,1.5708,-2.9288
pedestrian,d4fb4859-e740-4f03-9106-07578e32440b,dynamic,22.4658,-7.53625,-0.811113,0.809,0.936,1.917,1.75513,23.71,1.5708,-0.3237
other vehicle,dbd53396-b10f-4568-b02c-db1cafbfc41d,dynamic,-14.491,-5.64113,-0.745754,2.966,14.114,2.857,-1.57151,15.5682,1.5708,-2.7704
car,e1f8b88d-0480-4b66-b58f-64163d6c0c74,dynamic,-20.0564,-2.04934,-1.09979,2.103,4.707,2.0,-1.59944,20.1908,1.5708,-3.0398
pedestrian,e57dfe9c-a19e-45c5-860e-f217db7b7832,dynamic,11.3148,-10.3116,-1.01106,0.811,0.942,1.752,-1.68935,15.342,1.5708,-0.739
truck,fdc6d9bb-869c-4de8-8552-bb57624fcf67,dynamic,18.5192,-11.6927,-0.952835,2.249,5.335,1.956,-0.0324397,21.9223,1.5708,-0.5632
pedestrian,0fc4b0c1-1890-4604-a102-aa8fb6675a73,dynamic,3.64404,6.09131,-0.816802,0.525,0.521,1.778,-2.28457,7.1449,1.5708,1.0317
truck,150d9760-318e-4e8d-81d1-785cee0e77a6,dynamic,18.9938,39.8311,0.603913,2.424,5.108,2.591,0.0156228,44.1321,1.5708,1.1258
pedestrian,182ed80d-3e3f-44f3-b2d4-dde47a39a7e2,dynamic,18.652,16.405,-0.43013,0.885,1.072,1.931,1.48707,24.8436,1.5708,0.7214
pedestrian,1865ab40-0d9d-409c-ac81-cb347e9f6b45,dynamic,3.25746,16.32,-0.394257,0.811,1.048,1.917,0.0321997,16.6466,1.5708,1.3738
car,2767c503-45b3-414e-a188-82bd5d3d3387,dynamic,19.3548,46.1119,0.627898,2.07,4.285,2.125,-0.00182654,50.0131,1.5708,1.1734
pedestrian,3eb15c65-64af-478f-b8e1-44bea3e9b9d9,dynamic,5.21349,4.92288,-1.01961,0.881,1.161,1.78,0.183142,7.2426,1.5708,0.7567
car,423e4838-af25-4414-b24d-53916be1930a,dynamic,17.0973,17.9084,-0.483012,2.134,4.68,1.654,-0.0815689,24.7641,1.5708,0.8086
truck,4bc787f8-2b05-4854-925d-a7bdaae39381,dynamic,0.975683,2.85596,-1.05833,2.0,4.749,1.726,-1.53651,3.1982,1.5708,1.2416
pedestrian,63802064-9b40-49ec-9d63-9f2c2c63056a,dynamic,21.9482,11.9668,-0.380335,0.894,0.927,1.89,-3.07763,25.0014,1.5708,0.4992
pedestrian,6e24ebdd-f761-4b5f-b108-ba68bafb91a3,dynamic,4.55678,10.5432,-0.606248,0.604,1.019,1.904,0.0203342,11.5018,1.5708,1.1628
pedestrian,73aecda1-26c5-40bf-b3e7-dcd4dc544456,dynamic,31.7735,7.20141,-0.425436,0.934,1.081,1.849,1.56458,32.5822,1.5708,0.2229
pedestrian,750c1150-614b-46a7-8882-56227330540f,dynamic,4.52803,13.1446,-0.543328,0.678,0.891,1.9,0.058723,13.9133,1.5708,1.239
pedestrian,7615250a-6e76-4155-a83f-719c645a1bf7,dynamic,2.42212,16.2767,-0.374199,0.793,1.061,2.013,0.0321997,16.4602,1.5708,1.4231
pedestrian,800e7f9f-5712-4499-9009-ad66de2fe403,dynamic,3.75755,10.3697,-0.672523,0.638,0.705,1.774,0.0147503,11.05,1.5708,1.2232
