label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
other vehicle,00a23f0d-a56b-4cb2-b220-4b91682e283f,static,20.1389,-7.27466,-1.1023,0.977,2.396,1.589,0.112312,21.4409,1.5708,-0.3466
other vehicle,0b3ed531-a277-4ec0-8bfd-0d09bef6bb0d,static,25.291,-6.9738,-1.10671,1.02,2.225,1.469,-0.019379,26.2582,1.5708,-0.2691
other vehicle,1aa62d9d-6743-4e9c-93a9-6e42404b9c00,static,23.2674,-7.01971,-1.15302,0.935,2.37,1.445,0.112312,24.3306,1.5708,-0.293
pedestrian,2208a659-d8a6-4d06-b2b5-57b9b715e624,static,-4.89146,-7.13505,-0.953455,0.849,0.852,2.083,-1.44219,8.7031,1.5708,-2.1718
car,36979617-94ec-4cf7-9174-af69970c73bb,static,39.1843,-5.63673,-0.686959,2.494,5.81,2.0,-1.49573,39.5936,1.5708,-0.1429
pedestrian,43b4e376-b13b-4b4a-b2cb-7b29e5b2df83,static,6.68643,-10.0193,-0.864591,0.683,0.822,2.0,1.12639,12.0765,1.5708,-0.9823
truck,494a4526-209a-4449-820a-fbd93897e16b,static,1.82206,-38.4172,-0.392377,3.062,8.685,3.726,0.0898086,38.4624,1.5708,-1.5234
car,50762a8c-07ba-4fbd-b1d6-613b44bb12aa,static,-67.3119,-4.48481,-1.12511,2.102,4.503,1.658,-3.03904,67.4705,1.5708,-3.0751
truck,548d7305-d4bf-4d57-84cc-3a538bdf482e,static,51.4495,-4.60889,-0.0290958,3.084,8.491,3.024,-1.47827,51.6555,1.5708,-0.0893
pedestrian,6be4c1bd-f7f4-468d-bd1b-d582f8af8a31,static,5.59552,-15.7619,-0.763897,0.698,1.062,2.0,-2.98724,16.7431,1.5708,-1.2297
car,7363d666-2fca-4654-aff4-027a37549b21,static,10.3405,-7.86111,-0.993298,2.434,5.021,1.854,-1.42641,13.0273,1.5708,-0.65
truck,aaa15761-2a9d-4196-a918-bba3455677bc,static,-0.0391004,-16.2758,-0.464725,2.932,7.424,3.213,0.0969614,16.2825,1.5708,-1.5732
truck,b1cb6503-bd9a-4041-bf14-a141b345f32f,static,-22.4209,-4.9532,-0.725636,3.049,9.245,2.986,-1.4746,22.973,1.5708,-2.9242
truck,b21ad427-3998-4f44-bac8-e87f9de58c1b,static,-8.90692,-3.84109,-0.123757,3.245,11.757,3.991,-1.49207,9.7006,1.5708,-2.7344
pedestrian,bee04e5b-e618-454e-9fe9-649ecf830d38,static,1.10343,-8.72125,-0.895479,0.934,1.081,2.138,-2.19014,8.8363,1.5708,-1.4449
car,f032875c-41b8-41be-8c3d-01e12ea021d9,static,3.19432,-20.2987,-0.791503,2.175,5.02,2.354,0.0857962,20.5637,1.5708,-1.4147
truck,1050e9fe-27ed-47e1-8669-6af99c2fab81,static,48.8257,6.45359,-0.819994,2.216,4.946,1.998,-1.46018,49.2572,1.5708,0.1314
car,3441c718-dc4e-475d-a814-19ba180c0dd5,static,14.4897,7.69021,-1.25206,2.092,4.781,1.448,-1.59077,16.4517,1.5708,0.4879
pedestrian,4afc63ae-3046-455b-b0d7-0294026293ab,static,-5.25673,10.9037,-0.921829,0.891,0.933,1.832,-0.661574,12.1398,1.5708,2.02
other vehicle,50a87936-7ed0-4b2e-83de-dc6add3099c7,static,-46.3016,4.69107,-1.13584,0.853,2.052,1.492,-3.03183,46.5525,1.5708,3.0406
car,5f512e89-29c3-405f-856e-27dc45572078,static,8.55774,8.16679,-1.14226,2.083,4.716,1.763,-1.63389,11.8843,1.5708,0.762
pedestrian,68e52b4c-bcfa-4dc3-9e99-063f71adbd3b,static,-2.46916,12.0556,-0.81999,0.98,1.091,2.0,-0.50122,12.3332,1.5708,1.7728
car,86593a9a-c718-4004-9b42-70fb30ba31cf,static,-14.9499,6.81194,-1.1389,2.271,4.802,1.677,-1.48131,16.4681,1.5708,2.714
pedestrian,964ddc0f-bf27-4a56-8067-786d1d401cf4,static,-35.9983,5.68856,-1.08832,1.044,0.671,1.842,1.93294,36.4612,1.5708,2.9849
truck,a965b324-beea-4674-8ea1-7861b688899e,static,13.1123,3.83097,-0.819201,2.799,6.057,2.046,-1.56511,13.685,1.5708,0.2843
car,bfd0f43c-5a40-4ea2-a9fe-54568915d254,static,40.7811,3.97477,-0.878412,1.897,3.856,2.036,-1.63023,40.9838,1.5708,0.0972
car,d8ad451a-435c-4ef5-b318-ff6ccc629446,static,-70.1739,2.31529,-0.808067,2.152,4.651,1.606,-3.0109,70.2167,1.5708,3.1086
