label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,1aedeb83-4344-4113-bcae-cea407ce9077,dynamic,-27.6412,-6.36361,-1.32067,2.234,5.843,2.139,-1.50242,28.395,1.5708,-2.9153
pedestrian,1fa44839-7a01-4130-a106-41b110fd9d9b,dynamic,-6.93936,-11.4859,-1.02004,0.681,0.835,2.0,-1.42988,13.4581,1.5708,-2.1143
pedestrian,38e49a58-4d9a-498d-8ec5-443a4b1357be,dynamic,12.7721,-10.5866,-0.868329,0.692,0.7,1.917,-1.51185,16.6119,1.5708,-0.6921
pedestrian,4c8726d4-1cfb-44a7-bb2e-dadbe90663fb,dynamic,2.27976,-14.0836,-0.938961,0.756,0.781,1.739,-0.49741,14.2978,1.5708,-1.4103
car,4cc16501-b7de-4a56-8bcb-b25d8ec6e548,dynamic,47.1318,-6.28939,-0.628496,2.137,4.603,1.775,-1.53053,47.5537,1.5708,-0.1327
truck,548d7305-d4bf-4d57-84cc-3a538bdf482e,dynamic,-34.93,-6.57338,-0.923727,3.084,8.491,3.024,-1.53734,35.5551,1.5708,-2.9556
pedestrian,60922a31-57d7-43fc-817c-5868b411b530,dynamic,-12.0569,-8.38238,-1.09368,0.713,0.945,2.0,1.60862,14.7251,1.5708,-2.5341
truck,8b7b0093-180a-4e03-a921-d56fee4545f3,dynamic,-6.11819,-51.1259,-0.192015,3.374,10.782,4.404,0.0277236,51.491,1.5708,-1.6899
pedestrian,9a8d1765-2d07-4909-a702-5806b755d47b,dynamic,-6.56376,-12.2981,-0.991992,0.614,0.737,2.281,-1.46733,13.9753,1.5708,-2.0611
pedestrian,9be5a979-a2f4-42e8-b58e-1ac3147308de,dynamic,-24.0467,-9.47244,-1.24284,0.677,0.963,2.0,-1.53961,25.875,1.5708,-2.7663
car,a3bd799d-0c4e-4609-8bd0-b225cd5346e8,dynamic,-12.5045,-54.6684,-1.25916,2.425,5.563,2.381,-3.13289,56.0944,1.5708,-1.7957
truck,b21ad427-3998-4f44-bac8-e87f9de58c1b,dynamic,-94.9065,-2.70638,-0.370303,3.245,11.757,3.991,-1.55114,94.9458,1.5708,-3.1131
pedestrian,b519050e-f7c6-4d5a-8fce-86ea3ec9a6ac,dynamic,9.79429,-10.939,-0.914146,0.844,0.821,1.866,-1.44967,14.7114,1.5708,-0.8406
car,d1b67916-f406-48b3-84d8-f8cfb549cf4e,dynamic,35.3453,-6.7072,-0.86289,2.08,4.261,1.751,-1.43973,35.9864,1.5708,-0.1875
pedestrian,e7eb8f3c-6f2d-4c03-8450-9ce8a5fe3de3,dynamic,19.8341,-9.02703,-0.784964,0.699,0.609,1.86,0.478553,21.8058,1.5708,-0.4271
pedestrian,0800567a-006a-4b60-9c06-71cc8e7833b1,dynamic,6.59933,9.1421,-0.804389,0.741,1.03,2.138,-1.51004,11.3038,1.5708,0.9455
truck,1050e9fe-27ed-47e1-8669-6af99c2fab81,dynamic,-35.9912,4.61624,-1.48867,2.216,4.946,1.998,-1.51073,36.3166,1.5708,3.014
pedestrian,25d858ae-282b-4f88-a973-89a9785df4b3,dynamic,-19.5148,8.83307,-1.17816,0.837,0.755,2.0,-0.857089,21.4532,1.5708,2.7166
car,273c1fec-b121-4d2f-bc77-ccf02afb3a8e,dynamic,-14.3637,15.3192,-1.1374,2.263,4.816,2.0,-3.0919,21.0306,1.5708,2.324
car,33b5fb7c-dfa3-4445-b18b-bb645957e56c,dynamic,33.2453,7.02164,-0.765135,2.234,4.66,2.052,-1.52872,33.9873,1.5708,0.2081
pedestrian,36385c02-2664-494f-9924-20b95a71213a,dynamic,5.52064,8.54398,-0.910296,0.651,0.528,2.0,-3.10969,10.213,1.5708,0.9971
pedestrian,3ebef324-d504-4bc6-b833-c217c034e56a,dynamic,-19.0309,27.1628,-1.10194,0.773,0.685,1.918,-3.07288,33.1844,1.5708,2.1819
pedestrian,437cde58-ffc7-4954-8bfd-83efa3177ea0,dynamic,-18.1876,27.2482,-1.04929,0.862,0.928,1.835,0.0748192,32.7773,1.5708,2.1594
