label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,36b67112-7624-4915-9637-f3ea85c25cc5,dynamic,4.02906,-7.64776,-1.01429,0.791,0.823,2.0,-2.7938,8.7035,1.5708,-1.0859
pedestrian,4da8135d-a305-4429-a01f-55adf6d44590,dynamic,21.5259,-7.61399,-1.03974,0.91,0.902,2.0,0.186858,22.8565,1.5708,-0.34
truck,4e4aa3bb-e746-4524-bccd-d8fe67145276,dynamic,11.6629,-5.58599,-0.906072,2.119,5.435,1.974,-0.750973,12.9633,1.5708,-0.4467
pedestrian,640cae1b-294b-4a57-bcaf-0c35c5cd6fae,dynamic,6.1308,-5.98919,-1.12476,0.892,1.047,2.0,-1.40592,8.6442,1.5708,-0.7737
other vehicle,6f24984f-ab38-4a4d-9430-441f5f9700b7,dynamic,11.4854,-13.0485,-1.14803,0.748,1.812,1.194,-0.0362237,17.4211,1.5708,-0.849
pedestrian,75d0e5df-b848-403c-a364-63efb2fc11e7,dynamic,3.15654,-8.47131,-1.04013,0.664,0.888,2.213,0.0344711,9.0999,1.5708,-1.2141
pedestrian,798c8705-b93d-48e6-a177-bf66994e1747,dynamic,6.92864,-11.6599,-0.911892,0.882,1.109,1.843,-1.61168,13.5938,1.5708,-1.0346
other vehicle,7b714a38-7643-4f5d-85c6-8494a06e5a0d,dynamic,-31.6403,-4.38199,-0.223897,2.488,2.628,3.364,1.54405,31.9431,1.5708,-3.004
pedestrian,99b03589-02ec-415e-a291-035b7b45fdc0,dynamic,12.1161,-8.67225,-1.00282,0.733,1.017,2.0,1.71839,14.9336,1.5708,-0.6212
pedestrian,9ee7f5cd-bf4f-4197-bf30-d3d1ea3e5b80,dynamic,6.52632,-9.83434,-0.877779,0.986,1.125,2.0,1.54248,11.8354,1.5708,-0.9849
car,9f8c62c4-3bc9-43af-8007-887b2a644a2b,dynamic,20.3944,-5.37382,-1.10782,2.178,4.79,1.72,-1.60382,21.1196,1.5708,-0.2576
truck,a64063ed-e56e-4a85-aecc-0fecbb02c8bc,dynamic,-25.375,-4.6285,-0.712956,2.602,5.925,2.502,-1.65408,25.8035,1.5708,-2.9612
pedestrian,b9e96799-a31b-4f72-97e7-ab62a04618fb,dynamic,12.2258,-10.843,-1.14795,0.79,1.102,2.0,-1.72161,16.3817,1.5708,-0.7255
car,bfa54eb1-e232-4f20-93fa-be829bf0f052,dynamic,35.0598,-7.77518,-0.918443,2.351,5.325,1.952,-1.63629,35.9233,1.5708,-0.2182
pedestrian,cddd372e-4e44-46b1-8757-f56bdf1cf61f,dynamic,8.55606,-5.57389,-0.961053,0.827,1.181,2.0,-0.194892,10.2566,1.5708,-0.5774
car,e5051b02-c946-47cd-87f3-81a8b731d848,dynamic,29.165,-2.6347,-1.05313,2.272,4.628,1.677,-1.73348,29.3027,1.5708,-0.0901
other vehicle,e5fe97e6-6fb6-481c-87cf-32e9632f5110,dynamic,-9.25239,-5.34295,-0.765496,2.171,3.262,2.56,1.53306,10.7117,1.5708,-2.6179
car,e62621a7-31b9-453f-b286-dccdfa7f8fa4,dynamic,2.96082,-16.9974,-0.702162,2.303,4.767,1.901,3.04252,17.2676,1.5708,-1.3983
car,e8c4f63a-ccd7-475f-b7ad-65a0c05bedaf,dynamic,41.6853,-2.62496,-1.45296,2.088,4.684,1.444,-1.66769,41.7931,1.5708,-0.0629
car,00a8f568-33c7-497a-9c73-1706af5e8a7f,dynamic,-12.1718,0.104725,-1.05409,2.24,4.505,1.674,-1.5965,12.2178,1.5708,3.133
car,0fceb5d7-67c1-407e-8abc-5faf48804f51,dynamic,-35.3355,11.9757,-1.27456,2.0,4.361,1.69,1.48384,37.3315,1.5708,2.8148
car,1ebac555-286b-4d1d-b558-48937b6ee61b,dynamic,-22.5775,1.3742,-0.902001,2.252,4.396,1.655,-1.65234,22.6373,1.5708,3.0808
car,1f2fd356-4c21-49a0-95b1-75df32d97655,dynamic,-55.2419,13.2471,-0.712366,2.385,5.236,2.058,1.47773,56.8125,1.5708,2.9062
pedestrian,27d3c7d5-de93-4c01-a391-c0bf5632e7f0,dynamic,31.1971,11.1796,-1.28384,0.767,0.922,2.0,1.51228,33.1646,1.5708,0.3441
other vehicle,30ee3d2a-c854-4a02-8226-2ff7f22db0ff,dynamic,4.16078,9.29777,-0.786207,2.565,3.111,2.501,1.47773,10.2166,1.5708,1.15
other vehicle,32e69cbb-0fdc-4bd9-8c7b-51634b8ed241,dynamic,-10.7976,7.50311,-0.313231,3.155,20.688,3.904,1.47948,13.1523,1.5708,2.5343
car,410a53b0-d4d6-47d9-8ba5-6a17ee88cbe9,dynamic,-40.6033,12.2276,-1.08107,2.038,3.984,1.767,1.48384,42.4183,1.5708,2.8491
car,570f9181-adde-437c-ab3a-d088e62d26e0,dynamic,-30.0315,1.19582,-0.907603,2.357,4.949,1.851,-1.64658,30.069,1.5708,3.1018
pedestrian,6b39e8b4-9a37-4fc6-a207-0b3a0705373a,dynamic,-8.81296,12.625,-1.07045,0.794,0.947,2.0,1.5826,15.4339,1.5708,2.1802
other vehicle,86d1a209-04b8-4679-bdb8-55ceef565892,dynamic,33.2577,8.12237,-1.16307,2.732,2.014,2.449,-1.56963,34.2549,1.5708,0.2395
car,87038a7f-c1bc-4cb4-a7a2-d5b947398288,dynamic,-7.94354,10.3409,-1.41969,2.015,4.363,1.69,1.47948,13.1168,1.5708,2.2258
pedestrian,8b519e30-d8a0-443f-ae33-e2b4f5ae53b2,dynamic,34.7572,11.8658,-1.45478,0.653,0.582,2.096,-1.55707,36.7556,1.5708,0.329
other vehicle,a85e43bc-10f8-4740-9c43-70ec964336f4,dynamic,1.37296,18.8321,-1.17796,1.506,3.535,2.003,-1.68097,18.9188,1.5708,1.498
pedestrian,abb7d3bd-9fa3-4df2-9ec7-9efe094fc570,dynamic,-8.81278,14.0525,-1.08975,0.626,0.854,2.0,1.53113,16.623,1.5708,2.1309
car,cb0a82a9-d865-4094-a65b-4a0e7bfd83f3,dynamic,-22.3528,4.48599,-0.999673,2.131,4.526,1.709,1.52484,22.8204,1.5708,2.9435
pedestrian,cccd289b-065d-4ed8-a54a-97d46aa0ef50,dynamic,20.557,10.8525,-1.37658,0.688,0.768,2.0,1.47302,23.2865,1.5708,0.4857
