label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,08cb7588-d558-4edc-867b-5451ca113905,dynamic,-36.2092,-6.82246,-1.32798,0.775,1.027,2.0,1.53777,36.8703,1.5708,-2.9554
car,1112abff-093d-4913-b66e-270d0c22a753,dynamic,-41.0118,-4.74368,-1.62981,2.2,4.446,1.595,1.52834,41.3174,1.5708,-3.0264
car,1b641667-d945-4c03-a1e0-47779b4f066f,dynamic,30.3982,-2.12936,-0.605936,2.074,4.692,1.761,-1.51376,30.4787,1.5708,-0.0699
pedestrian,2bd285b6-bd64-425f-ae8c-f677807f2594,dynamic,27.7887,-9.51636,-0.585976,0.779,0.919,2.0,-1.57433,29.3788,1.5708,-0.3299
pedestrian,36b67112-7624-4915-9637-f3ea85c25cc5,dynamic,26.0433,-7.46458,-0.701602,0.791,0.823,2.0,-0.396756,27.101,1.5708,-0.2791
pedestrian,3d48473d-0bef-4706-b514-0cb0bad0fd09,dynamic,-19.5527,-8.91773,-1.47234,0.566,1.006,2.0,1.56919,21.5407,1.5708,-2.7137
pedestrian,43d76b63-cb22-464e-8ba7-d467ba477ef0,dynamic,-35.1678,-7.5089,-1.35852,0.715,0.888,2.0,1.47651,35.9862,1.5708,-2.9312
car,4403069e-b2d3-478a-b493-01ca5caabb44,dynamic,-55.1753,-4.69619,-1.28155,2.093,4.418,1.961,1.52834,55.3896,1.5708,-3.0567
pedestrian,640cae1b-294b-4a57-bcaf-0c35c5cd6fae,dynamic,26.7311,-6.86312,-0.841674,0.892,1.047,2.0,-1.36506,27.6109,1.5708,-0.2513
pedestrian,75d0e5df-b848-403c-a364-63efb2fc11e7,dynamic,22.7462,-8.24831,-0.840695,0.664,0.888,2.213,0.0753608,24.2101,1.5708,-0.3479
pedestrian,798c8705-b93d-48e6-a177-bf66994e1747,dynamic,8.53237,-10.0423,-0.794741,0.882,1.109,1.843,-1.57084,13.2015,1.5708,-0.8665
other vehicle,7b714a38-7643-4f5d-85c6-8494a06e5a0d,dynamic,-11.7955,-5.74351,-0.460521,2.488,2.628,3.364,1.58489,13.1276,1.5708,-2.6885
car,9f8c62c4-3bc9-43af-8007-887b2a644a2b,dynamic,40.0126,-4.64424,-0.465767,2.178,4.79,1.72,-1.56298,40.2839,1.5708,-0.1156
truck,a64063ed-e56e-4a85-aecc-0fecbb02c8bc,dynamic,-5.50835,-5.73461,-0.839154,2.602,5.925,2.502,-1.61325,7.9957,1.5708,-2.3361
pedestrian,ad54a608-0dd0-47a8-9af5-42e18e8354e9,dynamic,-19.5889,-8.02538,-1.43926,0.696,0.84,2.0,1.56919,21.218,1.5708,-2.7528
pedestrian,b9e96799-a31b-4f72-97e7-ab62a04618fb,dynamic,12.9444,-8.58064,-0.738364,0.79,1.102,2.0,-1.68079,15.5477,1.5708,-0.5854
pedestrian,be3c3c8f-0ecf-414c-b310-47b33ed7ec42,dynamic,-24.7398,-8.90693,-1.09969,0.503,0.73,2.0,-1.66508,26.3173,1.5708,-2.796
car,c4506661-fae1-4430-9238-9100216e1ec3,dynamic,-55.0669,-1.69343,-1.38091,2.2,4.918,1.994,-1.61325,55.1102,1.5708,-3.1109
pedestrian,cddd372e-4e44-46b1-8757-f56bdf1cf61f,dynamic,28.9691,-5.34799,-0.522377,0.827,1.181,2.0,1.12012,29.4632,1.5708,-0.1826
other vehicle,e5fe97e6-6fb6-481c-87cf-32e9632f5110,dynamic,10.6736,-5.79851,-0.620634,2.171,3.262,2.56,1.5739,12.1628,1.5708,-0.4977
pedestrian,e84e0d01-8a81-42d5-8c98-47da6c1cfb60,dynamic,-10.9415,-8.61735,-1.02314,0.717,1.116,2.0,1.5252,13.965,1.5708,-2.4745
car,fe00b624-ca52-4a1d-aaad-d82151c4ef0a,dynamic,14.7197,-0.440289,-0.672765,2.1,4.709,2.0,-1.54256,14.7416,1.5708,-0.0299
pedestrian,00a88790-4385-4707-9ca4-bd4da9070a7a,dynamic,17.0043,12.0679,-0.571443,0.773,0.562,2.0,3.03928,20.8592,1.5708,0.6172
car,055da6fb-6834-4ec5-a145-a868d53bcbf6,dynamic,40.0582,3.16614,-0.536672,2.069,4.667,1.646,1.55209,40.1867,1.5708,0.0789
car,09981cd4-7a74-4c9e-8448-de3939aae3cc,dynamic,-26.7672,8.47448,-1.31061,2.236,4.777,1.857,1.02151,28.1073,1.5708,2.835
car,0fceb5d7-67c1-407e-8abc-5faf48804f51,dynamic,-16.2278,10.4392,-1.52301,2.0,4.361,1.69,1.52486,19.3556,1.5708,2.5699
car,1f2fd356-4c21-49a0-95b1-75df32d97655,dynamic,-36.1713,10.9035,-1.29938,2.385,5.236,2.058,1.51875,37.8013,1.5708,2.8488
pedestrian,2ff5388e-442c-4714-ad41-0e3b7d8dfdb1,dynamic,-12.6586,12.7816,-1.19732,0.783,0.773,2.0,1.46848,18.0289,1.5708,2.3514
