label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,0576cd72-4785-45a3-844c-ef0b4296aa9b,dynamic,-5.93886,-0.743218,-1.24558,2.055,4.621,1.394,-1.38292,6.1134,1.5708,-3.0171
pedestrian,0e16cb21-4807-4e2a-827a-c26091e72eeb,dynamic,-15.1874,-11.4461,-0.48792,1.013,1.013,1.931,-1.37978,19.0239,1.5708,-2.4958
pedestrian,12f65f65-c4d0-425c-af81-9ce8955b0739,dynamic,4.31969,-8.08928,-0.81495,0.697,0.891,1.785,1.71155,9.2065,1.5708,-1.0803
pedestrian,16a9143a-39d6-47f4-94ca-30a01f2e48af,dynamic,25.3493,-4.4034,-0.743001,0.74,0.877,1.615,-1.4002,25.7396,1.5708,-0.172
pedestrian,16eb9cb5-76ca-4413-abe6-33a12c5ea8bb,dynamic,8.13759,-4.20847,-0.968056,0.732,0.851,1.483,-1.39549,9.2124,1.5708,-0.4773
pedestrian,200891ea-a004-40e7-bba5-1c5a1a9e0619,dynamic,20.0966,-2.65507,-0.989092,0.679,0.728,1.681,-1.21326,20.2953,1.5708,-0.1314
pedestrian,3214c356-3521-45f1-8f7f-e96610afb8fa,dynamic,-0.820267,-9.53768,-0.600212,0.76,1.019,1.773,-1.37978,9.5917,1.5708,-1.6566
pedestrian,4049f112-7f79-4923-abf1-ba7fed4d38a3,dynamic,19.7711,-1.69996,-0.858526,0.699,0.926,1.835,-1.4002,19.8626,1.5708,-0.0858
pedestrian,4114ba8e-c9b5-490f-b335-fa94bfcde1c5,dynamic,3.72988,-16.0983,-0.517197,0.715,0.872,1.752,-2.97322,16.5328,1.5708,-1.3431
pedestrian,462a2003-5315-4d59-86b4-60646903ff0e,dynamic,-10.8241,-11.9696,-0.635656,0.68,0.919,1.577,-1.37978,16.1504,1.5708,-2.306
pedestrian,5630e229-1a08-4202-ba0d-286a2d9ac7bd,dynamic,4.02843,-6.67364,-0.869853,0.852,1.183,1.713,1.74453,7.8436,1.5708,-1.0277
pedestrian,5ba3699e-ff65-4737-a204-96ea4a5cf9fb,dynamic,7.13713,-9.93376,-0.771738,0.717,0.88,1.845,2.58569,12.2562,1.5708,-0.9478
pedestrian,5c941781-6e74-450d-842e-bccf60be5410,dynamic,-3.20383,-5.81574,-0.702892,0.865,1.157,1.782,1.76181,6.6769,1.5708,-2.0743
pedestrian,5cca2ee1-1af6-4341-b1c5-ad7e20f0f498,dynamic,28.2745,-24.7004,-0.317639,1.148,1.246,2.0,-2.80205,37.5454,1.5708,-0.718
car,5d0ae5ed-b192-478f-a163-58583b35d850,dynamic,32.6435,-72.6241,-0.0146963,2.005,4.788,2.0,-2.9489,79.6232,1.5708,-1.1484
pedestrian,5e82bbe3-d434-46d8-8ba4-24954d58f473,dynamic,1.72285,-3.8124,-0.822507,0.869,1.004,1.742,1.81417,4.2637,1.5708,-1.1464
