label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,224e6ff0-c93c-4568-95de-90b9cb268ae7,static,-27.1557,-4.69272,0.692942,2.209,4.843,1.688,-1.59903,27.5669,1.5708,-2.9705
car,30de00e1-ec2d-4196-b18f-ed8072487789,static,-19.4641,-5.04426,1.01082,2.231,5.425,1.806,-1.55192,20.1325,1.5708,-2.888
car,32b71493-5d9a-4595-80eb-df5ea260426d,static,-10.4118,-40.0597,3.88602,2.334,4.669,2.0,1.61323,41.5727,1.5708,-1.8251
pedestrian,5768bf5d-44ec-41cb-bfc2-f6935045ed10,static,6.56054,-20.0369,2.96989,0.944,0.894,2.069,0.314338,21.2917,1.5708,-1.2544
car,59dbdb16-c178-47ca-ae1f-7d7776c6b1c6,static,-13.4573,-5.01574,1.16541,2.201,4.632,1.875,-1.50952,14.4088,1.5708,-2.7848
pedestrian,6c18ba9b-f1eb-4428-8caf-6773824c4300,static,3.227,-16.994,2.4969,0.992,1.149,2.0,-0.291811,17.477,1.5708,-1.3831
car,6f9e29f4-48c2-4b72-87d7-422c91be521a,static,13.0043,-5.77009,1.87502,2.37,5.564,2.044,-1.57826,14.35,1.5708,-0.4176
car,bf0d9d77-59c6-4df3-98c6-02e9068f2168,static,-37.7454,-4.50404,0.612302,2.364,4.895,1.646,-1.58158,38.0181,1.5708,-3.0228
car,c2949c82-f493-4b7b-a8f7-485d4b51cab1,static,1.99945,-33.9895,3.69219,2.168,4.408,1.778,-1.61002,34.2479,1.5708,-1.512
truck,cac96e94-17da-494a-b97c-9aef851026f8,static,-10.2288,-26.7352,3.05716,2.5,5.63,2.0,1.59578,28.7879,1.5708,-1.9362
truck,caf11a04-741e-425c-b53c-a666834702ac,static,-5.40864,-11.9048,1.9973,2.71,6.024,2.159,-2.95381,13.2275,1.5708,-1.9972
car,d3b1a4b8-0085-4cef-94fb-d00a0a8eed76,static,5.41287,-5.55788,1.53221,2.162,4.987,1.743,-1.61316,7.908,1.5708,-0.7986
car,089f6311-425e-4f6b-bcec-5b2c9e5163c6,static,-27.7495,7.53271,0.0483708,2.224,4.554,1.778,0.718699,28.7538,1.5708,2.8765
car,12d137c0-bfed-402a-b342-accbaad1f3af,static,27.5124,6.83465,1.38447,2.165,4.793,1.927,0.716255,28.3824,1.5708,0.2435
car,181aa2ae-2cc6-475d-a75b-d30fa0c30151,static,-4.67098,7.03337,0.787961,2.372,5.364,2.09,0.698279,8.4798,1.5708,2.157
car,261b2a17-b1c7-4d05-9dc9-529250a821f2,static,-35.2886,8.34015,-0.10466,2.197,4.649,1.986,0.744179,36.2609,1.5708,2.9095
other vehicle,4c89af9a-94e9-44c0-8ecc-72d93432b7d7,static,8.29712,10.1333,0.639096,0.408,1.837,1.205,-1.46406,13.1124,1.5708,0.8847
car,53bc529f-612e-49f5-98aa-af0c9faf7453,static,-31.4989,7.82849,-0.041969,2.266,4.537,1.763,0.814512,32.4572,1.5708,2.898
car,751366c5-e5ce-4fd0-8ae0-0060214fb422,static,7.04007,4.58493,1.13582,2.372,4.659,2.0,1.04154,8.4779,1.5708,0.5773
car,9852e81f-99d4-432e-9f7e-33bad3ce33cd,static,-24.6918,7.75357,0.110874,2.301,5.137,1.959,0.718699,25.8808,1.5708,2.8373
car,bd008aaa-4cbf-4f94-97b1-72ce6dfb1872,static,-21.6131,8.03465,0.211101,2.053,3.096,1.959,0.715732,23.0592,1.5708,2.7857
truck,bd960cbf-5bf2-4d49-aa1f-1e02f596d907,static,37.6394,5.58469,2.61366,3.166,11.171,3.707,1.53359,38.1411,1.5708,0.1473
car,ca945ff5-348b-44e7-8dd4-5522c5b12764,static,-42.0605,7.65005,-0.136545,2.444,5.259,1.905,0.933703,42.7508,1.5708,2.9617
car,fafff405-6c99-4490-a440-b9773c14d469,static,13.4135,2.63029,1.53414,2.244,4.991,2.0,1.58715,13.7548,1.5708,0.1936
