label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,224e6ff0-c93c-4568-95de-90b9cb268ae7,static,-33.6984,-4.4282,0.564233,2.209,4.843,1.688,-1.60466,33.9928,1.5708,-3.0109
car,30de00e1-ec2d-4196-b18f-ed8072487789,static,-26.0067,-4.8238,0.899236,2.231,5.425,1.806,-1.55755,26.4656,1.5708,-2.9582
car,32b71493-5d9a-4595-80eb-df5ea260426d,static,-17.1602,-39.9004,3.72183,2.334,4.669,2.0,1.6076,43.5932,1.5708,-1.977
car,59dbdb16-c178-47ca-ae1f-7d7776c6b1c6,static,-19.9946,-4.82909,1.06785,2.201,4.632,1.875,-1.51515,20.5972,1.5708,-2.9046
pedestrian,6c18ba9b-f1eb-4428-8caf-6773824c4300,static,-2.52998,-15.8168,2.3992,0.992,1.149,2.0,-0.297387,16.1965,1.5708,-1.7294
car,6f9e29f4-48c2-4b72-87d7-422c91be521a,static,6.45427,-5.74476,1.83145,2.37,5.564,2.044,-1.5839,8.8326,1.5708,-0.7273
car,7634a2e7-2f48-4470-9a6a-47d6f1bd7f1d,static,-18.4523,-50.4977,4.21393,2.051,3.949,1.754,1.6076,53.9283,1.5708,-1.9211
car,c2949c82-f493-4b7b-a8f7-485d4b51cab1,static,-4.7124,-33.9009,3.56745,2.168,4.408,1.778,-1.61566,34.4123,1.5708,-1.7089
truck,cac96e94-17da-494a-b97c-9aef851026f8,static,-16.8929,-26.5738,2.92172,2.5,5.63,2.0,1.59015,31.6239,1.5708,-2.1371
truck,caf11a04-741e-425c-b53c-a666834702ac,static,-11.7592,-14.7472,2.18353,2.71,6.024,2.159,-3.06417,18.9875,1.5708,-2.2439
car,d3b1a4b8-0085-4cef-94fb-d00a0a8eed76,static,-1.05803,-5.47523,1.47531,2.162,4.987,1.743,-1.6188,5.7684,1.5708,-1.7617
car,089f6311-425e-4f6b-bcec-5b2c9e5163c6,static,-34.1619,7.80136,-0.0842448,2.224,4.554,1.778,0.713116,35.0415,1.5708,2.9171
car,12d137c0-bfed-402a-b342-accbaad1f3af,static,21.1188,6.80432,1.4326,2.165,4.793,1.927,0.710673,22.2341,1.5708,0.3117
car,181aa2ae-2cc6-475d-a75b-d30fa0c30151,static,-11.1278,7.16766,0.722133,2.372,5.364,2.09,0.692697,13.2561,1.5708,2.5694
car,53bc529f-612e-49f5-98aa-af0c9faf7453,static,-37.9086,8.11822,-0.185121,2.266,4.537,1.763,0.808925,38.7686,1.5708,2.9306
car,751366c5-e5ce-4fd0-8ae0-0060214fb422,static,-0.553653,5.70304,1.11034,2.372,4.659,2.0,0.899845,5.8364,1.5708,1.6676
car,9852e81f-99d4-432e-9f7e-33bad3ce33cd,static,-31.1043,8.00503,-0.0125762,2.301,5.137,1.959,0.713116,32.1179,1.5708,2.8897
car,af318fe7-901b-4068-8a6e-4c7d8af6f4f3,static,68.4278,5.19426,2.75005,2.205,5.205,2.131,0.681877,68.6797,1.5708,0.0758
car,bd008aaa-4cbf-4f94-97b1-72ce6dfb1872,static,-28.0259,8.26869,0.0969648,2.053,3.096,1.959,0.71015,29.2204,1.5708,2.8547
truck,bd960cbf-5bf2-4d49-aa1f-1e02f596d907,static,31.2404,5.49671,2.69591,3.166,11.171,3.707,1.52803,31.8346,1.5708,0.1742
car,fafff405-6c99-4490-a440-b9773c14d469,static,3.24774,2.57237,1.5264,2.244,4.991,2.0,1.63395,4.4153,1.5708,0.6699
