label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,02d7c50b-7bb5-4887-abc4-677ff89f5d29,static,-7.31552,-23.4313,-1.06327,1.925,4.016,1.883,3.09948,24.5698,1.5708,-1.8734
car,1388b341-0629-4557-a304-453fa0c46ff4,static,2.76629,-21.97,-0.928104,2.208,4.893,1.709,0.0154606,22.1629,1.5708,-1.4455
pedestrian,16c36c6c-9ccc-4bb4-9f82-a5ce4fb67a33,static,7.09518,-9.98635,-1.18145,0.682,0.659,1.429,-1.62865,12.3071,1.5708,-0.9531
pedestrian,21e8dbe1-3405-413a-a661-db144d1fb2e0,static,6.53867,-1.83031,-0.890831,0.864,1.115,2.055,-3.1366,6.8482,1.5708,-0.2729
other vehicle,274a2246-e25a-43da-ae4f-e3197b994f72,static,-7.07275,-9.56772,-1.44975,0.754,2.418,1.616,-1.59722,11.9861,1.5708,-2.2074
animals,2d6f5d25-8132-44a3-afed-2cc47e8ffc52,static,7.73339,-1.63518,-1.46245,0.494,1.407,0.746,-3.03192,8.0385,1.5708,-0.2084
car,2e4ac2d4-0132-4336-9870-5290234cf468,static,-0.86722,-35.8293,-0.621208,2.329,4.695,1.912,0.00795857,35.8452,1.5708,-1.595
car,38699a1c-fd8f-48a0-ab5b-80ccaafb5059,static,32.2851,-4.3069,-0.29108,2.051,4.502,1.824,-1.55008,32.5724,1.5708,-0.1326
truck,41d4f344-b242-43a5-906e-4d0a197fb1c7,static,42.334,-4.3529,0.171661,2.3,5.501,2.244,-1.55008,42.5575,1.5708,-0.1025
car,4d2eb18d-9b26-4203-9374-b8b50ba25fc9,static,-32.8656,-3.25785,-1.47785,2.487,5.28,2.323,-1.62865,33.0597,1.5708,-3.0428
other vehicle,57207ac8-61c4-45fa-9a14-059c74d067c3,static,-7.04124,-10.2922,-1.57074,0.603,2.075,1.208,1.54437,12.5688,1.5708,-2.1708
car,5d1bffcb-b9ad-40ad-bec3-9a314eaaa8b0,static,2.55126,-27.2077,-0.882321,2.201,4.773,1.732,-0.0538026,27.3413,1.5708,-1.4773
car,74307eb9-356b-4045-b1b2-c4fd6ef83a44,static,-7.19307,-13.7351,-1.31343,2.097,4.972,1.659,3.11692,15.5602,1.5708,-2.0532
car,7b7be761-2ac1-4664-ad00-05bca49a223f,static,-24.7751,-3.31121,-1.54287,2.535,5.518,2.194,-1.55882,25.043,1.5708,-3.0087
other vehicle,7e812af4-fe34-4aec-8023-3d6613fcff70,static,2.82307,-10.9297,-1.18624,0.882,2.403,1.648,1.56323,11.3506,1.5708,-1.318
pedestrian,8c3495a2-c804-408f-8173-4be54a67c329,static,10.0633,-7.39767,-0.937516,0.849,0.982,1.687,-1.68014,12.525,1.5708,-0.6339
car,95fcb299-d794-42cb-bd80-8c209fb22a85,static,13.3196,-3.55514,-0.852064,2.206,5.553,1.911,-1.56754,13.8122,1.5708,-0.2608
car,aeaae9b3-4803-461a-87db-08e8524f9e50,static,25.393,-4.2304,-0.579342,2.168,4.64,1.941,-1.56754,25.7495,1.5708,-0.1651
car,b0f7c51e-0c00-4d55-bbab-2135234fdc47,static,-7.14223,-18.6448,-1.22854,2.261,4.594,1.637,3.09948,20.0037,1.5708,-1.9366
truck,d52d5e85-9e4f-4a6d-9a87-56700471b51b,static,-18.2486,-3.46023,-1.27267,2.585,5.917,2.317,-1.56091,18.6173,1.5708,-2.9542
pedestrian,da1d0b4c-12ef-42fd-bfd8-9f83151d590c,static,7.93865,-10.4294,-1.14148,0.4,0.523,1.45,-0.0640963,13.1567,1.5708,-0.9202
car,f148a784-dfa0-4ce9-ad30-75526d247dc9,static,2.80067,-16.5004,-1.02155,2.348,4.562,1.668,0.00952878,16.7675,1.5708,-1.4027
other vehicle,f1cc63f9-a3e0-4c1d-8cc1-5bfbb2c07470,static,2.79655,-9.83626,-1.28018,0.88,2.68,1.576,1.56323,10.3059,1.5708,-1.2938
car,f6384f58-caeb-4c6f-8547-c0d7b18e96bc,static,-7.24522,-31.2971,-0.739668,2.389,5.014,1.915,-3.11392,32.1333,1.5708,-1.7983
car,0465797f-391e-4d11-a30e-83a13a300cfb,static,-37.6739,5.58278,-1.47174,2.369,5.452,2.142,1.53269,38.1137,1.5708,2.9945
pedestrian,077d0a77-3c3e-4ec7-8574-d83546eebfd9,static,-9.93128,13.7649,-1.17035,0.71,0.563,2.0,-1.38804,17.0139,1.5708,2.1958
car,242fb404-fae6-4f59-8caf-fba760bff9c5,static,14.0173,7.14439,-1.00809,2.169,4.865,1.691,1.58909,15.7653,1.5708,0.4714
pedestrian,3d4740e4-dc07-4162-ae25-85d962c9b85c,static,4.73636,10.651,-1.17398,1.022,1.137,2.105,-1.57189,11.7156,1.5708,1.1524
pedestrian,3daf6563-60be-48f5-a624-4f8677c7b435,static,11.1168,9.24441,-1.10451,0.702,0.577,1.885,-3.13798,14.5004,1.5708,0.6937
truck,5f5917e7-1f44-435b-94e5-9eb9bd95f7af,static,-51.3478,5.94837,-1.35118,3.663,18.317,3.061,1.51523,51.7089,1.5708,3.0263
pedestrian,5f8ed75b-a6dc-48d1-b448-e53fee055cf1,static,-10.9655,12.0497,-1.30646,0.766,0.748,1.821,-3.12071,16.3445,1.5708,2.3091
car,6ba73bdf-b02e-4945-9fc4-d4cb8d4399d3,static,-25.8557,3.99522,-1.38701,2.266,4.945,2.021,1.57913,26.1993,1.5708,2.9883
car,6c16e107-428b-4ecf-aab9-0af169b8cf13,static,23.0213,3.82319,-0.422178,2.35,5.277,2.094,1.54107,23.3404,1.5708,0.1646
pedestrian,71a2a283-9754-4491-86f9-26ed69132247,static,-9.47534,14.4565,-1.15135,0.458,0.688,2.0,-1.38804,17.3233,1.5708,2.151
car,71cc3cfc-8bb3-4f78-8417-e20e16239d22,static,-33.6687,8.1405,-1.98711,2.07,4.784,1.476,1.55573,34.6958,1.5708,2.9044
truck,7d93d341-34c8-43e9-98af-6f952dd129b8,static,55.4989,6.41139,0.814056,3.067,7.052,2.899,1.55573,55.8739,1.5708,0.115
car,88a6288b-881d-4396-a48b-609a3041a499,static,-16.8076,0.431826,-1.16592,2.541,5.937,2.259,-1.58447,16.8535,1.5708,3.1159
other vehicle,891331d6-aec7-4854-a2c9-95a2d90714f9,static,-15.6368,8.08126,-1.64405,1.082,2.286,1.485,3.09024,17.6782,1.5708,2.6646
car,891d2d40-670c-4d60-a244-e17badb716d7,static,11.1719,4.59773,-0.847199,2.107,4.721,2.0,1.39842,12.1107,1.5708,0.3904
truck,9f76b215-ace8-475c-84c1-942088571ab0,static,-39.9008,8.28832,-1.75557,2.471,6.093,2.287,1.53828,40.7903,1.5708,2.9368
car,aa24f94a-7b42-4cd4-8193-7f9437488846,static,4.66803,28.382,-1.14574,2.493,4.479,1.447,-0.0073799,28.7861,1.5708,1.4078
car,b8387613-de23-4fd4-9e5f-6962dd61aec4,static,26.6082,7.38176,-0.673313,2.091,4.905,1.631,1.58909,27.6214,1.5708,0.2706
other vehicle,bd43ac3e-fd23-440d-ae2b-1625dc84295a,static,-14.5975,8.19485,-1.66871,0.883,1.933,1.613,3.09024,16.8234,1.5708,2.63
car,da70fb55-7973-404a-a275-1a07aa55052c,static,4.35834,16.4155,-1.35053,2.072,4.026,1.643,-0.0145331,17.0378,1.5708,1.3113
car,fafb503b-a5c6-4f27-aedb-cce0a5393e11,static,4.5502,24.0266,-1.36273,1.984,3.622,1.284,-0.0073799,24.4916,1.5708,1.3836
