label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,09bc0c65-c135-4517-9da7-1acc1f1ede38,dynamic,-17.1527,-8.02006,-1.10266,0.774,0.564,1.701,1.45615,18.9671,1.5708,-2.7042
car,148c18bc-825a-4983-baa2-3a16eda5134a,dynamic,-14.2893,-5.26533,-1.5205,2.201,4.744,1.564,-1.55751,15.3042,1.5708,-2.7885
car,3115a7a6-6416-4267-a36e-2893eec5ec34,dynamic,17.4141,-0.465244,-0.626716,2.35,5.411,2.398,-1.56937,17.4316,1.5708,-0.0267
truck,3f248768-294f-4294-9593-1c8325e3c3eb,dynamic,6.26678,-3.09353,-0.525655,2.865,7.003,3.008,-1.63919,7.0085,1.5708,-0.4585
car,438b17a1-d888-4685-957e-73b8b46c3498,dynamic,22.3552,-3.17326,-0.774893,2.258,4.589,1.94,-1.55122,22.5926,1.5708,-0.141
pedestrian,45bfa64b-6295-4620-bab3-9710a4699e29,dynamic,-2.18997,-8.24608,-0.83371,0.714,0.575,1.662,0.559236,8.5726,1.5708,-1.8304
car,541c7236-2b03-461d-9437-16b1395db238,dynamic,-7.77449,-5.5155,-1.22581,2.321,4.954,1.89,-1.57496,9.6107,1.5708,-2.5246
pedestrian,55cbe0cb-d3a2-4959-b68c-677879d7a413,dynamic,-14.8408,-3.96299,-1.25659,0.738,1.113,1.766,1.57396,15.4121,1.5708,-2.8806
car,83a20d5f-2da2-4b3d-9cb4-5b7be110859f,dynamic,-30.2702,-2.52188,-1.26231,2.566,5.237,2.309,-1.57461,30.4013,1.5708,-3.0585
pedestrian,87c9e46e-2e54-4101-a0cb-71a19f8c9107,dynamic,-7.69594,-10.5068,-0.836874,0.718,0.823,1.746,0.0490935,13.0507,1.5708,-2.203
car,88c754d7-254c-464b-864d-32061b80c7b3,dynamic,-16.3084,-2.06918,-1.20768,2.205,5.07,1.808,-1.58473,16.4834,1.5708,-3.0154
pedestrian,aab53868-575d-4892-9783-9df756d176d4,dynamic,2.88951,-11.6817,-0.691426,0.692,0.57,1.829,0.0440321,12.0536,1.5708,-1.3283
car,b77e9368-2b27-42bc-918d-b384a6de44bc,dynamic,-20.324,-5.20423,-1.56378,2.196,4.723,1.584,-1.60009,21.0379,1.5708,-2.8909
cyclist,bd2b91cc-04bf-4a6f-9d07-325a33463a17,dynamic,-1.47029,-2.51538,-0.959412,0.922,1.81,1.97,-1.60428,3.0675,1.5708,-2.0998
car,be90aea3-7727-49de-a6b5-acf1fdca7825,dynamic,30.2422,-6.85848,-0.811957,2.453,4.865,1.959,-1.88528,31.0208,1.5708,-0.223
pedestrian,dbcc6d36-4088-452b-bd03-0f60d9c3bfe3,dynamic,-7.01141,-7.18978,-0.942357,0.74,0.802,1.819,1.45615,10.0867,1.5708,-2.3436
car,ed19232c-eea5-4aa0-8bad-bd72e85b172b,dynamic,-1.82527,-5.50383,-1.25123,2.076,4.403,1.529,-1.64477,5.9321,1.5708,-1.891
pedestrian,01132fcd-1209-4fa3-9ae1-964932f10ab9,dynamic,1.05705,10.4462,-1.27781,0.721,0.666,1.694,-1.67635,10.577,1.5708,1.4699
pedestrian,0e402364-a699-4ebb-8cd4-3a88fa0e7e19,dynamic,-0.322688,11.3234,-1.21673,0.752,1.028,1.835,-1.60096,11.3932,1.5708,1.5993
pedestrian,10f73ac6-98c8-4ae5-9f0c-4bcabde0d9a4,dynamic,-3.56085,12.5683,-1.32039,0.778,0.954,1.631,-1.60096,13.1296,1.5708,1.8469
pedestrian,1267bee6-2abc-4a0c-810a-d933ee3d4ce4,dynamic,23.2603,10.2624,-0.810743,0.825,0.567,1.794,3.06905,25.4365,1.5708,0.4155
car,25a3ca8e-e7a3-4793-aa3a-5e7f7647f560,dynamic,-80.2069,4.23639,-1.22029,2.799,5.672,2.801,1.56751,80.328,1.5708,3.0888
pedestrian,26c4b65f-a1a2-47f4-9a94-120675e32b18,dynamic,-5.04984,12.2931,-1.40636,0.745,0.555,1.539,-1.60096,13.3641,1.5708,1.9606
pedestrian,2e843662-c96e-4230-8799-57f19b7e93a8,dynamic,21.7732,10.1278,-0.964572,0.569,0.531,1.628,3.13345,24.0328,1.5708,0.4354
car,2f854e08-a097-4784-8e92-8f42a201cb40,dynamic,-18.8967,0.352416,-1.40069,2.194,4.593,1.547,-1.55226,18.9518,1.5708,3.1229
truck,49ad9034-3e7f-475e-82f7-da78eb029dbc,dynamic,4.76509,5.41708,-0.832944,2.604,5.648,2.477,1.57799,7.2626,1.5708,0.8493
pedestrian,5a7958a3-4364-4188-9938-2d489f794fe6,dynamic,-0.31896,12.2335,-1.21996,0.65,0.899,1.766,-1.60096,12.2983,1.5708,1.5969
car,5eb8b94c-aa8a-47c7-a3e7-e581282b0440,dynamic,-6.31709,5.21762,-1.35974,2.169,4.866,1.582,1.62163,8.3053,1.5708,2.4512
bus,6b1c30e1-f872-484f-9d23-5144c34d94ca,dynamic,-20.5909,8.37567,-0.805449,3.285,12.966,3.892,1.51236,22.2438,1.5708,2.7553
car,713241ba-aa61-4f51-99f8-0f43b98f05fe,dynamic,40.5033,1.81206,-0.521849,2.649,5.749,2.197,1.4977,40.5472,1.5708,0.0447
car,74d813b2-beb9-459a-9061-3c45bb29414a,dynamic,-38.203,5.80356,-1.69856,1.973,4.453,1.739,1.55111,38.6786,1.5708,2.9908
car,824932ee-72cb-4a53-8ab7-6075ce3f32e8,dynamic,-12.6132,2.78579,-1.20445,2.164,4.775,1.814,1.54413,12.9732,1.5708,2.9242
car,9a855aed-432d-4f3f-9251-d06e5b4e01c5,dynamic,-21.6937,5.43866,-1.31199,2.073,4.797,1.9,1.52982,22.4035,1.5708,2.896
truck,afff977e-1ea6-467d-9cd8-70b2e6f500de,dynamic,13.7949,2.67667,-0.484544,2.911,7.108,2.888,1.52824,14.0605,1.5708,0.1917
pedestrian,c39793d3-4a8d-4093-b3e3-6e2b5845ddc1,dynamic,7.08332,13.1853,-1.10858,0.818,0.871,1.67,1.55163,15.0085,1.5708,1.0778
pedestrian,e1d43590-94b7-4904-8e9e-19a735a25cdc,dynamic,19.4779,9.38808,-0.725888,0.8,0.5,1.894,3.13345,21.6345,1.5708,0.4491
