label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,0163be40-fca9-48b8-b424-534119e694ff,dynamic,-1.57939,-7.43098,-0.865545,0.533,0.637,1.326,-1.48382,7.6461,1.5708,-1.7802
pedestrian,07e3a6c4-7bbd-4e1b-986c-1d952e1f2011,dynamic,-5.22084,-6.04064,-0.815052,0.593,0.542,1.873,1.03588,8.0256,1.5708,-2.2835
pedestrian,0b14b9d9-538d-4927-82c2-a1042974f7bc,dynamic,3.74863,-7.03355,-0.701873,0.71,0.73,1.399,1.58862,8.001,1.5708,-1.0811
pedestrian,0d686a1b-aec0-405d-9b4d-0cf871e79e3f,dynamic,-7.46113,-8.47624,-0.674656,0.728,0.511,1.876,1.46201,11.3124,1.5708,-2.2926
pedestrian,1e1b6af4-b616-4cc8-ac09-ae3dc00fedaa,dynamic,-6.37984,-5.44456,-0.904333,0.705,0.755,1.849,1.75888,8.4358,1.5708,-2.4351
pedestrian,1f56c9fb-9bf7-42e2-87d1-f76910efa761,dynamic,-7.45812,-6.03811,-0.988678,0.502,0.558,1.609,-1.38988,9.6468,1.5708,-2.461
pedestrian,26957b58-8a11-4042-88c9-dc1e97d6dbcb,dynamic,22.8294,-5.07217,-1.20739,0.626,0.756,1.673,-1.49203,23.4172,1.5708,-0.2186
pedestrian,2bb2303f-0641-44ab-89cd-f96e3f9e62c8,dynamic,4.69212,-4.13341,-0.723711,0.789,0.812,1.917,0.294102,6.2948,1.5708,-0.7222
pedestrian,2e038197-b34e-4ec6-9fd9-e33ace9bd27f,dynamic,-0.422604,-8.49215,-0.690599,0.435,0.756,1.304,1.71836,8.5307,1.5708,-1.6205
car,3f2e4a79-25f4-4a91-80e5-7c6d1cce57ea,dynamic,-19.0124,-3.30738,-1.50954,2.104,4.756,1.657,-1.56939,19.3569,1.5708,-2.9694
pedestrian,425bb087-f643-460f-a5a8-88364d78c336,dynamic,4.38649,-5.97205,-0.4566,0.772,0.827,2.066,-1.90465,7.424,1.5708,-0.9373
pedestrian,4cef819b-74e5-445b-b1af-38621c9793e3,dynamic,-6.83447,-6.35776,-0.921773,0.601,0.54,1.654,0.0763847,9.3798,1.5708,-2.3923
