label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,1c3bf5cd-6d0d-42f5-80cb-827093991fc6,static,5.14959,-10.9861,-1.03376,2.216,4.827,1.617,-0.00656118,12.1771,1.5708,-1.1325
car,1ddd9f39-619b-46fc-ac82-6eccc66c2740,static,-14.0815,-2.82266,-1.29334,2.154,5.306,1.478,-1.58667,14.4197,1.5708,-2.9438
car,524c8901-9dde-4383-b7d0-2ce3f2fd0cad,static,22.5011,-2.38125,-1.4773,2.086,4.427,1.656,-1.56974,22.6749,1.5708,-0.1054
car,657cad52-a2cb-4e2d-814c-213a24cd1c99,static,4.93729,-27.3404,-0.651956,2.118,4.635,1.745,-0.00656118,27.7903,1.5708,-1.3921
car,66edf5b2-f9f9-41a7-a710-63b093fded30,static,-25.3055,-2.4061,-1.19821,2.265,4.769,1.742,-1.60115,25.4479,1.5708,-3.0468
car,696560db-3e62-48d9-9f96-23ebe9f975ff,static,4.94481,-16.3701,-0.892469,2.15,4.04,1.794,0.0136186,17.1239,1.5708,-1.2774
pedestrian,862de15e-93ce-4d10-b4e6-3c3d1c6fd07d,static,-22.7849,-6.87879,-0.984638,0.816,1.17,1.645,1.56173,23.821,1.5708,-2.8484
car,8a4bcc58-78f5-4340-a2c3-bbb2abef7356,static,-19.9808,-2.69803,-1.39994,2.045,4.739,1.596,-1.60115,20.2107,1.5708,-3.0074
pedestrian,9bb00428-1adf-414b-b2c0-dcb6e56635df,static,14.5659,-2.44204,-1.16222,0.761,0.973,1.772,-3.07118,14.8148,1.5708,-0.1661
car,b4a11a1b-a9ae-4afe-af98-bef7ce50078f,static,11.5856,-20.492,-0.832206,2.09,4.827,1.648,0.0136186,23.5551,1.5708,-1.0562
animals,c08cc2d7-4575-4944-baf2-a7162d9d5f87,static,13.9969,-2.64243,-1.60892,0.42,1.041,0.557,-3.07118,14.3347,1.5708,-0.1866
car,c7c25764-52dc-4562-9431-6a9155a737dd,static,-7.0966,-2.91234,-1.26211,2.08,4.435,1.619,-1.53134,7.7741,1.5708,-2.7522
truck,c86f6585-438e-4c87-947a-94f3bcdebe4e,static,11.6477,-26.6489,-0.583636,2.076,5.386,1.894,-0.00656118,29.0891,1.5708,-1.1587
pedestrian,fa883cf6-4b0f-4dce-a950-711a3301149e,static,-33.4056,-6.15092,-0.926453,0.694,1.086,1.712,1.56173,33.9798,1.5708,-2.9595
truck,ff95b17f-aa46-4ddd-bbd7-d50db58e56e8,static,47.802,-2.74635,-2.19314,2.775,6.198,2.404,-1.58719,47.931,1.5708,-0.0574
car,0b96708e-6ef8-4231-81e5-4419f1b96a33,static,-3.06181,7.00111,-1.44003,2.111,4.915,1.57,1.57092,7.7759,1.5708,1.9831
car,0cd7cf5b-a4fc-4a3f-bfbe-2c0ae03952dc,static,-18.4191,7.15637,-1.41645,1.964,3.958,1.787,1.54945,19.8112,1.5708,2.771
pedestrian,5c4be4e2-7c68-4066-a26e-b449f39aec54,static,10.7313,23.1535,-0.23711,0.761,0.797,1.758,-1.04784,25.5206,1.5708,1.1368
car,627485bd-4f92-49e7-be23-856f97a9c515,static,-38.0221,7.12549,-1.45658,2.009,4.796,1.82,1.55905,38.7114,1.5708,2.9563
car,64d800cc-5ff9-491f-9b49-6e27191c14d0,static,5.52459,22.7982,-0.64964,2.138,4.136,1.846,0.00977852,23.467,1.5708,1.3331
car,6bd009d5-9756-425e-93c1-b9e257160838,static,12.3695,43.2477,1.74553,2.02,4.551,1.63,0.0321208,45.0157,1.5708,1.2922
car,6daa38ac-a8b5-49b8-9804-40fac6ad07cf,static,12.3725,33.9799,0.747828,1.973,4.318,1.618,0.0146659,36.17,1.5708,1.2216
car,783185ad-c683-4a4a-971f-d943d77e8c62,static,-6.581,0.112022,-1.12438,2.156,4.469,1.786,-1.55427,6.6773,1.5708,3.1246
car,afb3e5e6-db21-4818-b3c0-eee7be3e8cd4,static,-23.3785,7.10334,-1.59598,1.866,4.52,1.494,1.61927,24.4859,1.5708,2.8466
car,c3ca217b-dae6-4357-b10c-4b2722226039,static,16.5886,4.56483,-1.06703,2.297,5.125,1.997,1.32274,17.2383,1.5708,0.2685
truck,c7395ba5-ea25-40b2-a335-d1eb9f6dbeea,static,-56.792,3.944,-1.1583,2.407,5.985,1.864,1.57773,56.9406,1.5708,3.0723
car,ca00bc3e-e62b-490b-a1c6-0fe7c42ea66d,static,12.0296,23.3293,-0.264377,2.171,4.85,2.268,0.0321208,26.2495,1.5708,1.0947
car,d8497a36-52d4-4b6a-aa3b-24ca1b40b30b,static,-13.1527,7.199,-1.53453,2.047,4.916,1.587,1.57092,15.0723,1.5708,2.6408
car,e487b72b-597a-47dc-bedf-4aad302f8e19,static,12.2753,28.8523,0.267639,1.935,4.122,1.926,0.0146659,31.3562,1.5708,1.1685
car,ec4f8705-4d71-48fd-bec6-5c3ce6e63cfc,static,-7.98732,7.00852,-1.58187,2.149,5.018,1.708,1.57092,10.7433,1.5708,2.4214
car,fa10a0c5-89f2-4b7d-b24c-5d5efbefa218,static,5.43285,16.6802,-1.35048,2.032,4.63,1.613,-0.0425857,17.5946,1.5708,1.2559
