label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,0c6bdf2b-e24b-48e2-a104-ffaccb1f7006,dynamic,-6.66493,-15.996,-0.952898,0.806,1.021,1.917,-2.3442,17.3552,1.5708,-1.9656
pedestrian,549afbd6-7e85-4adf-accf-13d2293354ed,dynamic,-4.48171,-21.9292,-1.00572,0.699,0.629,2.0,2.95563,22.4051,1.5708,-1.7724
truck,62bedc1b-9cdd-4b1b-aaf4-dbedf4ed57c3,dynamic,28.1998,-45.3368,-0.00486632,3.033,6.904,3.139,-2.43006,53.3915,1.5708,-1.0144
pedestrian,6300717b-0033-4538-a069-c8f9d0b2dead,dynamic,8.41912,-0.065884,-0.975945,0.864,1.157,1.943,-2.44786,8.4758,1.5708,-0.0078
bus,69d6b3f1-249b-4112-b64d-363f30e3446b,dynamic,57.3571,-51.5302,0.460095,3.349,13.124,4.028,-2.41261,77.1065,1.5708,-0.7319
pedestrian,7a67c9c0-6874-48a9-bd5a-db111052281d,dynamic,-9.1087,-26.592,-1.12399,0.773,0.564,1.779,2.68993,28.1312,1.5708,-1.9008
pedestrian,82be4dd9-e6c5-4cda-9820-190463e7f79c,dynamic,-4.92856,-22.6608,-1.0825,0.856,0.767,1.915,-2.85626,23.2158,1.5708,-1.785
bus,aec17354-89d1-4312-ab5f-d94bae8f1ed4,dynamic,-12.5926,-5.554,-0.415056,3.302,13.186,3.179,-2.76916,13.7693,1.5708,-2.7262
pedestrian,ccf60fef-1633-470d-ab76-06a60770c05d,dynamic,12.6018,-4.95175,-1.17925,0.678,0.836,1.762,2.44346,13.591,1.5708,-0.3744
bus,d5099a33-1b54-4950-84f2-88ebf74bf22d,dynamic,-13.5404,-27.2696,-0.08536,3.239,12.817,4.025,-0.794322,30.4464,1.5708,-2.0317
bus,f19d3698-8b61-4bf6-b26b-44c2745dd171,dynamic,-23.4526,-37.1812,-0.173721,3.256,12.713,3.267,-0.804096,43.9602,1.5708,-2.1335
pedestrian,f52a4b9e-63c7-472b-a421-70a7a38e9ff2,dynamic,-2.74174,-26.9882,-0.914056,0.831,0.725,2.014,3.06561,27.1425,1.5708,-1.672
other vehicle,1bd77ad0-9c6a-4ea5-8f88-62507c6072e3,dynamic,-17.6295,22.8234,0.0939278,2.953,10.834,3.798,-2.31226,28.8395,1.5708,2.2285
pedestrian,2075122b-7c6e-4ae6-8d6a-27550456cecb,dynamic,24.2822,7.16357,-0.938167,0.78,0.812,1.848,2.39916,25.3342,1.5708,0.2869
other vehicle,3d4b3f45-b759-41c2-a365-a3879c0297fb,dynamic,6.08651,19.672,-1.13895,1.568,2.67,1.395,2.33998,20.6235,1.5708,1.2707
pedestrian,3ee0cc8e-c50d-4d50-8e4e-333653720474,dynamic,-7.86679,9.88945,-1.09351,0.745,0.798,1.876,-0.0706975,12.684,1.5708,2.2428
pedestrian,53360c81-4d22-44a5-a81a-edc4770aa040,dynamic,7.19589,14.9887,-1.175,0.73,0.625,1.886,-0.410225,16.668,1.5708,1.1232
other vehicle,566da63d-471b-4335-8608-d0223b230c1e,dynamic,-19.779,20.6314,-0.0455029,3.005,11.235,3.821,-2.31226,28.5809,1.5708,2.3351
pedestrian,6300717b-0033-4538-a069-c8f9d0b2dead,dynamic,8.52597,0.16898,-0.957586,0.864,1.157,1.943,-2.42376,8.5812,1.5708,0.0198
pedestrian,78d9ca88-140c-4bf3-bb18-2edf21417848,dynamic,0.883499,10.0255,-1.15115,0.718,0.725,1.794,-2.27299,10.13,1.5708,1.4829
pedestrian,87cd80d8-1c6f-4246-9d06-24c428dbd7bd,dynamic,-19.8428,17.0063,-0.916816,0.706,0.881,1.966,-2.20703,26.1494,1.5708,2.433
bus,985a8677-34b6-49d3-aec1-e0c8eba5e15e,dynamic,54.6899,44.7919,0.254165,3.496,14.957,4.287,-0.770534,70.692,1.5708,0.6862
car,b0d87ce0-9f36-48c7-9162-0908e11a2e90,dynamic,-29.1675,8.98873,-1.05124,2.427,5.813,1.951,-2.33616,30.5392,1.5708,2.8427
other vehicle,c4e5397d-a91f-4401-8416-91b6127ac088,dynamic,12.8895,23.2945,-0.529529,3.509,11.245,3.107,2.34016,26.6281,1.5708,1.0654
car,d5f296a0-3fe7-4afc-9514-3a5ce235fe22,dynamic,40.9919,36.7363,-0.971022,2.185,4.654,1.615,-0.735621,55.053,1.5708,0.7307
car,d939ac09-dfcc-4865-8595-1cd500411da4,dynamic,8.71948,12.2599,-0.979471,2.402,5.473,1.715,2.35448,15.0763,1.5708,0.9526
car,ea764083-20e9-4f12-89d9-126ac4941f43,dynamic,-20.5212,5.30877,-1.19707,2.162,4.729,1.653,-2.31905,21.2305,1.5708,2.8884
truck,ea8cd42e-6ab6-437e-a75f-0d502973d754,dynamic,-24.2913,4.37787,-1.02926,2.405,5.953,1.976,-2.3187,24.7041,1.5708,2.9633
