label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,19d468c6-679b-4162-9a07-6be4dd6fef4e,static,-25.3462,-33.0502,-1.10901,2.017,4.227,1.671,3.03303,41.665,1.5708,-2.225
pedestrian,1dfd20fd-0558-4d91-b6da-b486cd64b92a,static,20.0378,-6.85058,-0.244554,0.695,0.968,2.005,-1.63718,21.1779,1.5708,-0.3294
pedestrian,2603dcbb-fb82-47ed-add1-9595641526fc,static,-24.1075,-7.20072,-1.47656,0.662,0.909,1.746,2.97471,25.2032,1.5708,-2.8513
car,40f6868a-0986-4907-9fcd-305d8e450da0,static,9.74487,-3.66515,-0.929188,2.101,5.014,1.445,-1.68061,10.4527,1.5708,-0.3597
car,5e5b9a98-f4cf-4e12-a105-341fd33f42f8,static,2.54056,-3.02513,-1.11961,2.1,5.155,1.56,-1.69806,4.106,1.5708,-0.8722
pedestrian,67769a6b-d457-4e1e-af09-acbf2bcd4846,static,-5.14253,-0.862112,-1.16366,0.67,0.982,1.891,2.97331,5.3426,1.5708,-2.9755
car,824873e3-853f-49e8-86b9-cef039c53cf9,static,-13.3766,-6.19483,-0.929228,2.286,5.212,2.016,-0.0987836,14.7707,1.5708,-2.7079
pedestrian,9375d090-e1ef-4adc-86d8-90f264343d71,static,-4.72185,-8.64814,-0.874499,0.687,0.972,1.725,1.29405,9.892,1.5708,-2.0706
pedestrian,9a7ce351-8e55-4f4d-a4b1-8bcec042700b,static,4.82667,-2.04462,-0.965859,0.655,0.938,1.704,-1.78789,5.3301,1.5708,-0.4007
car,a16849aa-f3ce-4a17-8c8d-69f8ecb70c92,static,-11.3439,-17.2049,-1.09181,2.021,4.247,1.494,-0.0987836,20.637,1.5708,-2.1537
car,c4185da9-03aa-4471-8e7b-2ea2815fe880,static,34.7776,-6.45091,-0.0601981,2.114,4.072,1.574,-1.66317,35.3709,1.5708,-0.1834
truck,c6c261cd-5d58-4958-8848-820f1f5616c4,static,-8.72688,-23.394,-0.0796178,3.136,5.79,3.456,-0.10961,24.9689,1.5708,-1.9278
car,cab7e031-b051-4fd7-8238-7d2ee3e60ba7,static,17.6317,-4.60115,-0.500915,2.037,4.545,1.866,-1.64572,18.2291,1.5708,-0.2553
car,cb63e10b-f505-46a8-8380-ec9a0c3e4532,static,-14.4961,-14.9762,-1.11569,2.072,4.221,1.685,-0.0813241,20.8727,1.5708,-2.3399
car,d8476ac6-aaae-498c-9853-a60641bc6ee7,static,23.3885,-5.25427,-0.513763,2.016,4.565,1.47,-1.64572,23.9769,1.5708,-0.221
car,db5a856b-3419-4fde-8545-9002dd88926c,static,-7.78311,-15.9218,-1.04716,2.159,4.512,1.598,-0.10961,17.7532,1.5708,-2.0255
pedestrian,dc9e4756-3227-4919-b232-5d8f002cd43c,static,-26.9116,-8.5,-1.44141,0.673,0.887,1.807,2.25511,28.2588,1.5708,-2.8357
car,e19d5fa4-6e87-4413-b9bb-8ec070bb14ff,static,-10.4852,-10.0434,-1.15191,2.11,4.824,1.541,-0.0987836,14.5649,1.5708,-2.3777
car,e3c26800-a862-4b1a-ae13-3beda775b7aa,static,-24.102,-20.8574,-1.28907,2.071,4.467,1.674,3.03303,31.8998,1.5708,-2.4282
car,e95bbdb9-94d0-4b43-83b6-fbae85dbf369,static,-15.7185,-24.699,-0.925382,2.092,4.258,1.643,-0.0638649,29.2911,1.5708,-2.1376
truck,1c4b5934-c247-42a1-8108-98607193f9e9,static,6.77037,1.91016,-0.286414,2.68,8.653,3.119,-1.66499,7.0405,1.5708,0.275
car,344965a2-0a91-4d37-b699-3bca14dce794,static,-8.44945,9.83205,-1.21122,2.077,4.348,1.789,-0.0945435,13.0203,1.5708,2.2807
car,353a9f27-8a5a-489a-baa4-c105fc7f7ac2,static,-30.2931,6.4793,-1.73613,2.033,4.389,1.916,-1.69133,31.0269,1.5708,2.9309
pedestrian,59ceff0d-a30b-4b59-92e1-bda4b10830ea,static,31.039,0.231535,-0.110566,0.718,0.921,1.766,1.45881,31.0401,1.5708,0.0075
car,5a2b5b4f-7b20-4dad-b57f-ed1d83d4efbf,static,-8.89146,3.65323,-1.28077,2.109,4.485,1.573,-0.0914013,9.6977,1.5708,2.7518
truck,5e27b2de-671a-4f9c-beae-d42a9409a601,static,-4.78126,9.96553,-0.85234,2.67,6.773,2.752,-0.116025,11.086,1.5708,2.0181
car,620973a7-1795-47d0-8688-c023adfbb6cd,static,14.9934,1.02866,-0.576239,2.042,4.841,1.653,-1.68383,15.0397,1.5708,0.0685
car,71a34205-41dd-499f-a44c-e79a705326ec,static,-11.4803,10.0234,-1.38035,2.013,4.168,1.52,-0.0910511,15.3027,1.5708,2.4238
truck,7d4402eb-04dd-4b65-b0ab-a731c2897ecf,static,-92.9823,7.93981,-1.5995,3.49,9.914,4.924,-1.73302,93.3344,1.5708,3.0564
car,7f4be607-bbea-4282-ba75-8ed90d24244a,static,-6.17797,26.175,-1.48725,2.027,4.332,1.605,-0.105189,26.9353,1.5708,1.8026
pedestrian,e0868759-2de5-4019-9ce7-d51ae45f7cde,static,-2.14747,2.6997,-1.08309,0.677,0.947,1.876,2.97004,3.6157,1.5708,2.2428
