label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,20d9edd2-e4d3-4935-b993-9e818c65d889,dynamic,-21.0289,-9.77356,-1.53908,0.928,1.003,2.0,-1.57235,23.2402,1.5708,-2.7065
car,2cdbd5fe-f4f9-47f6-b7ce-387f76627322,dynamic,48.6506,-3.41007,-0.0389926,2.046,4.496,1.655,-1.5659,48.77,1.5708,-0.07
other vehicle,3133e42b-00b1-45b2-9869-c89f8e176a50,dynamic,-28.2309,-7.30243,-1.88615,0.802,1.927,1.145,1.47984,29.221,1.5708,-2.8885
truck,4bd5fbed-b5e3-4aff-beab-00daa3be8b07,dynamic,58.8219,-6.39547,0.367627,2.508,5.871,2.328,-1.58476,59.1697,1.5708,-0.1083
pedestrian,5f980b46-08be-490b-9954-1c5a3054f531,dynamic,9.10722,-5.93289,-0.739746,0.646,0.98,1.807,-1.55647,10.8944,1.5708,-0.5774
pedestrian,639d39fc-c06e-4511-bdc6-b5dd7eda0876,dynamic,-26.1926,-9.9499,-1.53707,0.974,0.957,2.006,-1.51369,28.0609,1.5708,-2.7786
pedestrian,669987e9-9da0-46b6-920b-209b37158bc2,dynamic,20.7218,-7.94799,-0.377652,0.885,0.941,1.821,1.57884,22.197,1.5708,-0.3663
car,6776b7a8-6fd4-4004-80cb-f6d31101be19,dynamic,26.5706,-6.22388,-0.321134,2.63,6.409,2.399,-1.58476,27.2917,1.5708,-0.2301
car,9a0c7de9-311f-4aa6-80db-01028f92b541,dynamic,-38.8104,-5.58342,-1.67412,2.573,4.898,1.918,-1.56677,39.2457,1.5708,-2.9987
car,b9e6c671-880f-4dd5-a43a-075cd30f8401,dynamic,33.1452,-6.37498,-0.621087,2.155,4.851,1.68,-1.60222,33.7584,1.5708,-0.19
pedestrian,c7291188-0b4a-4e8d-8f9e-82707b223e9c,dynamic,2.37287,-9.12275,-0.994872,0.935,1.087,1.752,1.50899,9.4787,1.5708,-1.3163
car,d58965bd-7025-4f35-9514-1f608360af43,dynamic,-25.6605,-2.69045,-1.29112,2.644,5.919,2.095,-1.58336,25.8334,1.5708,-3.0371
car,ed523f3a-4b86-41c5-acec-d75e63997a76,dynamic,4.75484,-2.90351,-0.864311,2.292,5.062,1.81,-1.54844,5.6379,1.5708,-0.5482
car,f771d765-cb1a-4b9e-b0d8-5407a2c4b153,dynamic,-40.7545,-0.00569786,-1.67412,2.145,4.576,1.624,-1.5659,40.7889,1.5708,-3.1415
pedestrian,1edba23d-3327-444a-a5a0-abbb7202856a,dynamic,0.737726,6.74274,-0.745817,0.537,0.567,2.0,-1.61724,6.8239,1.5708,1.4618
pedestrian,2adfaf71-fc5a-4cc6-b983-6c9a7248c55c,dynamic,7.83721,6.29234,-0.794586,0.647,0.724,1.381,-1.67695,10.082,1.5708,0.6765
pedestrian,377ae9f9-c262-41aa-b008-064032fde130,dynamic,4.39137,6.09764,-0.742454,0.856,0.751,1.642,-1.67695,7.5509,1.5708,0.9467
car,3a277bac-78da-480e-865d-ec2be4598fc4,dynamic,4.72092,3.30661,-1.13403,2.152,4.614,1.481,-1.58424,5.8742,1.5708,0.611
pedestrian,5a0c1e0d-d22b-4147-9326-5971282ea3b0,dynamic,14.2691,6.86872,-0.399127,0.705,1.242,1.904,1.49292,15.8413,1.5708,0.4486
car,5c7ab709-17e2-4981-8444-5c7cb119085c,dynamic,-2.09616,3.00669,-0.941327,2.323,5.688,1.822,-1.58424,3.7842,1.5708,2.1796
pedestrian,5cb1a34b-74ee-43c1-89d8-326d181180c7,dynamic,-3.13613,7.44373,-0.70347,0.71,0.623,2.0,1.58564,8.108,1.5708,1.9695
car,6500d696-e8ad-4180-a35e-0b55a45389dc,dynamic,-18.7018,3.13441,-1.46813,2.012,4.909,1.659,-1.58424,19.0194,1.5708,2.9755
pedestrian,6a19d4f4-aaa2-4450-9d76-f4ba8b717ed4,dynamic,7.92168,5.84353,-0.665094,0.731,0.8,1.573,-1.67695,9.8662,1.5708,0.6356
pedestrian,729b7c80-85b7-463b-9a37-53b762c607aa,dynamic,0.734844,8.25244,-0.667512,0.737,1.212,1.959,1.49764,8.3119,1.5708,1.482
