label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,224ac0a6-f3f0-46f7-9de3-feef17757378,static,7.24267,-4.94862,-0.809239,0.694,0.674,1.642,1.60292,8.8091,1.5708,-0.5994
car,47b0c9a8-e3a2-44a0-9a8d-5c2be2ea8fd6,static,-4.86567,-3.1266,-1.25069,2.096,5.195,1.682,-1.51494,5.9173,1.5708,-2.5704
car,48e90f9a-3440-4bb0-9f4a-ca25efe9172a,static,-22.9574,-4.14527,-1.35334,2.251,4.994,1.936,-1.51494,23.3679,1.5708,-2.963
pedestrian,48ffadb8-b382-4548-bd2f-465b1a731a7e,static,-8.44673,-5.66282,-1.1848,0.714,0.816,1.682,1.60152,10.2381,1.5708,-2.551
pedestrian,4c212dba-8872-4a39-9697-406d34f2ab94,static,5.01322,-3.16004,-0.893145,0.521,0.472,1.682,0.245513,5.993,1.5708,-0.5624
car,5cfa449d-f68c-49ab-840a-c415e9ba7738,static,11.2157,-20.1026,-0.663444,2.151,4.624,1.729,0.084839,23.0293,1.5708,-1.0619
pedestrian,67520f5c-edb1-4d7f-a520-d1284e50fb5c,static,-13.0735,-5.66741,-1.18165,0.766,0.851,1.863,1.62631,14.298,1.5708,-2.7325
car,6a795be7-d90d-46d5-a8c6-5e974397405c,static,-35.6714,-1.55378,-1.56069,2.408,5.285,1.911,-1.52593,35.7393,1.5708,-3.0981
pedestrian,72a437cc-74ef-4a5d-9d6b-1cd4006cbc46,static,7.44193,-13.0235,-0.665544,0.852,0.793,1.704,0.360676,15.0146,1.5708,-1.0517
car,79cc28fd-a369-426f-927d-b7bf901a198a,static,-10.8937,-3.53862,-1.37859,2.159,5.156,1.693,-1.51494,11.5367,1.5708,-2.8275
car,7eb30405-c4cb-4af8-98f1-53f9ea5e19a0,static,39.1047,-1.17491,0.959901,2.286,5.445,1.759,-1.44512,39.1341,1.5708,-0.03
pedestrian,8053e15b-dd57-47a5-b5ae-0bd9756fc389,static,-4.24168,-6.38951,-1.09274,0.798,1.06,1.648,1.60781,7.7467,1.5708,-2.1568
car,8925a813-84bf-4b6f-bc92-d478ffa4c197,static,16.6424,-13.0879,-0.0271168,2.577,5.999,2.292,0.0830936,21.1722,1.5708,-0.6664
pedestrian,a3fa2b27-ef9b-47c5-8a11-dbb8d5b38ba7,static,26.123,-14.4597,0.502448,0.573,0.416,1.909,1.63608,29.8621,1.5708,-0.5055
pedestrian,a633dfe7-1878-4599-8318-f1c354b19b27,static,-9.56205,-6.03846,-1.23771,0.907,0.96,2.0,1.60467,11.3766,1.5708,-2.5783
pedestrian,b2e5e92d-2724-4ec5-a0f8-adf976cf99c8,static,-3.83354,-5.16701,-1.00574,0.784,0.985,1.835,1.65388,6.512,1.5708,-2.2091
pedestrian,bbb45bf4-3dbb-4f34-af54-49fb5a9683d8,static,-13.024,-6.32138,-1.03752,0.694,1.233,1.851,1.64376,14.5142,1.5708,-2.6897
pedestrian,c3c5c8b1-44b8-46f6-8341-0e618be746bc,static,-11.1855,-5.82352,-1.23303,0.718,0.812,1.653,1.60938,12.6708,1.5708,-2.6616
pedestrian,c8771d44-bf19-4257-b74b-96168af7b715,static,3.35349,-5.51241,-0.876355,0.698,0.786,1.683,1.50675,6.5116,1.5708,-1.0243
pedestrian,cba8b872-1d06-469e-8c4b-66d8b6bb2fcb,static,-22.5448,-6.95804,-1.62043,0.689,0.572,1.862,1.63451,23.6497,1.5708,-2.8422
