label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,0729749c-7fbe-4b80-9aa3-4702f843350c,static,-39.2327,-3.35687,-1.24883,2.375,5.305,1.851,-1.58551,39.3958,1.5708,-3.0562
truck,249e62f5-c9aa-45fa-8014-eea824c8b40a,static,47.4903,-5.31306,-0.156363,2.47,6.091,2.369,-1.59633,47.7868,1.5708,-0.1114
pedestrian,28973379-5306-4301-80c8-507449df8420,static,-0.606586,-7.68265,-1.04348,0.685,0.915,1.627,-1.60994,7.7769,1.5708,-1.6496
car,28b0cd0b-feda-4a66-adf0-b87f22edfb7d,static,22.3343,-4.81899,-0.957332,2.242,5.147,1.578,-1.58551,22.8683,1.5708,-0.2125
pedestrian,3021226d-008f-462d-8c54-15b0f77916f3,static,-11.5648,-6.07327,-0.843047,0.715,0.717,1.28,1.92819,13.0897,1.5708,-2.658
car,3ff4a0ae-3e47-4bb0-8bdf-31706ac9187c,static,-27.5023,-4.04204,-1.27399,2.151,5.746,1.888,-1.58551,27.8269,1.5708,-2.9957
car,50d79585-1dfb-46da-a07a-bb6e887f36fd,static,-3.30987,-4.10006,-1.25366,2.102,5.201,1.604,-1.56806,5.4164,1.5708,-2.25
car,66a8fa53-89e8-4d8a-b699-e144167dc6d1,static,-19.924,-4.11357,-1.21848,2.325,4.798,1.814,-1.56806,20.3807,1.5708,-2.938
pedestrian,71800e18-8386-4ed2-8893-60e19e086363,static,7.20428,-8.72726,-0.73062,0.759,0.666,1.929,1.71142,11.3402,1.5708,-0.8807
car,7a3fb089-9e1e-41c9-8008-7c4e8d8a4c1b,static,29.2734,-4.98033,-0.762046,2.091,4.778,1.837,-1.56806,29.7038,1.5708,-0.1685
pedestrian,95d3efb9-306e-40f8-8e86-63e2d6030c08,static,8.67339,-7.31793,-0.796949,0.916,0.784,1.784,-1.49825,11.3761,1.5708,-0.7008
car,be282951-b249-4c59-be0a-6cafa1cb6467,static,15.757,-4.4616,-1.07312,2.011,4.898,1.552,-1.60296,16.4116,1.5708,-0.2759
car,c0a38e16-5053-4aab-a559-035afbaa9ce5,static,3.61407,-4.27846,-1.09252,2.374,4.809,1.759,-1.60296,5.7062,1.5708,-0.8694
pedestrian,cef64f29-866b-4dc9-bce7-1b47930499c5,static,37.3649,-2.98718,-0.471562,1.327,1.29,2.0,-0.000694717,37.4871,1.5708,-0.0798
truck,ed53c490-4437-4b9a-8646-e6ecb0fda888,static,-9.96367,-4.11016,-1.03061,2.416,5.965,2.071,-1.56806,10.8273,1.5708,-2.7503
car,fb920f95-4818-4a7a-b9fc-fd5aaf8e2951,static,9.40267,-4.46708,-1.07205,2.18,4.267,1.753,-1.5506,10.4649,1.5708,-0.4435
car,1620058e-2b21-485a-a66b-320908f0caa1,static,-31.3253,0.522269,-0.957247,2.362,5.913,2.271,-1.59962,31.3443,1.5708,3.1249
car,3a2b35ca-b2c1-4074-b3ce-ea02b01beb8e,static,-5.13709,7.14503,-1.28951,2.116,4.63,1.799,1.57077,8.894,1.5708,2.1941
car,3a89110d-812b-41c9-90d5-a5507f291105,static,-37.4693,7.43202,-1.46879,2.042,4.321,1.576,1.58665,38.2275,1.5708,2.9458
car,477366a5-045a-41bc-abb8-2bc1ab464a86,static,-39.9155,4.32413,-1.12881,2.285,4.868,1.898,1.57845,40.1649,1.5708,3.0337
truck,51fa3a77-7619-4183-8e71-79f1b36b0ca9,static,3.57835,6.65741,-0.772866,3.007,6.935,2.785,1.57077,7.5976,1.5708,1.0776
car,57788e6f-3368-4bb5-bbec-53f9a5659b5b,static,34.347,6.57318,-0.847628,2.223,4.845,1.875,1.51841,34.9806,1.5708,0.1891
car,900ad743-d7d5-437d-8e0e-7431f9f55a23,static,-11.7215,7.52635,-1.26144,2.346,4.633,1.939,1.57077,13.9868,1.5708,2.5708
car,a9ac4591-f4b9-449b-baff-9fe673e9b331,static,23.3838,6.71833,-1.02337,2.241,4.599,1.784,1.51841,24.3513,1.5708,0.2798
other vehicle,b7bc1042-db70-434a-a1b1-34c9dbd235ff,static,18.8416,8.61284,-1.35016,0.765,1.954,1.209,1.49781,20.7608,1.5708,0.4288
car,c7b4bb98-dcdf-45b9-9667-7d3af83dfd22,static,-30.4336,7.59346,-1.4827,2.039,4.848,1.744,1.55174,31.4016,1.5708,2.8971
car,cda39154-712e-42c3-8b8c-2c032ea47cef,static,-24.8564,7.65615,-1.44888,2.046,4.79,1.713,1.5692,26.0491,1.5708,2.8428
car,fabb533a-e882-4551-ba58-1e0a6c1504a2,static,-18.0992,7.38003,-1.39796,2.171,4.949,1.812,1.51841,19.5959,1.5708,2.7544
