label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,12b97678-4809-4040-b07a-0852aaacdecc,static,40.2781,-1.69253,-0.515906,2.104,3.816,1.452,-1.62066,40.3169,1.5708,-0.042
car,28a475d2-fb10-4ecd-95d8-ac50082741c7,static,2.05181,-3.6219,-0.92939,2.272,5.453,1.978,-1.63139,4.2652,1.5708,-1.0554
car,2b41c8d9-55d1-4dd1-b15f-76954f729370,static,-25.0178,-2.68206,-1.44333,2.128,4.394,1.546,-1.62503,25.2025,1.5708,-3.0348
car,5c3fc841-ab2d-4a14-bbec-6b67bc77dca1,static,7.78579,-3.8553,-1.06323,2.052,4.921,1.517,-1.57127,8.7528,1.5708,-0.4598
pedestrian,60b7b79e-f699-4faf-a20b-e84d02e8c0ce,static,-11.8342,-6.19933,-0.957058,0.869,0.758,1.862,1.46543,13.3939,1.5708,-2.659
pedestrian,613ea281-066a-48d0-a71e-477f40955e07,static,13.098,-2.86518,-0.862527,0.842,0.573,1.746,-2.66942,13.4354,1.5708,-0.2154
car,84cab133-bb83-4b68-8b2d-ad83f952d66d,static,13.8933,-3.70068,-0.792466,2.623,4.935,1.89,-1.58872,14.3995,1.5708,-0.2603
pedestrian,8e1e633f-7e3f-43b2-998f-5173aeec6663,static,4.66989,-6.33676,-0.856552,0.966,0.732,2.0,1.46563,7.9181,1.5708,-0.9357
car,99f59171-cd37-42cd-9f78-6998539c0ff2,static,-32.1384,-2.20274,-1.36132,2.092,5.019,1.807,-1.62503,32.2425,1.5708,-3.0732
car,9e47040a-5348-4e41-b21f-280093196aa6,static,20.1422,-4.36274,-0.680675,2.267,5.388,1.836,-1.62363,20.6205,1.5708,-0.2133
car,a8c508fd-6831-4a79-a3fd-5da722d7ab5b,static,-12.871,-3.11313,-1.30538,2.032,5.008,1.569,-1.55469,13.3063,1.5708,-2.9043
car,d4e66369-6b1e-409e-a255-f0a7e14ded05,static,-5.751,-3.35958,-1.10141,2.215,5.095,1.741,-1.5896,6.7508,1.5708,-2.6129
car,e55a9c32-94bc-4177-b46e-bf21b464a008,static,-18.5267,-2.90671,-1.30195,2.077,4.713,1.68,-1.53776,18.7985,1.5708,-2.986
car,f9c1de23-c3cd-446c-a7c4-1dba9a2f9981,static,27.1687,-4.38395,-0.483596,2.417,5.403,1.931,-1.60618,27.5244,1.5708,-0.16
car,00f2a9fd-cd53-4209-9b58-c4d5263762a5,static,-17.1347,9.36399,-1.74737,2.274,4.437,1.526,0.690483,19.6045,1.5708,2.6414
truck,11f17467-fa71-4dd2-b661-8d77e042fb90,static,45.2837,1.82567,0.351426,2.889,6.68,3.252,1.55687,45.3218,1.5708,0.0403
car,15d51c40-afd0-44d1-8e91-6c9c10e03331,static,23.3796,7.82046,-0.981544,2.393,5.131,2.122,0.697399,24.6724,1.5708,0.3228
car,28751944-bf8f-478e-b637-83d53e64f21e,static,-8.79392,8.97464,-1.55046,2.297,4.841,1.833,0.739004,12.6602,1.5708,2.346
car,39f357ba-24df-4ac6-9037-1048bffeada7,static,35.16,7.2036,-0.784508,2.324,4.861,1.985,0.728707,35.8989,1.5708,0.2021
pedestrian,4d4f2283-169f-4264-8633-247d874cc9bf,static,-8.92878,13.1657,-1.74999,0.685,0.749,2.0,1.56786,16.0038,1.5708,2.1667
car,5115c039-dc25-42be-94f5-76c99c481f3b,static,-4.27405,8.59115,-1.51247,2.171,5.067,1.876,0.721551,9.7141,1.5708,2.0324
car,52421e2b-f31e-4dd4-b89c-27ae57e9bc73,static,39.5828,6.27094,-0.844231,2.187,4.262,1.595,0.798521,40.0854,1.5708,0.1571
car,5a126bd1-750f-42cc-952c-f7b230399a2d,static,19.9523,7.27612,-1.27824,2.181,4.764,1.669,0.639995,21.276,1.5708,0.3497
truck,61b2dcf1-f548-4004-9949-71b26ecf9cfe,static,-2.30514,3.1607,-1.02333,2.398,5.967,1.876,1.52196,4.0436,1.5708,2.2009
car,632475e0-d11b-4fbf-a65d-c350fff800f0,static,-29.0411,9.73245,-1.78327,1.962,4.139,1.544,0.654355,30.6804,1.5708,2.8182
car,6faf4d7d-970d-4b9a-83cc-107cd79dc86e,static,7.28538,8.47646,-1.41045,2.18,4.401,1.904,0.704096,11.2657,1.5708,0.8608
car,735edc89-a284-4f93-9629-d1d64525b4a0,static,11.5677,8.13958,-1.47783,2.193,4.726,1.697,0.739004,14.2214,1.5708,0.6132
car,772749cc-0c9a-4b74-83ca-e4d3d49bd3ed,static,-24.2833,8.99611,-1.61953,2.269,4.185,1.826,0.776529,25.9467,1.5708,2.7868
car,7a8aed89-6019-4ec3-a685-9b121e1c41bb,static,-20.5115,9.08869,-1.72436,2.1,3.98,1.455,0.658705,22.5011,1.5708,2.7245
car,9b49e567-c927-448d-9683-4ad533ffdf4c,static,-19.9543,3.8362,-1.32721,1.99,4.501,1.689,1.53941,20.363,1.5708,2.9517
car,a9081aa8-3c40-4381-ba8c-e774e43cc887,static,-0.629872,8.4716,-1.47986,2.353,4.758,1.99,0.651737,8.6229,1.5708,1.645
car,af9b6f0b-fc44-41eb-b850-f26a80e92144,static,-36.4709,4.65639,-1.56743,2.007,4.775,1.566,1.50451,36.8003,1.5708,3.0146
car,c1a15f35-cee7-4105-9eca-811bf3f1eb4b,static,15.6499,7.78915,-1.34416,2.274,4.897,1.783,0.648794,17.5327,1.5708,0.4618
car,e9aae472-801b-4fa2-ab1d-9d01db4e0a85,static,-12.7229,8.82096,-1.55797,2.157,5.09,2.019,0.791364,15.5598,1.5708,2.5354
car,eba3bf71-bb44-4eab-835f-f28a597e1678,static,31.1681,7.2837,-0.914841,2.259,4.768,1.986,0.702232,32.0209,1.5708,0.2296
car,ebf410cc-0649-4590-9289-43c5bff6f931,static,27.2376,7.52809,-0.960933,2.203,4.626,1.901,0.763613,28.2751,1.5708,0.2697
