label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,1ca4437e-e6aa-4f4b-8e66-d417dc9c6943,static,10.1531,-4.75001,-1.01043,0.713,0.736,1.974,-2.76149,11.2547,1.5708,-0.4376
pedestrian,2fb41c81-1b89-4a4d-89b8-34b743079a55,static,24.9831,-4.89865,-2.05666,0.848,0.834,1.646,-2.74787,25.5418,1.5708,-0.1936
pedestrian,2fc99738-bbb7-4a5c-9c08-5cb6cc852667,static,6.24766,-3.72519,-1.04276,0.433,0.376,1.032,-3.03043,7.3483,1.5708,-0.5377
pedestrian,330cf0b1-8118-47e8-aee5-142ae4c507db,static,-11.74,-3.18337,-1.06998,0.781,0.502,1.641,1.58859,12.2109,1.5708,-2.8768
pedestrian,3c878b52-c050-4856-a3d0-74316b26f25f,static,-26.2149,-4.69789,-0.967597,0.586,0.654,1.576,-1.39767,26.6501,1.5708,-2.9643
pedestrian,40083b9e-7fda-476b-8db2-ccb3f8464c92,static,25.3773,-3.12338,-2.02706,0.724,0.565,1.876,1.41143,25.649,1.5708,-0.1225
car,44a4e368-3ba6-4711-abaa-c94680f3296d,static,-30.2694,-1.42235,-1.40977,2.184,4.246,1.52,-1.5593,30.3356,1.5708,-3.0946
pedestrian,54a38eb3-500f-4f85-b155-50f934c26bde,static,6.71822,-0.470154,-1.25132,0.732,0.597,1.608,-2.69202,6.8499,1.5708,-0.0699
pedestrian,5c04ec63-111f-471a-910e-200f9a4eedb0,static,8.42394,-4.27461,-0.835853,0.612,0.579,1.615,-2.43268,9.4833,1.5708,-0.4696
pedestrian,68f9f196-b17b-4a25-8b18-adf897bb58ae,static,36.0965,-2.5639,-1.93369,0.746,0.442,1.688,1.44091,36.2391,1.5708,-0.0709
pedestrian,71e854fa-77a2-4fce-8ded-490d8fa12bf6,static,5.81648,-3.03538,-0.848623,0.718,0.538,1.595,-2.12323,6.6155,1.5708,-0.481
pedestrian,726a3ba3-2b1c-47b1-964a-fdb6b8115d92,static,25.7315,-3.9859,-2.03831,0.703,0.54,1.758,1.55856,26.118,1.5708,-0.1537
bus,750b05b7-a9e0-4c08-be6f-ad6924a0eac2,static,19.7993,-14.3574,-0.463101,3.642,13.187,4.148,0.0272134,24.4614,1.5708,-0.6274
cyclist,7e0f417c-da53-4be1-a4c5-5f13b333c31c,static,-18.9857,-1.29513,-1.08791,0.888,1.975,1.967,-1.5593,19.0609,1.5708,-3.0735
pedestrian,855ddfce-7270-4ef2-b11f-01a35d70063f,static,6.27718,-2.62371,-0.853814,0.667,0.58,1.651,1.40078,6.8568,1.5708,-0.3959
pedestrian,89733952-c708-49a5-a2c4-7b36cc4d9f14,static,-15.0385,-3.49589,-1.03666,0.723,0.907,1.64,1.85545,15.4742,1.5708,-2.9132
pedestrian,ce5e7f48-e8cf-4bfa-99db-f1d99d2cf128,static,-26.2462,-4.11563,-0.974726,0.723,0.748,1.603,-1.43712,26.5848,1.5708,-2.9861
pedestrian,dc541b8b-9ae1-4fdf-84df-3e45939a8fb2,static,-23.2827,-3.06706,-1.02948,0.753,0.77,1.653,-1.57972,23.5064,1.5708,-3.0106
pedestrian,e8fc1b44-e8c0-4fbe-a50b-dfb30d559fc2,static,5.64849,-3.84586,-0.90739,0.635,0.449,1.598,-3.01228,6.8934,1.5708,-0.5978
pedestrian,f03e4818-feed-4a3e-b5f7-95f46b99e1ca,static,6.82182,-3.84739,-0.732592,0.582,0.503,1.571,-2.4112,7.8662,1.5708,-0.5135
car,01866e9f-c495-4a46-afaa-7f7b927b1fc5,static,22.9972,35.4451,-1.76516,3.231,7.116,3.631,-0.0307456,42.2888,1.5708,0.9953
truck,03b77424-6d4d-436d-9996-b4b78b8f2444,static,-46.3451,5.28882,-1.23898,2.698,5.819,2.552,-1.5703,46.6624,1.5708,3.028
car,0f8ad27b-7a77-47a3-bb63-4b356b7f6467,static,12.6099,5.26169,-1.33225,2.385,4.893,2.075,-2.98106,13.7284,1.5708,0.3953
car,22f8371b-4c0f-4891-b2a2-f82fbbe74c6a,static,-12.0294,5.4292,-1.35765,2.369,5.28,1.849,-1.59543,13.2675,1.5708,2.7176
pedestrian,345f202f-8015-4dcc-a79e-68b79419df06,static,9.46296,5.86296,-1.47808,0.765,0.762,1.78,-2.76447,11.2297,1.5708,0.5547
truck,35d36246-33eb-4221-a1e3-d94765e32851,static,-26.2408,5.45962,-1.30678,2.564,6.299,2.095,-1.55093,26.8346,1.5708,2.9365
truck,5618e9b4-f851-4bdc-bb81-18b9e91bb0eb,static,39.6797,6.09362,-1.54553,3.246,7.157,3.538,-1.54534,40.1746,1.5708,0.1524
pedestrian,5b2aff4f-b2b4-41f5-857a-e327e0d0ec09,static,9.12312,9.22838,-1.71579,0.732,0.593,1.652,-0.92783,13.0896,1.5708,0.7911
truck,5d934fdf-11d5-4262-8ce7-a478f150f3d6,static,23.1332,24.477,-1.54184,3.297,7.458,3.578,-0.0187033,33.7142,1.5708,0.8136
truck,61d0d03b-7721-48dd-8dcc-41495c1fd386,static,-33.7197,5.37573,-1.61466,2.28,5.191,1.751,-1.56559,34.1837,1.5708,2.9835
pedestrian,68b23839-75dd-42c1-b46b-c2f1816dd5f2,static,7.51162,0.54669,-1.14636,0.671,0.708,1.774,-3.08717,7.6182,1.5708,0.0727
pedestrian,68df2583-8375-4bf2-a32f-fbb3ea89a6eb,static,6.66965,3.91156,-1.18269,0.71,0.712,1.688,3.10439,7.822,1.5708,0.5304
pedestrian,75606222-098a-4d42-977d-0f797f294b03,static,8.14743,0.762848,-1.23495,0.665,0.595,1.616,-3.12661,8.2757,1.5708,0.0934
car,91fbbf84-1ce7-4fb6-9428-897287956332,static,1.96913,2.87328,-1.09045,2.19,4.713,1.732,-1.56227,3.65,1.5708,0.97
car,946f8d3a-a177-4f22-b364-ecdf99fa0047,static,-5.51315,5.6603,-1.32353,2.353,4.914,1.835,-1.59543,8.0116,1.5708,2.343
pedestrian,9936f3cb-a186-4125-ac68-1c90594c8517,static,7.71572,4.35729,-1.2693,0.668,0.786,1.669,-3.10654,8.9515,1.5708,0.5141
pedestrian,a51accb2-1029-4eb7-9240-73c6dbd5ad23,static,6.64378,0.748997,-1.13055,0.705,0.538,1.753,3.14035,6.7808,1.5708,0.1123
car,a6284b2c-ee7b-4b86-b11e-520ce647bb24,static,20.1378,4.51907,-1.98217,2.318,5.008,1.681,0.0446497,20.7336,1.5708,0.2208
car,b0dc9859-06ab-4d5d-811c-dc6827aa570d,static,0.6145,5.36837,-1.34201,2.388,4.763,1.821,-1.54831,5.5676,1.5708,1.4568
