label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,1ca4437e-e6aa-4f4b-8e66-d417dc9c6943,static,9.42032,-0.445304,-1.17618,0.713,0.736,1.974,-3.02337,9.5039,1.5708,-0.0472
pedestrian,2fc99738-bbb7-4a5c-9c08-5cb6cc852667,static,6.23463,-3.70977,-0.933179,0.433,0.376,1.032,-3.03052,7.3146,1.5708,-0.5368
pedestrian,330cf0b1-8118-47e8-aee5-142ae4c507db,static,-8.87024,-2.74519,-1.01982,0.781,0.502,1.641,1.64434,9.3412,1.5708,-2.8415
pedestrian,40083b9e-7fda-476b-8db2-ccb3f8464c92,static,25.3967,-3.10062,-2.01339,0.724,0.565,1.876,1.07623,25.6644,1.5708,-0.1215
pedestrian,51b7349c-21b4-4b78-bfc7-e23d3fc6a6fc,static,8.07177,-2.99357,-0.968906,0.536,0.761,1.723,-2.2584,8.6634,1.5708,-0.3551
pedestrian,5c04ec63-111f-471a-910e-200f9a4eedb0,static,7.43867,-2.73228,-0.926185,0.612,0.579,1.615,-1.5147,7.9785,1.5708,-0.352
pedestrian,71e854fa-77a2-4fce-8ded-490d8fa12bf6,static,5.54095,-3.06473,-0.847212,0.718,0.538,1.595,-1.49498,6.3885,1.5708,-0.5052
pedestrian,7de2fec9-6059-4cf8-b6f9-0919f78ffac8,static,7.50136,-3.97874,-0.809988,0.645,0.486,1.565,-2.44881,8.5298,1.5708,-0.4877
cyclist,7e0f417c-da53-4be1-a4c5-5f13b333c31c,static,-29.5166,-1.18905,-1.14732,0.888,1.975,1.967,-1.55939,29.5628,1.5708,-3.1013
pedestrian,855ddfce-7270-4ef2-b11f-01a35d70063f,static,7.46745,-3.2166,-0.836588,0.667,0.58,1.651,0.887553,8.1737,1.5708,-0.4067
pedestrian,89733952-c708-49a5-a2c4-7b36cc4d9f14,static,-11.4346,-3.03914,-1.02304,0.723,0.907,1.64,1.63195,11.8757,1.5708,-2.8818
car,a6284b2c-ee7b-4b86-b11e-520ce647bb24,static,20.2766,-4.09063,-1.74133,2.318,5.008,1.681,0.0271264,20.7583,1.5708,-0.1991
pedestrian,dc541b8b-9ae1-4fdf-84df-3e45939a8fb2,static,-24.58,-3.46869,-0.988299,0.753,0.77,1.653,-1.32846,24.8432,1.5708,-3.0014
pedestrian,e8fc1b44-e8c0-4fbe-a50b-dfb30d559fc2,static,5.66923,-3.85704,-0.857892,0.635,0.449,1.598,-3.01237,6.9103,1.5708,-0.5974
pedestrian,ec9030fe-6d3a-4789-9048-0cff7d64fb7a,static,-26.9772,-4.77805,-0.877636,0.712,0.819,1.725,-0.809394,27.4111,1.5708,-2.9663
pedestrian,f03e4818-feed-4a3e-b5f7-95f46b99e1ca,static,6.80889,-3.95585,-0.734657,0.582,0.503,1.571,-3.05356,7.9088,1.5708,-0.5263
car,01866e9f-c495-4a46-afaa-7f7b927b1fc5,static,22.9917,35.4445,-1.74599,3.231,7.116,3.631,-0.0307943,42.2845,1.5708,0.9954
truck,03b77424-6d4d-436d-9996-b4b78b8f2444,static,-46.3523,5.29157,-1.2372,2.698,5.819,2.552,-1.57036,46.6698,1.5708,3.0279
car,22f8371b-4c0f-4891-b2a2-f82fbbe74c6a,static,-12.0366,5.43031,-1.34939,2.369,5.28,1.849,-1.59549,13.2736,1.5708,2.7178
pedestrian,345f202f-8015-4dcc-a79e-68b79419df06,static,8.41715,8.70406,-1.43393,0.765,0.762,1.78,-2.84131,12.1928,1.5708,0.8022
truck,35d36246-33eb-4221-a1e3-d94765e32851,static,-26.2479,5.4614,-1.30118,2.564,6.299,2.095,-1.55099,26.8416,1.5708,2.9364
car,41dbd2ed-3075-4165-918c-c93515f47661,static,12.0826,3.49722,-1.58455,2.252,4.806,1.557,-3.05476,12.678,1.5708,0.2817
car,4b4ab6ed-c9f6-42b1-a25b-be34e140ae69,static,22.7092,16.1827,-2.30894,2.391,5.222,2.221,0.0161533,27.9807,1.5708,0.6191
pedestrian,54a38eb3-500f-4f85-b155-50f934c26bde,static,6.01682,2.59815,-1.41084,0.732,0.597,1.608,3.13732,6.704,1.5708,0.4076
truck,5618e9b4-f851-4bdc-bb81-18b9e91bb0eb,static,39.6727,6.09224,-1.52743,3.246,7.157,3.538,-1.5454,40.1668,1.5708,0.1524
pedestrian,5b2aff4f-b2b4-41f5-857a-e327e0d0ec09,static,9.07584,9.25065,-1.61222,0.732,0.593,1.652,-0.927881,13.0593,1.5708,0.7949
truck,5d934fdf-11d5-4262-8ce7-a478f150f3d6,static,23.1271,24.4763,-1.52422,3.297,7.458,3.578,-0.018752,33.7087,1.5708,0.8137
truck,61d0d03b-7721-48dd-8dcc-41495c1fd386,static,-33.7267,5.37792,-1.61049,2.28,5.191,1.751,-1.56565,34.1907,1.5708,2.9835
pedestrian,68b23839-75dd-42c1-b46b-c2f1816dd5f2,static,7.37864,2.80835,-1.24673,0.671,0.708,1.774,-3.13958,7.9928,1.5708,0.3637
pedestrian,68df2583-8375-4bf2-a32f-fbb3ea89a6eb,static,6.60698,5.85937,-1.21759,0.71,0.712,1.688,3.10434,8.9144,1.5708,0.7255
pedestrian,75606222-098a-4d42-977d-0f797f294b03,static,7.92543,3.02182,-1.31922,0.665,0.595,1.616,-3.12666,8.5839,1.5708,0.3643
car,91fbbf84-1ce7-4fb6-9428-897287956332,static,1.96189,2.87366,-1.07992,2.19,4.713,1.732,-1.56233,3.6432,1.5708,0.9718
car,946f8d3a-a177-4f22-b364-ecdf99fa0047,static,-5.52021,5.66108,-1.31401,2.353,4.914,1.835,-1.59549,8.0154,1.5708,2.3436
pedestrian,9936f3cb-a186-4125-ac68-1c90594c8517,static,7.60087,7.37578,-1.26061,0.668,0.786,1.669,-3.10659,10.666,1.5708,0.7704
pedestrian,a51accb2-1029-4eb7-9240-73c6dbd5ad23,static,6.682,3.27366,-1.26822,0.705,0.538,1.753,3.10539,7.5481,1.5708,0.4556
car,b0dc9859-06ab-4d5d-811c-dc6827aa570d,static,0.607429,5.36885,-1.33138,2.388,4.763,1.821,-1.54837,5.5647,1.5708,1.4581
pedestrian,c2534eca-1b44-48c7-9d19-f673ba5fa6e8,static,8.34688,7.16278,-1.38668,0.611,0.699,1.739,-3.13172,11.086,1.5708,0.7092
car,da4870e9-edf7-4b82-970c-fb10be127f1f,static,-18.3475,5.45701,-1.46486,2.449,5.001,1.877,-1.52568,19.1978,1.5708,2.8525
pedestrian,dbb05862-220c-4a1e-8f4b-c7465f738a4e,static,8.61372,2.11865,-1.24115,0.746,0.758,1.622,-0.0309688,8.9569,1.5708,0.2412
car,e315673b-54a3-4315-8a38-da37b62491d1,static,17.1248,17.6442,-1.98605,2.207,5.581,1.779,0.0208655,24.6682,1.5708,0.8003
car,fefa5248-d934-44cb-b443-fbc9879e6d4e,static,14.3038,13.3621,-1.6682,2.389,5.386,2.06,-3.08617,19.645,1.5708,0.7514
