label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
pedestrian,141897ae-70f6-479d-89dd-69b0fba49390,static,-18.2271,-4.33694,-1.10044,0.718,0.763,1.771,1.61173,18.7682,1.5708,-2.908
pedestrian,37ba8057-afb1-4965-9fe6-b3b2db803d5a,static,-4.92519,-4.69741,-0.909365,0.527,0.845,1.742,-1.65364,6.8666,1.5708,-2.3799
pedestrian,48ceb6f5-08a3-4fd1-918a-7966c2af4639,static,17.1945,-4.59218,-0.972891,0.693,0.797,1.538,-3.06009,17.8237,1.5708,-0.261
pedestrian,6938b85d-1a7b-43b8-a810-65451081f91c,static,-21.4884,-3.2453,-1.3288,0.752,0.891,1.634,1.63234,21.7727,1.5708,-2.9917
car,7ee65eec-27e5-41fd-bfd5-fd3b3407fdc0,static,34.1708,-2.54483,-0.52436,2.249,5.098,1.953,-2.03334,34.2694,1.5708,-0.0743
pedestrian,8404b453-82ec-4a56-92d3-a62cab2d7021,static,-21.3736,-4.02975,-1.26789,0.81,0.796,1.564,1.53667,21.7871,1.5708,-2.9552
pedestrian,8f1cc666-c86d-4688-9d12-5c7c7ba58b57,static,-8.72079,-4.5651,-1.07221,0.704,1.043,1.661,2.23797,9.9016,1.5708,-2.6593
pedestrian,93f9a4be-07e6-41b4-a1db-b0446e62e4d2,static,-6.01773,-3.7942,-0.996165,0.627,0.862,1.713,-1.48079,7.1834,1.5708,-2.579
pedestrian,963a2552-2fcf-48d6-ac2d-84480928c949,static,17.5438,-3.29685,-0.753274,0.737,0.862,1.826,1.61838,17.8668,1.5708,-0.1858
pedestrian,a5d89d7e-73dd-4dad-9383-84711a65cbb6,static,27.2556,-3.22955,-0.639516,0.928,0.774,2.124,0.503089,27.4537,1.5708,-0.1179
pedestrian,ae95dddd-f6a6-45dc-a0c2-78d3ac662053,static,-18.2328,-3.90677,-1.08503,0.653,0.916,1.862,1.61995,18.6782,1.5708,-2.9305
pedestrian,b8eb6f45-6f52-42f9-a040-c1477168b770,static,-5.41321,-3.84264,-0.963898,0.693,0.8,1.795,-1.34566,6.708,1.5708,-2.5243
pedestrian,bf2b7871-9c96-46d3-97cb-26b4e00e14d6,static,-32.4422,-3.40819,-1.05051,0.806,0.701,2.0,1.54766,32.6376,1.5708,-3.0369
pedestrian,d46dc5e5-478e-4704-a1f9-a618f44fe51c,static,-1.37487,-5.16111,-0.841971,0.634,0.539,1.824,-1.45041,5.4071,1.5708,-1.8311
pedestrian,d963d9bd-2883-4e99-a470-dd45f42320da,static,12.7804,-5.19352,-0.707734,0.63,0.648,1.983,0.911375,13.8135,1.5708,-0.386
pedestrian,ed1308bf-83ba-4607-b6af-f61524f93a51,static,21.2561,-4.78883,-0.714409,0.797,0.878,1.894,-1.52322,21.8006,1.5708,-0.2216
pedestrian,f5973fb0-9ef4-4c9f-9535-e27576ad9311,static,17.8243,-3.83512,-1.02996,0.464,0.553,1.208,1.61838,18.2613,1.5708,-0.2119
car,0bdf2b9c-9ceb-400e-b752-45416a1ba760,static,22.5866,3.7205,-1.01814,2.003,4.605,1.502,-1.52987,22.9136,1.5708,0.1633
car,194e424e-6ef0-44cf-89d7-d9b87feab0e8,static,51.0654,3.56647,0.283403,2.284,4.992,1.856,-1.58173,51.1906,1.5708,0.0697
car,3b975564-f37a-4d13-8a96-e26844d10e60,static,8.74079,3.68326,-0.928664,2.457,5.069,1.917,-1.56479,9.5305,1.5708,0.3988
pedestrian,3cc5e139-b61f-4515-b3f2-c99bee09d598,static,4.88584,6.05071,-1.01412,0.587,0.619,1.725,-1.5801,7.8429,1.5708,0.8915
pedestrian,3df8941c-c7cf-4abb-89a7-24d11f718d9a,static,0.663017,5.83542,-1.11304,0.642,0.691,1.746,-1.58173,5.9775,1.5708,1.4577
car,45732105-8e41-4b3c-98c6-c9b2b976f0ed,static,-10.7197,0.559372,-1.25139,2.169,4.959,1.52,-1.57788,10.807,1.5708,3.0895
pedestrian,4c714636-36f8-4557-912d-2f2d6e0ae668,static,-4.41171,7.00431,-1.4692,0.547,0.515,1.107,1.56144,8.4073,1.5708,2.1329
pedestrian,56967818-6e46-4039-aab3-eea6dc4f916c,static,-0.86047,6.2442,-1.11557,0.712,0.791,1.711,1.49976,6.4012,1.5708,1.7077
pedestrian,5714743b-4e90-4958-be74-593e2dab37aa,static,5.03319,6.66641,-1.03034,0.642,0.61,1.629,-1.58173,8.4164,1.5708,0.9241
pedestrian,77129d59-6702-4781-ae60-9ebce3d43e2a,static,-0.786083,7.12573,-1.13554,0.582,0.55,1.65,-1.41619,7.2583,1.5708,1.6807
pedestrian,78ff4f3d-6cd9-44eb-b8dc-199baf4d4e94,static,7.48113,6.21208,-0.825369,0.526,0.646,2.0,-0.307626,9.759,1.5708,0.693
car,88cd6691-a17f-4961-8d6c-77fefbbb5e4f,static,1.85976,3.60345,-0.967027,2.149,5.485,1.893,-1.54751,4.1688,1.5708,1.0943
truck,8c68d381-51a3-41f6-bf49-6ddeda2c4021,static,-28.8205,4.00681,-1.23743,2.206,5.592,1.956,-1.60704,29.124,1.5708,3.0035
car,8eece33c-5b00-4776-9562-c7c55bf7134d,static,-9.45928,3.86617,-1.24023,2.296,4.945,1.524,-1.52935,10.2939,1.5708,2.7536
pedestrian,91300828-d7a4-469f-801c-fb2b3adc5aff,static,-3.76166,6.54122,-1.08076,0.721,0.668,1.727,1.49493,7.6227,1.5708,2.0927
pedestrian,95bf64b8-3727-4605-8087-499a625bdce4,static,-0.338602,4.98829,-0.952554,0.779,0.887,1.915,-1.56852,5.0897,1.5708,1.6386
