label,trackerID,state,c_x,c_y,c_z,l_x,l_y,l_z,yaw,radius,polar angle,azimuth angle
car,114caae5-4971-46c3-bd8e-53a746749eb5,static,11.3246,-17.3999,-0.196412,1.975,5.1,1.678,-1.66543,20.7615,1.5708,-0.9938
car,245ca51e-41a1-4291-aedc-c2d364e86923,static,-2.9825,-16.5548,-0.373903,2.449,5.178,1.994,1.60252,16.8255,1.5708,-1.749
car,4927a58e-a37a-4ebd-9531-e718ed029b2b,static,10.5873,-22.6491,-0.00987822,1.907,4.647,1.626,-1.59457,25.0015,1.5708,-1.1335
car,517409a6-f1b7-479b-a34e-6203562f91d9,static,11.4728,-14.5829,-0.296645,1.95,4.829,1.549,-1.61307,18.5573,1.5708,-0.9042
car,79083f9d-c858-4dea-b1af-646b8ac3b8ca,static,11.0204,-19.9822,-0.104859,2.006,4.748,1.574,-1.64798,22.8199,1.5708,-1.0668
car,7ea3e5f5-fd70-4e7e-80d9-0df8c9cd6e35,static,58.4549,-6.67048,-0.0854071,2.081,5.132,1.571,0.615706,58.8343,1.5708,-0.1136
car,952b4a74-e8db-44a5-81ae-7978cd3cf74e,static,-28.574,-2.77714,-1.59516,2.082,4.327,1.514,-1.61499,28.7529,1.5708,-3.0447
car,abf9df9d-fb35-4046-9d46-92b9a255a013,static,10.6225,-25.2491,0.149634,1.914,4.784,1.557,-1.59457,27.393,1.5708,-1.1726
car,cbfed9c7-4250-4b5a-856d-6ebcc4853efe,static,5.56668,-51.3347,1.62977,2.046,4.605,1.831,3.12393,51.6614,1.5708,-1.4628
car,da3ad13f-4774-4c4e-b29b-79a2e77c5bdd,static,-22.3238,-3.06998,-1.38539,2.162,4.781,1.813,-1.61499,22.5765,1.5708,-3.0049
car,eb18c002-5870-4010-9e3b-265d9ad5fcd6,static,22.9006,-3.10423,-0.785814,2.032,4.4,1.458,-1.60033,23.1234,1.5708,-0.1347
truck,02f53aa2-5404-4695-917c-77322739ae36,static,-32.7842,24.3356,-2.35262,2.346,5.874,1.986,-1.16053,40.8969,1.5708,2.503
car,0ffcd6b6-150c-4e93-b6a0-5fd4171ec890,static,-10.8085,41.1704,-2.55824,1.898,4.53,1.57,1.06353,42.6424,1.5708,1.8275
truck,1246b0f7-a765-4744-b35e-468289940992,static,-10.9504,38.1887,-2.39278,2.279,5.717,2.0,1.05375,39.7997,1.5708,1.85
pedestrian,13a1431f-9fb6-4e4b-aef8-7e4db53d0942,static,24.8677,10.8881,-1.1121,0.577,0.59,1.766,3.0553,27.1697,1.5708,0.4127
